N	2gram	Potebnia_M_1	KulturaY
1	и т	6	54
2	т п	4	41
3	и в	39	23
4	точки зрения	8	23
5	в том	26	22
6	не только	21	17
7	в этом	15	16
8	было бы	12	16
9	с точки	3	16
10	самом деле	1	14
11	может быть	27	14
12	в области	1	14
13	в самом	3	13
14	что в	22	13
15	не менее	6	12
16	потому что	52	12
17	для того	3	12
18	вопрос о	4	11
19	том что	16	11
20	того чтобы	2	11
21	можно было	1	11
22	в его	5	11
23	того что	8	11
24	а не	21	11
25	у нас	2	10
26	и не	18	10
27	еще не	6	9
28	таким образом	13	9
29	тем не	6	9
30	хотя бы	2	9
31	так как	21	9
32	прежде всего	4	9
33	т д	4	8
34	лишь в	1	8
35	зависимости от	1	8
36	если бы	14	8
37	в виду	2	8
38	уже не	2	8
39	до сих	1	8
40	сих пор	1	8
41	между прочим	2	8
42	как на	3	8
43	в зависимости	1	7
44	все эти	1	7
45	в нашем	1	7
46	должно быть	7	7
47	того как	6	7
48	если мы	3	7
49	те же	1	7
50	и что	10	7
51	с другой	7	7
52	в языке	33	7
53	в данном	1	7
54	слова и	4	7
55	сказать что	3	7
56	то же	6	6
57	только в	25	6
58	так и	13	6
59	при этом	6	6
60	и тем	3	6
61	с тем	5	6
62	в их	2	6
63	о языке	3	6
64	ничего не	1	6
65	связи с	3	6
66	не может	22	6
67	языка в	6	6
68	могут быть	9	6
69	по себе	10	6
70	о том	2	6
71	после того	1	6
72	что и	6	6
73	что он	1	6
74	для этого	2	6
75	и есть	2	5
76	в первом	5	5
77	как мы	2	5
78	в чем	1	5
79	независимо от	6	5
80	все же	6	5
81	хотя и	3	5
82	из этих	4	5
83	как бы	6	5
84	что она	1	5
85	как и	9	5
86	не в	15	5
87	вовсе не	5	5
88	во внимание	3	5
89	от того	4	5
90	не могут	4	5
91	и должно	2	5
92	слов и	4	5
93	тем что	9	5
94	далеко не	1	5
95	в связи	1	5
96	что же	2	5
97	тем более	2	5
98	но это	5	5
99	а в	5	5
100	совершенно не	1	5
101	литературный язык	1	4
102	того же	3	4
103	в сущности	2	4
104	п и	1	4
105	столь же	3	4
106	как в	10	4
107	в своем	3	4
108	только тогда	5	4
109	вопросом о	2	4
110	в целом	2	4
111	языка как	5	4
112	этого слова	1	4
113	в своей	3	4
114	что такое	1	4
115	не столько	1	4
116	тому что	3	4
117	тем самым	4	4
118	тогда когда	9	4
119	в доказательство	1	4
120	и о	2	4
121	в ее	1	4
122	были бы	3	4
123	к языку	2	4
124	для нас	9	4
125	заключается в	3	4
126	между тем	5	4
127	язык есть	17	4
128	тех пор	1	4
129	один из	1	4
130	с одной	3	4
131	что не	10	4
132	слова в	2	4
133	не было	4	4
134	одной стороны	3	4
135	то что	10	4
136	в таком	5	4
137	в слове	8	4
138	на самом	1	3
139	то в	5	3
140	той же	3	3
141	есть не	2	3
142	мы не	10	3
143	сам по	1	3
144	в ней	7	3
145	то мы	2	3
146	но не	8	3
147	то он	2	3
148	но как	3	3
149	по отношению	13	3
150	очевидно что	3	3
151	что именно	2	3
152	что как	3	3
153	что слово	3	3
154	что это	3	3
155	бы сказать	1	3
156	бы не	6	3
157	но на	2	3
158	он не	3	3
159	и с	3	3
160	литературного языка	1	3
161	зрения на	1	3
162	с этой	2	3
163	мы видели	4	3
164	значит не	1	3
165	не так	3	3
166	но если	2	3
167	в которых	1	3
168	не понимает	1	3
169	и более	2	3
170	что сам	3	3
171	в отношении	1	3
172	она не	3	3
173	в то	4	3
174	не имеет	5	3
175	на него	3	3
176	должна быть	3	3
177	говорить и	1	3
178	не по	4	3
179	был бы	1	3
180	что на	6	3
181	в каком	6	3
182	не потому	2	3
183	не есть	10	3
184	всего этого	1	3
185	только то	2	3
186	слово есть	1	3
187	сказано выше	1	3
188	в результате	1	3
189	этого языка	2	3
190	на вопрос	1	3
191	но и	20	3
192	нас в	1	3
193	связь между	2	3
194	относительно языка	1	3
195	это не	7	3
196	и только	2	3
197	этот вопрос	2	3
198	в какой	1	3
199	как же	1	3
200	уже в	1	3
201	вопроса о	2	3
202	языка но	3	3
203	ни в	1	3
204	могло бы	3	3
205	мы находим	1	3
206	то это	5	3
207	именно в	1	3
208	есть язык	1	3
209	я хочу	1	3
210	когда мы	2	3
211	там где	4	3
212	того или	1	3
213	но для	1	3
214	говорить что	1	3
215	к тому	4	3
216	мы должны	3	3
217	что вообще	1	3
218	слово в	1	3
219	другой стороны	5	3
220	речи как	1	3
221	по поводу	3	3
222	они не	1	3
223	таком случае	2	2
224	чтобы не	2	2
225	из понятий	1	2
226	тем же	2	2
227	отношению к	13	2
228	что эти	1	2
229	собственном смысле	1	2
230	мы имеем	1	2
231	уже что	1	2
232	языка из	1	2
233	на себя	1	2
234	нужно будет	1	2
235	здесь не	1	2
236	в различных	1	2
237	и вопрос	2	2
238	не то	1	2
239	но язык	2	2
240	не все	2	2
241	за пределы	2	2
242	что они	1	2
243	связи и	1	2
244	сама по	3	2
245	относится к	3	2
246	языка и	17	2
247	более чем	1	2
248	дает нам	1	2
249	смысле этого	1	2
250	когда он	1	2
251	и как	6	2
252	можно смотреть	1	2
253	более или	1	2
254	увидим что	4	2
255	но в	9	2
256	грамматика не	1	2
257	для которого	1	2
258	еще на	1	2
259	а во-вторых	1	2
260	он в	1	2
261	в известном	1	2
262	какое именно	1	2
263	как он	1	2
264	так сказать	2	2
265	если же	5	2
266	отношений между	3	2
267	и если	2	2
268	на этом	1	2
269	но все	2	2
270	что все	3	2
271	его в	1	2
272	с другими	1	2
273	само собою	2	2
274	языком а	1	2
275	чем в	2	2
276	от языка	4	2
277	и того	2	2
278	остается в	1	2
279	одного и	2	2
280	или менее	1	2
281	в этих	7	2
282	из того	2	2
283	и при	3	2
284	и без	3	2
285	в котором	1	2
286	связной речи	1	2
287	мы называем	2	2
288	не как	1	2
289	мысли и	9	2
290	знание этого	1	2
291	однако в	4	2
292	нас к	1	2
293	что есть	1	2
294	если и	2	2
295	в таких	2	2
296	может служить	1	2
297	к новым	2	2
298	никак не	2	2
299	же до	1	2
300	уже о	1	2
301	которое в	1	2
302	а что	1	2
303	из всего	1	2
304	говоря уже	1	2
305	совершенно ясно	1	2
306	так в	1	2
307	самое это	1	2
308	на том	1	2
309	мог бы	2	2
310	когда в	3	2
311	что дело	1	2
312	она есть	1	2
313	внимание на	1	2
314	язык и	5	2
315	при котором	2	2
316	можно видеть	1	2
317	а потому	10	2
318	не более	4	2
319	и об	1	2
320	она может	3	2
321	эти последние	1	2
322	о значении	1	2
323	вопрос об	3	2
324	все они	2	2
325	то и	7	2
326	что если	3	2
327	дано в	1	2
328	в одном	8	2
329	этой системы	1	2
330	быть совершенно	1	2
331	перейти к	2	2
332	себе представить	7	2
333	значении слова	1	2
334	еще и	1	2
335	только что	2	2
336	не говоря	1	2
337	на этот	2	2
338	именно так	1	2
339	понятие о	1	2
340	что мы	4	2
341	вместе с	8	2
342	можно будет	1	2
343	так же	5	2
344	тому как	4	2
345	в тех	1	2
346	как нельзя	1	2
347	быть не	4	2
348	как например	2	2
349	только для	3	2
350	все это	1	2
351	от нас	2	2
352	то не	3	2
353	не с	1	2
354	еще более	2	2
355	язык не	5	2
356	равно как	1	2
357	первом случае	1	2
358	только о	1	2
359	это так	1	2
360	во всяком	3	2
361	не иначе	3	1
362	скажет что	1	1
363	если б	2	1
364	говоря о	1	1
365	отношения к	1	1
366	например в	1	1
367	языка с	6	1
368	же как	1	1
369	язык может	2	1
370	и то	3	1
371	бы для	1	1
372	на деле	4	1
373	вряд ли	1	1
374	в чисто	1	1
375	не имеют	5	1
376	и такое	1	1
377	доказывает это	1	1
378	с таким	1	1
379	здесь из	1	1
380	уже по	1	1
381	язык тем	2	1
382	видно уже	1	1
383	с которою	1	1
384	же следует	1	1
385	дошел до	1	1
386	зависит и	1	1
387	звуков языка	1	1
388	язык как	7	1
389	и язык	11	1
390	именно к	1	1
391	в основных	1	1
392	оба эти	1	1
393	в возможности	1	1
394	само слово	1	1
395	на себе	2	1
396	в полной	1	1
397	языке можно	1	1
398	как не	1	1
399	одного слова	1	1
400	что до	2	1
401	форм в	1	1
402	есть вместе	3	1
403	таковы например	1	1
404	когда есть	1	1
405	и на	1	1
406	бы то	2	1
407	и бог	1	1
408	но тогда	2	1
409	мы будем	2	1
410	легко может	1	1
411	а только	4	1
412	очевидно и	1	1
413	что язык	16	1
414	значение и	2	1
415	вообще может	1	1
416	к слову	1	1
417	всякую возможность	1	1
418	тогда как	2	1
419	ни стало	1	1
420	которая действительно	1	1
421	так язык	1	1
422	между словом	1	1
423	языку это	2	1
424	которые не	2	1
425	во что	1	1
426	через другие	1	1
427	если язык	1	1
428	в одной	1	1
429	же с	7	1
430	с этим	7	1
431	например для	1	1
432	есть продукт	1	1
433	один только	1	1
434	что касается	1	1
435	помнить что	3	1
436	в противном	3	1
437	перед нами	1	1
438	все без	1	1
439	языка хотя	1	1
440	на память	2	1
441	и понимания	9	1
442	говорит что	1	1
443	в круг	1	1
444	бы видеть	1	1
445	в противоположность	1	1
446	собою разумеется	1	1
447	действия и	1	1
448	в которой	2	1
449	отказывается от	1	1
450	нет дела	1	1
451	формы в	1	1
452	первом смысле	2	1
453	думать что	3	1
454	может считаться	1	1
455	что ничего	1	1
456	всякого нового	2	1
457	им в	1	1
458	нами в	1	1
459	к общей	1	1
460	в образы	1	1
461	если он	1	1
462	не могла	2	1
463	можно себе	2	1
464	этот процесс	1	1
465	понятий если	1	1
466	связанные с	1	1
467	от которого	1	1
468	времени для	1	1
469	есть дело	2	1
470	души впрочем	1	1
471	разве в	1	1
472	образом и	2	1
473	нам только	1	1
474	такой смысл	1	1
475	быть без	1	1
476	одной и	3	1
477	разных мыслей	1	1
478	его от	1	1
