N	3gram	Tiupa_Hudo_1	Problemy
1	с точки зрения	3	13
2	в этом смысле	1	10
3	то же время	8	9
4	в то же	8	9
5	по отношению к	8	8
6	в том что	6	6
7	и в этом	1	5
8	но в то	3	5
9	в конце концов	1	5
10	на самом деле	1	4
11	том что он	1	4
12	не может быть	2	4
13	что она не	1	3
14	же время не	1	3
15	и т п	8	3
16	сами по себе	1	3
17	в этом отношении	3	3
18	во всяком случае	1	3
19	и это не	2	3
20	они уже не	1	3
21	но все же	1	2
22	в самом деле	4	2
23	до сих пор	2	2
24	и в то	1	2
25	т п все	1	2
26	в данном случае	1	2
27	не только в	2	2
28	как бы в	1	2
29	все же не	1	2
30	в художественном мире	1	2
31	можно было бы	4	2
32	потому что он	1	1
33	авторскую точку зрения	1	1
34	то что я	1	1
35	мы уже говорили	1	1
36	же как и	1	1
37	к себе самому	2	1
38	в свою очередь	1	1
39	же авторского видения	1	1
40	как нам кажется	1	1
41	а не о	1	1
42	в том и	1	1
43	прежде всего во	1	1
44	то же самое	1	1
45	что же касается	2	1
46	в настоящем и	1	1
47	то и другое	2	1
48	в столкновение с	2	1
49	что все эти	1	1
50	в себе и	1	1
51	себе самому и	1	1
52	в изображении человека	1	1
53	приходит в столкновение	1	1
54	может быть только	1	1
55	и весь мир	1	1
56	так и в	1	1
57	но у него	1	1
58	не согласиться с	2	1
59	для своего времени	2	1
60	и что в	1	1
61	не потому что	1	1
62	того что он	1	1
63	в первом случае	1	1
64	это прежде всего	2	1
65	в высшей степени	1	1
66	на первый взгляд	1	1
67	в пределах художественного	1	1
68	как будто бы	1	1
69	и по отношению	1	1
70	для него в	1	1
71	было бы дать	1	1
72	потому что именно	1	1
73	не в том	2	1
74	смысле как мы	1	1
75	диалог в сущности	1	1
76	как впрочем и	1	1
77	столкновение с внешней	1	1
78	этой точки зрения	1	1
79	о том что	9	1
80	того или иного	2	1
81	а в том	1	1
82	у него уже	1	1
83	более или менее	1	1
84	т е все	1	1
85	по себе а	1	1
86	духе а в	1	1
87	она не может	1	1
88	та или иная	3	1
89	именно к этой	1	1
90	с самого начала	1	1
91	не только не	1	1
92	и быть не	1	1
93	к тому что	4	1
94	до известной степени	1	1
95	тому что он	2	1
96	друг с другом	1	1
97	перед нами не	1	1
98	за пределами художественного	1	1
99	и т д	3	1
