N	3gram	Bakhtin_Fr_7	Analitik
1	в том что	3	7
2	по отношению к	2	7
3	о том что	1	5
4	в свою очередь	3	4
5	как и в	2	4
6	в данном случае	1	3
7	то же время	9	3
8	в то же	9	3
9	к тому же	1	3
10	в этом отношении	2	3
11	дело в том	2	2
12	с точки зрения	3	2
13	в значительной степени	2	2
14	во всяком случае	1	2
15	в свое время	2	2
16	и прежде всего	1	2
17	и в сущности	1	1
18	по своей природе	1	1
19	и может быть	1	1
20	что иное как	1	1
21	в этом мире	1	1
22	не могла не	1	1
23	на самом деле	1	1
24	в этом смысле	1	1
25	течение двадцати лет	1	1
26	же время в	1	1
27	таким образом в	1	1
28	я не мог	1	1
29	на этот вопрос	1	1
30	не имеющие никакого	1	1
31	со всех сторон	1	1
32	же время они	1	1
33	и в божественной	1	1
34	тогда как в	1	1
35	сам по себе	1	1
36	дело не с	1	1
37	не только в	1	1
38	центральное место в	1	1
39	так и в	3	1
40	в применении к	1	1
41	в течение двадцати	1	1
42	и в этой	2	1
43	в связи с	1	1
44	так и самого	1	1
45	по ту сторону	1	1
46	есть не что	1	1
47	внешних и внутренних	1	1
48	не должно быть	2	1
49	в первом случае	1	1
50	и т.п в	1	1
51	свое отражение в	1	1
52	в одном из	1	1
53	то есть в	4	1
54	в особенности с	1	1
55	оно далеко не	1	1
56	именно потому что	1	1
57	носит ярко выраженный	1	1
58	они как бы	1	1
59	друг от друга	1	1
60	тем более что	1	1
61	нашли свое отражение	1	1
62	в большинстве случаев	2	1
63	было бы сказать	1	1
64	не что иное	1	1
65	здесь как и	1	1
66	ведь это не	1	1
