N	3gram	Bakhtin_Pr_4	KulturaY
1	с точки зрения	9	16
2	в самом деле	4	11
3	можно было бы	2	10
4	до сих пор	8	8
5	в том что	2	8
6	той или иной	2	5
7	в этом случае	1	4
8	в данном случае	1	4
9	с одной стороны	1	4
10	в связи с	1	4
11	после того как	1	4
12	сам по себе	3	3
13	не только в	1	3
14	с другой стороны	3	3
15	не может быть	8	3
16	так и в	1	3
17	о том что	2	3
18	сплошь да рядом	1	2
19	в той или	1	2
20	одним и тем	1	2
21	и тем же	1	2
22	по отношению к	5	2
23	в том числе	4	2
24	как раз и	3	2
25	в отличие от	3	2
26	на себя внимание	2	2
27	более или менее	3	2
28	если бы не	1	2
29	сама по себе	2	2
30	дело не в	1	2
31	к тому же	1	2
32	в свое время	2	2
33	у пушкина но	1	1
34	двух точек зрения	2	1
35	в этом его	1	1
36	и в поэзии	1	1
37	на этот вопрос	2	1
38	хотя и не	2	1
39	следует отметить что	1	1
40	нет разумеется никакой	1	1
41	еще раз подчеркнуть	1	1
42	ровно ничего не	1	1
43	раз подчеркнуть что	1	1
44	а вовсе не	1	1
45	прежде всего в	1	1
46	слово может быть	2	1
47	если только они	1	1
48	также и в	1	1
49	есть прежде всего	1	1
50	в этом смысле	2	1
51	здесь не место	2	1
52	то это вовсе	1	1
53	и не может	7	1
54	и в то	1	1
55	то что мы	1	1
56	смысле слова и	1	1
57	в строгом смысле	2	1
58	но и в	2	1
59	а может быть	1	1
60	мы находим в	2	1
61	но в этом	1	1
62	в собственном смысле	1	1
63	это вовсе не	2	1
64	с двух точек	1	1
65	свою речь в	1	1
66	в сущности на	1	1
67	в известной мере	1	1
68	может быть и	1	1
69	хотя бы и	1	1
70	разумеется никакой необходимости	1	1
71	не может обойтись	1	1
72	к другому и	1	1
73	так же как	1	1
74	который как мы	1	1
75	они как бы	1	1
76	по себе еще	2	1
77	строить свою речь	1	1
78	а не как	1	1
79	собственном смысле слова	1	1
80	во всяком случае	1	1
81	не должна быть	1	1
82	хотя и здесь	1	1
83	самом деле в	1	1
84	то убедимся что	1	1
85	то же время	5	1
86	если эти два	1	1
87	и вместе с	1	1
88	никогда не может	1	1
89	так как слово	1	1
90	но это же	1	1
91	выходит за пределы	1	1
92	но все же	1	1
93	сюда же относится	1	1
94	не с точки	1	1
95	мы имеем в	3	1
96	как мы видим	1	1
97	в то же	5	1
98	в одном из	2	1
99	концы с концами	1	1
100	если мы теперь	1	1
101	к тому что	1	1
102	друг от друга	1	1
103	себе еще не	2	1
104	а именно в	1	1
105	бы не было	1	1
106	от друга в	1	1
107	конечно далеко не	1	1
108	мы увидим что	2	1
109	она знает лишь	1	1
110	точек зрения и	2	1
