N	3gram	Losev_Prob_3	Analitik
1	не может быть	5	16
2	в том что	9	9
3	в то же	4	8
4	в том чтобы	1	7
5	в отличие от	2	6
6	значении этого слова	1	6
7	той или иной	8	6
8	что иное как	4	5
9	с точки зрения	2	4
10	и не в	1	4
11	не что иное	4	4
12	к тому же	1	4
13	о том что	3	3
14	в той или	2	3
15	а не в	1	3
16	того или иного	3	3
17	в таком случае	4	3
18	бы то ни	4	3
19	из того что	1	3
20	для того чтобы	1	3
21	то ни было	3	3
22	с одной стороны	1	3
23	есть не что	4	3
24	том или ином	2	3
25	и того же	1	2
26	это означает что	1	2
27	в самом деле	1	2
28	в том и	1	2
29	то же самое	7	2
30	сами по себе	6	2
31	но и в	2	2
32	того и другого	1	2
33	же самое время	4	2
34	в данном случае	7	2
35	в первом случае	1	2
36	с другой стороны	5	2
37	в том или	2	2
38	и все же	1	2
39	одного и того	1	2
40	тех или иных	4	2
41	том что он	1	2
42	в отрыве от	1	2
43	в том виде	2	1
44	чего бы то	2	1
45	дело уже не	1	1
46	в виду не	1	1
47	так что оно	1	1
48	а вовсе не	2	1
49	не сами по	1	1
50	этого слова как	1	1
51	более или менее	1	1
52	равно как и	1	1
53	как и во	1	1
54	а не так	1	1
55	точки зрения в	1	1
56	о том как	2	1
57	как раз и	4	1
58	только в том	1	1
59	до сих пор	2	1
60	сам по себе	6	1
61	по своему содержанию	2	1
62	на самом же	4	1
63	бы мы ни	1	1
64	в собственном смысле	1	1
65	приводит нас к	1	1
66	а то и	1	1
67	и заключается что	1	1
68	как и от	1	1
69	по себе в	1	1
70	с этой точки	1	1
71	по крайней мере	5	1
72	то или иное	2	1
73	только для того	1	1
74	одно и то	3	1
75	и в частности	2	1
76	если исходить из	1	1
77	которые уже не	1	1
78	или ином отношении	1	1
79	и отличается от	1	1
80	не только в	2	1
81	в художественном произведении	1	1
82	тому или иному	1	1
83	на первый взгляд	2	1
84	смысле этого слова	1	1
85	ставит перед собой	1	1
86	и то же	4	1
87	как будто бы	3	1
88	то что мы	1	1
89	в литературном произведении	1	1
90	и как бы	2	1
91	все же не	1	1
92	один я на	1	1
93	только в его	1	1
94	собственном смысле слова	1	1
95	во всяком случае	6	1
96	что же касается	4	1
97	самом же деле	4	1
98	том и заключается	1	1
99	этой точки зрения	2	1
100	в целом но	1	1
101	далеко не все	1	1
102	в той же	1	1
103	но никто не	1	1
104	содержат в себе	1	1
105	и тем самым	2	1
106	от автора и	1	1
107	он не есть	4	1
108	только тогда когда	1	1
109	из которых состоит	1	1
110	во втором случае	1	1
111	в связи с	7	1
112	но отнюдь не	1	1
113	к тому что	1	1
114	я на дорогу	1	1
115	дело не в	2	1
116	же не есть	1	1
117	с той или	5	1
118	как и в	1	1
119	то он не	1	1
120	не так как	1	1
121	выхожу один я	1	1
122	этого слова в	1	1
