N	2gram	Voloshinov_1	Formalny
1	и в	38	24
2	художественного произведения	1	23
3	в его	6	23
4	прежде всего	21	22
5	и не	14	20
6	так и	6	18
7	и пр	4	17
8	точки зрения	10	16
9	идеологического кругозора	1	16
10	не может	12	16
11	в этом	10	15
12	идеологической среды	1	15
13	в нем	4	14
14	может быть	13	14
15	таким образом	7	13
16	с точки	5	13
17	в своем	1	11
18	как и	10	11
19	в своей	2	11
20	в их	1	11
21	не менее	1	11
22	должно быть	2	11
23	социальной жизни	2	11
24	в ней	8	10
25	то же	14	10
26	вовсе не	2	10
27	и его	7	10
28	и их	5	10
29	литературное произведение	2	10
30	а не	6	10
31	в то	9	9
32	в процессе	6	9
33	и потому	2	9
34	все это	4	9
35	и на	6	8
36	как в	2	8
37	и с	5	8
38	лишь в	4	8
39	не в	6	8
40	же время	7	8
41	в ее	3	8
42	произведения и	1	8
43	именно в	1	8
44	то что	8	8
45	в свою	6	8
46	на самом	3	7
47	не только	27	7
48	место в	2	7
49	жизни и	3	7
50	и от	7	7
51	но и	13	7
52	отношения к	3	6
53	еще не	3	6
54	самом деле	4	6
55	отнюдь не	10	6
56	более или	1	6
57	в целом	4	6
58	все эти	2	6
59	в этой	6	6
60	как бы	28	6
61	как таковой	3	6
62	или менее	1	6
63	в идеологическом	1	6
64	она не	1	6
65	свою очередь	4	6
66	и здесь	3	6
67	до сих	1	6
68	социального общения	14	6
69	в том	2	6
70	было бы	7	6
71	в живом	3	6
72	как это	5	6
73	художественное произведение	1	6
74	сих пор	2	6
75	форм и	1	6
76	и все	4	6
77	а в	5	6
78	хотя бы	18	5
79	во всех	6	5
80	одним словом	1	5
81	но в	5	5
82	в самом	4	5
83	при этом	9	5
84	по себе	1	5
85	и до	1	5
86	у нас	4	5
87	должны быть	1	5
88	должен быть	2	5
89	как мы	9	5
90	непосредственно в	1	5
91	что бы	1	5
92	в литературе	1	5
93	того что	4	5
94	только на	3	5
95	со стороны	1	5
96	с другой	1	5
97	с его	7	4
98	в истории	1	4
99	независимо от	5	4
100	и к	4	4
101	в которой	7	4
102	отчасти и	1	4
103	главным образом	3	4
104	не как	1	4
105	не из	1	4
106	в мире	2	4
107	с другими	2	4
108	искусства в	1	4
109	друг друга	2	4
110	идеологическую среду	1	4
111	социальной группы	3	4
112	никогда не	7	4
113	если бы	4	4
114	для этого	1	4
115	мы увидим	5	4
116	конечно не	3	4
117	в связи	2	4
118	в частности	3	4
119	с этой	1	4
120	что в	1	4
121	так же	4	4
122	культуры и	1	3
123	это и	1	3
124	в конкретном	1	3
125	мы не	9	3
126	зависимости от	5	3
127	идеологический продукт	1	3
128	но не	2	3
129	значение и	1	3
130	в общем	1	3
131	отношение к	2	3
132	и читатель	1	3
133	как к	1	3
134	все же	7	3
135	когда он	1	3
136	целый ряд	3	3
137	и как	9	3
138	и наконец	5	3
139	в себе	9	3
140	если он	3	3
141	человек не	2	3
142	так сказать	4	3
143	он не	2	3
144	перестает быть	1	3
145	всех этих	1	3
146	он должен	3	3
147	так например	1	3
148	на все	1	3
149	материала и	1	3
150	его в	4	3
151	в социальной	3	3
152	литературном произведении	1	3
153	в жизни	2	3
154	среды и	1	3
155	в отношении	2	3
156	тем самым	7	3
157	но для	3	3
158	не о	1	3
159	в основе	2	3
160	связи с	3	3
161	всего в	3	3
162	к тому	4	3
163	здесь не	2	3
164	ясно что	2	3
165	влияние на	4	3
166	воздействия на	1	3
167	бы в	5	3
168	один из	4	3
169	в большинстве	1	3
170	для него	3	3
171	вне ее	1	3
172	в особенности	1	3
173	и даже	3	3
174	в области	5	3
175	бытия в	1	3
176	представлять себе	1	3
177	не было	2	3
178	его как	1	3
179	ни на	3	3
180	смысле этого	2	3
181	или иного	5	3
182	в художественном	1	3
183	ничем не	1	3
184	этого слова	3	3
185	в основном	1	3
186	но это	2	3
187	действительность не	1	3
188	она должна	1	3
189	у них	2	3
190	с помощью	6	3
191	же в	1	3
192	между ними	3	3
193	от всех	1	3
194	что он	2	3
195	думать что	1	3
196	и развитие	1	2
197	же как	1	2
198	чтобы не	1	2
199	и это	7	2
200	в зависимости	5	2
201	входящих в	1	2
202	в предыдущей	2	2
203	его не	2	2
204	вопрос о	2	2
205	всем этим	1	2
206	на кого	1	2
207	не найдем	1	2
208	уже как	1	2
209	нет и	3	2
210	за пределы	1	2
211	с этим	2	2
212	в него	1	2
213	однако не	1	2
214	в действительности	1	2
215	материалом и	2	2
216	от этого	1	2
217	от чего	2	2
218	в произведении	1	2
219	в литературном	1	2
220	от действительности	1	2
221	он в	1	2
222	в нашем	5	2
223	остановиться на	1	2
224	и те	1	2
225	не могла	1	2
226	и если	1	2
227	на его	5	2
228	данного социального	1	2
229	к миру	2	2
230	особые социальные	1	2
231	и вот	3	2
232	но ведь	6	2
233	действительности на	1	2
234	но все	4	2
235	могла бы	1	2
236	того или	5	2
237	это не	3	2
238	ни в	1	2
239	с тем	8	2
240	мы видели	5	2
241	не так	3	2
242	таким же	1	2
243	значение для	1	2
244	роман и	1	2
245	что было	3	2
246	войти в	2	2
247	в идеологических	1	2
248	раз и	1	2
249	виду что	1	2
250	на него	4	2
251	чтобы стать	1	2
252	только не	1	2
253	следовательно и	1	2
254	ничего не	8	2
255	одна из	1	2
256	в самой	1	2
257	учения о	1	2
