N	2gram	Vygotskiy__6	Komedia
1	и в	28	26
2	едва ли	1	14
3	и не	11	14
4	и его	3	12
5	к тому	10	12
6	так и	6	12
7	может быть	13	11
8	в том	28	11
9	в этом	27	10
10	но и	10	10
11	том что	19	9
12	если бы	7	9
13	вместе с	7	9
14	что в	17	9
15	ясно что	4	8
16	было бы	9	8
17	и на	5	7
18	в iv	1	7
19	не только	16	7
20	что и	4	7
21	из них	2	7
22	ли не	1	7
23	еще не	8	6
24	в своем	7	6
25	о том	1	6
26	в нем	7	6
27	таким образом	18	6
28	в то	6	6
29	того чтобы	10	6
30	потому что	22	6
31	и здесь	3	6
32	в двух	1	6
33	во время	1	6
34	то что	28	6
35	в которой	7	5
36	с его	3	5
37	что он	18	5
38	так что	6	5
39	в истории	1	5
40	независимо от	3	5
41	с этим	4	5
42	для того	8	5
43	ни в	1	5
44	с тем	5	5
45	и с	1	5
46	больше чем	3	5
47	один из	3	5
48	в качестве	4	5
49	к этому	1	5
50	хотя и	3	4
51	в самом	8	4
52	что это	1	4
53	в целом	3	4
54	из этих	3	4
55	с их	1	4
56	это было	1	4
57	в них	3	4
58	как и	6	4
59	в этих	2	4
60	тому что	11	4
61	не менее	2	4
62	не по	3	4
63	как мы	10	4
64	что у	2	4
65	можно было	7	4
66	еще в	2	4
67	его в	6	4
68	между тем	1	4
69	в его	3	4
70	в середине	1	4
71	только в	18	4
72	в начале	1	4
73	этот раз	1	4
74	так как	10	4
75	у него	2	4
76	на этот	4	4
77	прежде всего	2	4
78	в руках	1	4
79	в частности	4	4
80	как это	3	4
81	все же	2	4
82	и от	2	4
83	точки зрения	13	4
84	например в	4	3
85	тех же	1	3
86	в котором	2	3
87	то же	7	3
88	в их	3	3
89	той же	4	3
90	вопрос о	5	3
91	того же	7	3
92	что его	1	3
93	во всех	4	3
94	но не	10	3
95	по отношению	10	3
96	как в	3	3
97	но в	5	3
98	в этой	5	3
99	как он	1	3
100	друг другу	2	3
101	но все	1	3
102	человека в	1	3
103	в каждом	3	3
104	первую очередь	3	3
105	но если	4	3
106	не имеет	6	3
107	того как	5	3
108	связи с	3	3
109	что на	4	3
110	то время	6	3
111	к нему	1	3
112	дело с	2	3
113	для всех	2	3
114	ответ на	1	3
115	мы знаем	4	3
116	и их	1	3
117	представить себе	3	3
118	друг друга	4	3
119	мы можем	9	3
120	тем что	8	3
121	в первую	3	3
122	здесь в	1	3
123	о чем	1	3
124	в связи	2	3
125	из которых	1	3
126	в тех	1	3
127	отношению к	10	3
128	с этой	2	3
129	все это	2	3
130	для нас	2	3
131	интерес к	2	3
132	а в	2	3
133	в своей	2	3
134	того времени	1	3
135	том числе	1	3
136	не может	19	3
137	как известно	7	2
138	одним из	2	2
139	а из	2	2
140	в первом	4	2
141	из его	1	2
142	и за	1	2
143	мы имеем	4	2
144	мы не	6	2
145	время как	5	2
146	в ее	1	2
147	и другие	2	2
148	силу этого	1	2
149	отличие от	1	2
150	человеку и	1	2
151	отнюдь не	1	2
152	в одной	4	2
153	что именно	2	2
154	целый ряд	4	2
155	самом начале	4	2
156	имеет в	1	2
157	в действительности	1	2
158	от этого	3	2
159	и хотя	1	2
160	за собой	3	2
161	с той	1	2
162	в нашем	4	2
163	что она	1	2
164	всех остальных	1	2
165	он не	7	2
166	и еще	1	2
167	в силу	17	2
168	на этом	4	2
169	об этом	1	2
170	связанных с	1	2
171	это не	5	2
172	этом смысле	2	2
173	в это	1	2
174	как видно	1	2
175	чем в	2	2
176	в развитии	24	2
177	представление о	1	2
178	в отличие	1	2
179	которые в	4	2
180	не в	4	2
181	в конце	2	2
182	вовсе не	1	2
183	даже в	1	2
184	на пути	1	2
185	одна из	1	2
186	в одном	2	2
187	что их	3	2
188	с достаточной	2	2
189	с другом	5	2
190	на это	1	2
191	и это	1	2
192	с самого	7	2
193	и что	6	2
194	после того	1	2
195	в пользу	2	2
196	и во	1	2
197	и все	5	2
198	в другой	3	2
199	наконец в	1	2
200	представления о	2	2
201	все время	3	2
202	с которыми	1	2
203	тот же	1	2
204	речь о	1	2
205	с ними	2	2
206	одних и	1	2
207	и ее	1	2
208	с одной	1	2
209	не знающего	1	2
210	и у	1	2
211	является не	2	2
212	не для	1	2
213	отношение к	7	2
214	от того	10	2
215	в других	2	2
216	рядом с	1	2
217	нет и	1	2
218	и к	6	2
219	до сих	3	2
220	с другой	2	2
221	одной стороны	1	2
222	а на	1	2
223	возвращаясь к	1	2
224	если не	1	2
225	по своему	2	2
226	в той	4	2
227	в ответ	1	2
228	как бы	11	2
229	друг с	5	2
230	сих пор	3	2
231	каждой из	2	2
232	бы в	3	2
233	к его	2	2
234	из этого	2	2
235	и жизнь	1	2
236	нас более	1	1
237	отношения к	3	1
238	развития хотя	1	1
239	самом деле	2	1
240	мы имели	1	1
241	отношения между	4	1
242	что эти	1	1
243	самому существу	1	1
244	которыми он	2	1
245	еще остается	1	1
246	в и	1	1
247	и объектом	1	1
248	вызвано тем	1	1
249	на первый	1	1
250	сравнению с	14	1
251	для своего	1	1
252	этого нет	1	1
253	путь для	2	1
254	для выяснения	1	1
255	речью но	1	1
256	в сущности	7	1
257	а для	1	1
258	было вызвано	1	1
259	вместо того	2	1
260	привести и	1	1
261	ему в	1	1
262	первого и	1	1
263	в каждой	4	1
264	чем отличается	1	1
265	понятие это	1	1
266	как ему	1	1
267	между собой	9	1
268	первый план	1	1
269	все эти	2	1
270	в различных	1	1
271	в чем	6	1
272	частной собственности	1	1
273	с какими	1	1
274	одного типа	1	1
275	не просто	1	1
276	друг от	1	1
277	опирается на	2	1
278	общего с	1	1
279	что но	1	1
280	как к	1	1
281	однако не	1	1
282	в полном	1	1
283	возможность развития	1	1
284	не являются	2	1
285	тем же	1	1
286	и одностороннее	1	1
287	для ее	1	1
288	в чисто	1	1
289	составляет содержание	1	1
290	не приходится	1	1
291	отношения с	1	1
292	привести к	1	1
293	проблем в	1	1
294	представляет собой	3	1
295	только два	1	1
296	действительности но	1	1
297	если мы	2	1
298	удалось установить	3	1
299	лишний раз	1	1
300	остановиться на	3	1
301	в себе	4	1
302	отношений с	2	1
303	на его	3	1
304	главным образом	1	1
305	ожидать что	1	1
306	связей между	2	1
307	видеть в	1	1
308	пределах одного	1	1
309	приведенного выше	1	1
310	и более	2	1
311	не могли	5	1
312	свою силу	4	1
313	к выводу	1	1
314	считается что	1	1
315	в другом	2	1
316	в ход	1	1
317	а по	3	1
318	на все	1	1
319	знает что	1	1
320	входит в	1	1
321	не умеет	4	1
322	обстоятельством что	1	1
323	действительности в	1	1
324	окажется что	1	1
325	всю свою	2	1
326	по себе	3	1
327	идет от	2	1
328	но уже	1	1
329	в тот	1	1
330	соединение в	1	1
331	которое имеет	1	1
332	и определяет	1	1
333	обнаруживается и	1	1
334	к открытию	1	1
335	которой он	1	1
336	он и	1	1
337	мы видели	8	1
338	и тогда	1	1
339	не мог	1	1
340	не дошло	1	1
341	является его	1	1
342	только тем	1	1
343	вопроса об	1	1
344	мы попытаемся	1	1
345	во второй	2	1
346	и при	1	1
347	таким же	1	1
348	слова совершенно	1	1
349	и без	1	1
350	за которым	1	1
351	интересующих нас	2	1
352	же направлении	2	1
353	не столько	1	1
354	от его	1	1
355	более конкретным	1	1
356	значение для	3	1
357	из области	2	1
358	начнем с	1	1
359	вынуждены были	1	1
360	нам в	1	1
361	обращение к	1	1
362	тем не	1	1
363	их в	1	1
364	том же	5	1
365	заставляет его	1	1
366	и очень	1	1
367	с точки	10	1
368	случае в	1	1
369	ситуации как	1	1
370	значение слова	3	1
371	но они	1	1
372	тем самым	8	1
373	что эта	2	1
374	этого же	1	1
375	для каждого	2	1
376	то окажется	1	1
377	в основе	3	1
378	и внутренней	1	1
379	никогда не	8	1
380	в разных	5	1
381	существенным отличием	1	1
382	имеем дело	2	1
383	иными словами	1	1
384	к типу	1	1
385	и является	2	1
386	и теперь	1	1
387	из того	5	1
388	и оказывается	2	1
389	в области	6	1
390	в каком	1	1
391	обстоятельство что	1	1
392	в динамике	1	1
393	решения в	1	1
394	и всех	1	1
395	отличается от	3	1
396	числе и	1	1
397	установить в	2	1
398	бы он	1	1
399	той или	1	1
400	для его	1	1
401	они и	1	1
402	должен быть	1	1
403	приходит к	2	1
404	от друга	1	1
405	такое что	1	1
406	на основе	4	1
407	в собственном	1	1
408	в себя	3	1
409	действия и	3	1
410	в пределах	5	1
411	приводит к	6	1
412	фоне которых	1	1
413	в рамки	1	1
414	нельзя сказать	1	1
415	эти факты	1	1
416	мог бы	3	1
417	которые он	2	1
418	о связи	2	1
419	остается только	1	1
420	по сравнению	15	1
421	но у	1	1
422	жизнь и	1	1
423	является в	1	1
424	с ним	2	1
425	означает что	2	1
426	выводу что	1	1
427	взаимоотношения с	1	1
428	этому мы	1	1
429	внимание на	2	1
430	второй половине	1	1
431	но мы	3	1
432	никак не	1	1
433	средств для	1	1
434	все его	1	1
435	нас в	2	1
436	этих двух	1	1
437	различие в	1	1
438	нуждается в	3	1
439	речь шла	1	1
440	во всей	1	1
441	становится ясно	1	1
442	что же	1	1
443	даже для	1	1
444	и следовательно	4	1
445	своему содержанию	1	1
446	условия для	1	1
447	к которому	2	1
448	как например	1	1
449	по своей	3	1
450	этого ряда	1	1
451	мы видим	7	1
452	которому они	2	1
453	кстати сказать	1	1
454	человека все	1	1
455	возникает не	3	1
456	позволяют нам	1	1
457	не идет	1	1
458	правда и	1	1
459	можем представить	1	1
460	приходит в	1	1
461	если принять	3	1
462	было ожидать	1	1
463	ему надо	1	1
464	внимание что	1	1
465	конечно не	1	1
466	только на	2	1
467	то и	1	1
468	отношений к	1	1
469	ни одного	1	1
470	этого понятия	3	1
471	понятно с	1	1
472	в сознании	4	1
473	отсутствие или	1	1
474	речь в	2	1
475	он имеет	2	1
476	для него	6	1
477	в известной	1	1
478	уже знает	1	1
479	содержания и	1	1
480	как их	1	1
481	два противоположных	1	1
482	как раз	6	1
483	к той	1	1
484	само собой	2	1
485	в очень	1	1
486	к самому	1	1
487	на стороне	1	1
488	были бы	2	1
489	и даже	1	1
490	или иной	1	1
491	и из	1	1
492	на примере	3	1
493	тем обстоятельством	1	1
494	и образов	1	1
495	а с	1	1
496	пути развития	2	1
497	относящихся к	3	1
498	и затем	1	1
499	говорит о	1	1
500	как можно	1	1
501	к более	2	1
502	противоречие между	1	1
503	у нас	2	1
504	в любой	2	1
505	до конца	3	1
506	не на	2	1
507	не означает	1	1
508	эту возможность	2	1
509	а не	3	1
510	другой стороны	2	1
511	одну из	1	1
512	без которых	1	1
513	из названных	1	1
514	сослаться на	3	1
515	там где	7	1
516	самого начала	7	1
517	для каждой	2	1
518	речи и	5	1
519	среди других	1	1
520	становится ясным	1	1
521	несмотря на	2	1
522	первых же	1	1
523	действия в	1	1
524	с помощью	13	1
525	нечто такое	2	1
526	свою очередь	1	1
527	взятые из	1	1
528	всех трех	1	1
529	только его	1	1
530	в разной	1	1
531	ничего нет	1	1
532	то обстоятельство	1	1
533	над ним	1	1
534	к своему	1	1
535	ведет к	1	1
536	в сферу	3	1
537	и там	2	1
538	в обратном	2	1
539	именно в	4	1
540	по существу	2	1
541	в состоянии	4	1
542	в современной	1	1
543	но даже	1	1
544	является как	3	1
545	мало кто	1	1
546	за ним	2	1
547	которые были	1	1
548	содержится в	5	1
549	ближе к	1	1
550	в наше	1	1
551	в более	1	1
552	развилась в	1	1
553	при таком	1	1
554	отношений и	2	1
555	в новой	2	1
556	в результате	1	1
557	это как	1	1
558	когда он	2	1
559	не с	2	1
560	то о	1	1
561	тем более	1	1
562	не должен	1	1
563	и как	6	1
564	основанное на	3	1
565	иначе обстоит	1	1
566	обстоит дело	1	1
567	хотя в	2	1
568	все более	2	1
569	но всегда	1	1
570	такое чего	1	1
571	в системе	3	1
572	одно понятие	2	1
573	этой области	2	1
574	на фоне	3	1
575	иначе чем	1	1
576	нам не	1	1
577	между ними	7	1
578	из тех	1	1
579	не знает	3	1
580	сказать что	13	1
581	только как	1	1
582	была бы	2	1
583	лишь тогда	1	1
584	вперед по	1	1
585	в свою	1	1
586	того на	1	1
587	всех других	1	1
588	попытаемся приложить	1	1
589	первом случае	3	1
590	и включить	1	1
591	выводить из	1	1
592	любой другой	2	1
593	точно так	1	1
594	так же	15	1
595	как на	3	1
596	все что	1	1
