N	3gram	Propp_Isto_3	Narrotol
1	в данном случае	3	8
2	не только в	1	6
3	в том что	5	5
4	к тому же	2	5
5	в соответствии с	1	4
6	не может быть	1	4
7	по отношению к	2	3
8	подобно тому как	1	3
9	тем не менее	5	3
10	о том что	2	2
11	состоит в том	2	2
12	мы имеем дело	1	2
13	что у нее	1	2
14	до сих пор	5	2
15	сами по себе	1	2
16	но и в	1	2
17	как если бы	1	2
18	имеем дело с	1	2
19	в связи с	3	2
20	во всяком случае	2	2
21	они и не	1	2
22	в свою очередь	1	2
23	не только на	1	2
24	можно сказать что	1	2
25	на то что	1	2
26	что иное как	3	1
27	и столь же	1	1
28	в другом отношении	1	1
29	в том числе	1	1
30	не могла бы	1	1
31	что еще не	1	1
32	с другой стороны	7	1
33	с точки зрения	1	1
34	одна из особенностей	1	1
35	принимает на себя	1	1
36	как мы увидим	1	1
37	случае мы имеем	1	1
38	только то что	1	1
39	и то что	2	1
40	из того что	1	1
41	но и здесь	1	1
42	так же в	1	1
43	если бы она	2	1
44	точно так же	2	1
45	не говорит и	1	1
46	может быть и	1	1
47	еще более дробные	1	1
48	как и в	2	1
49	же можно сказать	1	1
50	с одной стороны	2	1
51	друг с другом	1	1
52	связаны между собой	1	1
53	возвращения героя из	1	1
54	здесь не только	1	1
55	могло бы составить	1	1
56	в пределах этой	1	1
57	все время пребывания	1	1
58	свое существование с	1	1
59	но в этом	1	1
60	но все же	2	1
61	но и не	1	1
62	друг от друга	1	1
63	в этих случаях	7	1
64	состоит в извлечении	1	1
65	время пребывания в	1	1
66	на самом деле	1	1
67	мы уже знаем	2	1
68	и даже не	1	1
69	и т д	15	1
70	как мы видели	5	1
