N	2gram	Tiupa_Hudo_2	KulturaY
1	и т	4	39
2	потому что	2	25
3	т п	2	24
4	и в	28	23
5	т е	2	22
6	не только	11	20
7	в том	15	19
8	в этом	13	18
9	и не	18	16
10	было бы	3	15
11	так как	1	15
12	может быть	8	15
13	т д	2	14
14	точки зрения	2	14
15	все эти	1	12
16	если бы	6	12
17	в самом	5	12
18	но в	2	11
19	том что	19	11
20	того чтобы	4	11
21	в области	1	11
22	по себе	1	10
23	а не	14	10
24	что в	5	10
25	самом деле	3	9
26	в сущности	1	9
27	хотя бы	2	9
28	то что	6	9
29	можно было	3	9
30	вовсе не	2	9
31	для того	4	9
32	не может	4	9
33	с точки	2	8
34	не в	13	8
35	и что	1	8
36	в качестве	4	8
37	уже не	10	8
38	прежде всего	3	8
39	с другой	3	8
40	что это	5	7
41	все же	2	7
42	в нашем	2	7
43	в силу	1	7
44	и с	6	7
45	не менее	5	7
46	но и	9	7
47	другой стороны	1	7
48	то же	6	6
49	и на	3	6
50	но не	4	6
51	в этой	5	6
52	да и	5	6
53	это не	6	6
54	тем не	4	6
55	между тем	8	6
56	что не	2	6
57	в речи	1	6
58	и то	2	5
59	также и	1	5
60	мы имеем	1	5
61	я не	7	5
62	еще не	3	5
63	не следует	1	5
64	по существу	1	5
65	что все	3	5
66	об этом	7	5
67	лишь в	2	5
68	и тем	1	5
69	несмотря на	3	5
70	и здесь	1	5
71	приводит к	2	5
72	в его	11	5
73	один из	2	5
74	что он	8	5
75	только в	4	5
76	там где	1	5
77	вместе с	2	5
78	как это	7	5
79	что же	2	5
80	слова и	1	5
81	все это	3	5
82	говорить о	2	4
83	что я	2	4
84	в данном	2	4
85	со стороны	3	4
86	отнюдь не	2	4
87	перед нами	11	4
88	хотя и	1	4
89	бы и	4	4
90	в нем	3	4
91	так и	8	4
92	но все	1	4
93	своего рода	16	4
94	в то	6	4
95	на себе	1	4
96	ничего не	5	4
97	что на	3	4
98	к тому	7	4
99	и о	4	4
100	в пределах	1	4
101	от того	1	4
102	или в	3	4
103	можно сказать	6	4
104	для нас	3	4
105	в нашей	1	4
106	мы знаем	2	4
107	в конце	1	4
108	в них	3	4
109	не было	6	4
110	в разговоре	1	4
111	как бы	5	4
112	сказать что	2	4
113	была бы	3	4
114	к этому	1	4
115	так же	3	4
116	в сфере	1	3
117	это и	1	3
118	что можно	1	3
119	не все	3	3
120	или иное	1	3
121	как в	5	3
122	то или	1	3
123	всего лишь	3	3
124	то и	4	3
125	он не	4	3
126	на этом	2	3
127	что она	7	3
128	о которых	2	3
129	этого не	1	3
130	чем в	1	3
131	то для	1	3
132	знаем что	1	3
133	слова не	1	3
134	казалось бы	6	3
135	же время	4	3
136	и его	5	3
137	следует что	1	3
138	отличается от	1	3
139	всего в	1	3
140	как мы	2	3
141	в ней	3	3
142	здесь не	2	3
143	а в	6	3
144	те же	2	3
145	на это	1	3
146	сводится к	6	3
147	никак не	1	3
148	а также	2	3
149	что и	4	3
150	того что	1	3
151	уже в	1	3
152	же в	1	3
153	до конца	1	3
154	у него	5	3
155	как раз	4	3
156	тем что	6	3
157	или иначе	1	3
158	именно в	2	3
159	в соответствии	3	3
160	на фоне	3	3
161	но для	1	3
162	этом отношении	1	3
163	но это	1	3
164	не знает	1	3
165	совершенно не	1	3
166	это так	1	3
167	к этой	1	3
168	и это	3	3
169	точно так	1	3
170	гораздо более	2	3
171	отношения к	1	2
172	же как	2	2
173	чтобы не	3	2
174	и потому	1	2
175	тех же	1	2
176	характерное для	1	2
177	по преимуществу	3	2
178	той же	2	2
179	что между	1	2
180	что если	1	2
181	этого термина	1	2
182	так или	1	2
183	не то	1	2
184	что за	1	2
185	конечном счете	3	2
186	ответ на	2	2
187	не просто	1	2
188	что они	4	2
189	в своем	5	2
190	его к	1	2
191	это просто	1	2
192	от этого	1	2
193	за собой	1	2
194	и у	2	2
195	мне не	1	2
196	быть только	1	2
197	по словам	1	2
198	при этом	11	2
199	не как	2	2
200	в корне	1	2
201	свое время	1	2
202	состоит в	7	2
203	лишь с	1	2
204	здесь мы	1	2
205	могла бы	2	2
206	в другом	2	2
207	том случае	1	2
208	того или	2	2
209	заключается в	1	2
210	данном случае	2	2
211	только о	1	2
212	рядом с	5	2
213	достоевского и	1	2
214	соответствии с	3	2
215	как и	11	2
216	не всегда	1	2
217	а если	1	2
218	мы с	3	2
219	и еще	1	2
220	в своей	6	2
221	таким же	1	2
222	если можно	2	2
223	установка на	1	2
224	нельзя было	2	2
225	и более	1	2
226	тем самым	2	2
227	не должно	1	2
228	только для	2	2
229	в атмосфере	1	2
230	она не	5	2
231	может служить	1	2
232	дело не	2	2
233	того как	2	2
234	образом в	1	2
235	в самой	1	2
236	всего что	1	2
237	оно не	2	2
238	характер и	2	2
239	роль в	2	2
240	на том	1	2
241	что у	3	2
242	в плоскости	1	2
243	когда в	3	2
244	это только	1	2
245	мы в	1	2
246	после того	1	2
247	сбросить с	1	2
248	как у	2	2
249	в конечном	4	2
250	к нему	3	2
