N	2gram	Losev_Vesc_1	Vladivir
1	и в	21	40
2	то что	27	28
3	не только	36	25
4	и не	29	25
5	у него	2	24
6	том что	8	18
7	в том	8	18
8	но и	18	18
9	еще и	8	18
10	также и	6	17
11	что в	9	17
12	в этом	4	16
13	в его	2	14
14	так что	5	14
15	не может	17	14
16	в виде	1	13
17	точки зрения	5	13
18	вовсе не	10	13
19	только в	14	13
20	в конце	2	12
21	даже и	4	12
22	а именно	1	12
23	сказать что	17	12
24	едва ли	1	11
25	никогда не	2	11
26	потому что	16	11
27	таким образом	8	11
28	о том	6	11
29	не просто	19	10
30	ни в	1	10
31	тем не	3	10
32	и его	2	10
33	то это	3	10
34	не есть	49	10
35	прежде всего	9	10
36	как раз	9	10
37	и потому	5	10
38	это есть	7	10
39	и то	10	9
40	уже не	9	9
41	что это	13	9
42	в себе	14	9
43	и с	8	9
44	в своей	5	9
45	не менее	3	9
46	есть только	7	9
47	философии и	1	9
48	что же	8	9
49	как мы	4	8
50	в своем	6	8
51	в этой	3	8
52	и что	15	8
53	а также	1	8
54	раз и	1	8
55	для него	4	8
56	может быть	16	8
57	а не	19	8
58	так же	1	8
59	а только	3	7
60	хотя и	4	7
61	и как	8	7
62	и если	2	7
63	что все	2	7
64	с тем	5	7
65	как и	8	7
66	несмотря на	1	7
67	необходимо сказать	1	7
68	в то	3	7
69	что и	3	7
70	того что	8	7
71	так как	7	7
72	в те	1	7
73	вместе с	1	7
74	к тому	3	7
75	а в	4	7
76	в своих	1	7
77	оно есть	9	6
78	кроме того	4	6
79	то в	4	6
80	не будет	12	6
81	не мог	1	6
82	с точки	3	6
83	по себе	13	6
84	иной раз	1	6
85	в смысле	12	6
86	во всем	1	6
87	и это	14	6
88	и от	3	6
89	так и	3	6
90	об этом	3	6
91	и здесь	4	6
92	почему же	1	6
93	значит что	24	6
94	и даже	6	6
95	если не	3	6
96	да и	3	6
97	это значит	24	6
98	но это	10	6
99	хотя бы	6	6
100	мы уже	3	5
101	в ней	12	5
102	тут же	2	5
103	отнюдь не	5	5
104	в истории	1	5
105	более или	1	5
106	все эти	3	5
107	тому же	1	5
108	содержит в	4	5
109	можно было	2	5
110	должно быть	6	5
111	или менее	1	5
112	но если	8	5
113	в отношении	4	5
114	дело в	4	5
115	тем что	2	5
116	для нас	2	5
117	ничего не	3	5
118	только и	2	5
119	эти три	1	5
120	у нас	7	5
121	ничего общего	1	5
122	для себя	5	5
123	с другой	6	5
124	конце концов	2	5
125	что он	1	5
126	только на	3	5
127	в одном	2	5
128	не говорит	2	5
129	не было	1	5
130	в данном	5	5
131	между прочим	3	5
132	в самом	9	4
133	то же	6	4
134	что если	1	4
135	и о	3	4
136	вопрос о	1	4
137	но даже	3	4
138	учение об	1	4
139	еще не	8	4
140	но не	5	4
141	то он	1	4
142	все же	4	4
143	но в	5	4
144	бы и	5	4
145	на то	4	4
146	оно должно	1	4
147	есть все	1	4
148	было бы	14	4
149	в котором	3	4
150	тому что	2	4
151	или как	2	4
152	только при	1	4
153	то время	1	4
154	в дальнейшем	1	4
155	не с	7	4
156	мог бы	5	4
157	она была	2	4
158	никак не	3	4
159	и можно	1	4
160	если мы	8	4
161	при помощи	2	4
162	от того	3	4
163	а с	3	4
164	говорит о	1	4
165	однако и	1	4
166	и все	5	4
167	как это	2	4
168	если оно	4	4
169	в течение	1	4
170	по существу	2	4
171	указать на	1	4
172	в результате	3	4
173	мы должны	2	4
174	есть и	4	4
175	же как	1	3
176	на самом	1	3
177	мы имеем	7	3
178	и тут	3	3
179	я не	4	3
180	с большим	1	3
181	бы то	4	3
182	в чем	6	3
183	не все	1	3
184	отличие от	1	3
185	истине и	1	3
186	независимо от	5	3
187	перед нами	2	3
188	и у	3	3
189	уже в	1	3
190	из этих	1	3
191	поскольку в	1	3
192	если есть	1	3
193	в нем	2	3
194	при этом	1	3
195	раз навсегда	2	3
196	в россии	2	3
197	является не	1	3
198	то ни	4	3
199	в качестве	1	3
200	это было	1	3
201	это не	5	3
202	далеко не	1	3
203	не больше	1	3
204	нисколько не	4	3
205	не столько	1	3
206	в отличие	1	3
207	не в	5	3
208	в философии	5	3
209	что есть	5	3
210	того чтобы	3	3
211	и притом	3	3
212	тех кто	2	3
213	сводится к	2	3
214	все то	1	3
215	в духе	1	3
216	отличается от	7	3
217	всегда есть	3	3
218	оно не	3	3
219	в абсолютном	1	3
220	в виду	2	3
221	то как	2	3
222	жизнь и	1	3
223	если бы	5	3
224	находится в	3	3
225	к нему	1	3
226	как нечто	2	3
227	и тем	3	3
228	с одной	3	3
229	и чисто	1	3
230	ни с	6	3
231	мы знаем	1	3
232	не так	1	3
233	всяком случае	2	3
234	само по	1	3
235	и только	3	3
236	самого же	1	3
237	человека и	1	3
238	даже не	7	3
239	именно в	1	3
240	но о	1	3
241	вещь и	14	3
242	а наоборот	1	3
243	как именно	1	3
244	мы видели	1	3
245	одной стороны	3	3
246	как бы	12	3
247	это свое	1	3
248	же самое	1	3
249	но для	2	3
250	и для	9	3
251	собственно говоря	4	3
252	или не	2	3
253	же в	1	3
254	только о	1	3
255	ее в	1	3
256	и эта	3	3
257	во всяком	3	3
258	находить в	1	2
259	сам по	3	2
260	на ступени	1	2
261	живое и	1	2
262	по преимуществу	2	2
263	должна быть	4	2
264	с таким	1	2
265	и этот	2	2
266	нет ровно	1	2
267	есть не	14	2
268	и само	2	2
269	мы не	6	2
270	имеет свою	1	2
271	на эти	1	2
272	в сущности	4	2
273	время как	1	2
274	не вполне	2	2
275	на себя	1	2
276	мало и	1	2
277	существу же	1	2
278	мы и	1	2
279	при таких	1	2
280	не нужно	2	2
281	быть в	1	2
282	но тогда	3	2
283	исключительно только	1	2
284	данном случае	2	2
285	а тем	1	2
286	могло быть	1	2
287	а и	9	2
288	себе и	1	2
289	есть просто	5	2
290	и могло	1	2
291	в настоящем	2	2
292	с этим	3	2
293	и наконец	1	2
294	это тоже	1	2
295	и к	1	2
296	от этого	2	2
297	о различии	1	2
298	только то	2	2
299	в которой	1	2
300	так или	4	2
301	можно не	1	2
302	остановиться на	1	2
303	но на	2	2
304	что она	15	2
305	и еще	2	2
306	как с	4	2
307	же это	4	2
308	идеи и	3	2
309	не к	1	2
310	в силу	3	2
311	и по	1	2
312	всех своих	1	2
313	одно и	5	2
314	что является	1	2
315	же не	1	2
316	в другом	2	2
317	и духовное	1	2
318	те или	4	2
319	есть абсолютная	1	2
320	в существенном	1	2
321	не стану	1	2
322	должен был	1	2
323	в жизни	3	2
324	в это	1	2
325	но уже	3	2
326	о которых	1	2
327	это является	1	2
328	очень легко	1	2
329	в этих	1	2
330	в вопросе	1	2
331	и более	1	2
332	а вот	3	2
333	можно ли	7	2
334	вещи не	8	2
335	и такого	1	2
336	тем самым	1	2
337	о значении	1	2
338	как можно	3	2
339	что эта	1	2
340	она не	4	2
341	есть прежде	2	2
342	но что	2	2
343	и бытия	2	2
344	но только	3	2
345	человека от	1	2
346	и всегда	1	2
347	в разных	4	2
348	она должна	2	2
349	ровно ничего	1	2
350	по своей	2	2
351	что на	2	2
352	той или	2	2
353	бы это	1	2
354	в в	2	2
355	самой обыкновенной	1	2
356	можно только	4	2
357	но у	1	2
358	является в	2	2
359	которая в	1	2
360	и вся	1	2
361	но мы	1	2
362	не содержит	3	2
363	что каждый	1	2
364	его в	2	2
365	бы в	5	2
366	я вижу	2	2
367	знания и	1	2
368	познания в	1	2
369	но тут	2	2
370	быть и	1	2
371	но с	2	2
372	и так	1	2
373	мы будем	1	2
374	не можем	1	2
375	то и	4	2
376	в нашей	1	2
377	свидетельствует о	3	2
378	из них	4	2
379	себе в	3	2
380	понимает что	1	2
381	могло бы	1	2
382	мы находим	2	2
383	не о	1	2
384	бытия и	2	2
385	только с	3	2
386	потому и	1	2
387	духовных сил	1	2
388	для того	2	2
389	же деле	1	2
390	живой жизни	1	2
391	со стороны	5	2
392	или иначе	4	2
393	и самая	1	2
394	только к	2	2
395	самом же	1	2
396	не на	1	2
397	человек есть	1	2
398	еще до	1	2
399	выше всякого	1	2
400	что мы	14	2
401	как не	1	2
402	но оно	1	2
403	а есть	2	2
404	то можно	1	2
405	и выше	1	2
406	а если	1	2
407	наряду с	1	2
408	самого себя	1	2
409	таких условиях	1	2
410	стороны и	2	2
411	если эти	1	2
412	с этой	4	2
413	для тех	3	2
414	является как	1	2
415	есть она	2	2
416	вообще говоря	1	2
417	в одно	1	2
418	не является	1	2
419	в с	2	2
420	об отношении	1	2
421	то не	4	2
422	но когда	1	2
423	и ни	1	2
424	этом отношении	1	2
425	только что	2	2
426	мы мыслим	1	2
427	бы на	1	2
428	то необходимо	2	2
429	другой стороны	2	2
430	но можно	1	2
431	совершенно не	5	2
432	того же	5	2
433	к его	1	2
434	из этого	1	2
435	с его	1	2
436	же и	1	2
437	но еще	3	2
438	ни на	3	2
439	будет то	2	2
440	к этому	1	2
441	новое время	1	1
442	я и	6	1
443	можно говорить	2	1
444	также что	1	1
445	в сфере	4	1
446	чтобы не	1	1
447	от самой	4	1
448	себя как	2	1
449	и понимает	2	1
450	только потому	1	1
451	ею самою	1	1
452	это и	6	1
453	что дает	1	1
454	и есть	26	1
455	больше ничего	8	1
456	бы очень	1	1
457	в чисто	1	1
458	смысле метода	1	1
459	от той	1	1
460	из самых	2	1
461	из его	2	1
462	и больше	9	1
463	из всех	1	1
464	стиль его	1	1
465	ни даже	1	1
466	для своего	1	1
467	в защиту	1	1
468	абсолютной полноты	1	1
469	это совершенно	4	1
470	чего другого	1	1
471	которую мы	1	1
472	ясности и	2	1
473	та же	1	1
474	и сущность	1	1
475	говоря и	1	1
476	вот эту	1	1
477	но ясно	3	1
478	есть нечто	6	1
479	в возможности	1	1
480	только это	3	1
481	но она	3	1
482	что иное	7	1
483	частям а	1	1
484	раз уже	1	1
485	и такой	1	1
486	представление о	1	1
487	с но	2	1
488	которое не	1	1
489	и самой	1	1
490	конечно и	1	1
491	себе что	3	1
492	мы ее	5	1
493	ничего в	1	1
494	и говорить	1	1
495	чем отличается	1	1
496	и самого	1	1
497	иное как	7	1
498	как смысл	2	1
499	во всех	2	1
500	в инобытие	1	1
501	как таковая	2	1
502	то мы	2	1
503	а следовательно	2	1
504	подходить к	1	1
505	то третье	1	1
506	стремится и	1	1
507	точка зрения	1	1
508	силы и	1	1
509	всегда стремится	1	1
510	если в	1	1
511	в общем	1	1
512	с совершенно	1	1
513	и подходим	1	1
514	очевидно что	1	1
515	что дух	1	1
516	и будет	1	1
517	нет и	1	1
518	и чем	3	1
519	что они	6	1
520	сама по	3	1
521	отношении есть	1	1
522	относится к	5	1
523	субстанции которое	1	1
524	мы наметили	1	1
525	с чисто	1	1
526	только ее	1	1
527	как начало	1	1
528	философии как	1	1
529	и где	1	1
530	просто как	1	1
531	переживания и	2	1
532	кто не	3	1
533	понять и	2	1
534	когда он	1	1
535	что всякая	1	1
536	себе не	3	1
537	вещь целиком	1	1
538	это определение	1	1
539	ясно и	1	1
540	для ее	2	1
541	сущность но	1	1
542	не быть	3	1
543	к чему	1	1
544	себя то	1	1
545	как то	1	1
546	и раз	1	1
547	комментарий на	1	1
548	есть максимально	1	1
549	думать что	1	1
550	согласятся и	1	1
551	субстанция для	1	1
552	теории и	1	1
553	религия и	1	1
554	действительность вне	1	1
555	о которой	2	1
556	и имя	6	1
557	перестает быть	3	1
558	одно целое	1	1
559	именно то	1	1
560	ничего специфически	1	1
561	тезис его	1	1
562	к одному	3	1
563	что еще	1	1
564	прочим и	2	1
565	это если	1	1
566	и вот	2	1
567	хотел дать	1	1
568	их в	3	1
569	что каждая	1	1
570	что тут	6	1
571	чем она	1	1
572	понятия это	1	1
573	его от	1	1
574	различие между	2	1
575	смысле как	1	1
576	материи есть	1	1
577	мышление не	1	1
578	от других	1	1
579	такого же	1	1
580	в подробности	1	1
581	конечно в	1	1
582	на этой	1	1
583	входя в	1	1
584	они тоже	1	1
585	знает что	2	1
586	заключается в	1	1
587	тут надо	1	1
588	говорит что	1	1
589	и свойств	1	1
590	в свой	2	1
591	истории и	2	1
592	в новое	1	1
593	о характере	1	1
594	сами собой	1	1
595	все равно	2	1
596	восприятие и	1	1
597	во внимание	1	1
598	идеализм и	1	1
599	однако тут	1	1
600	и почему	1	1
601	в один	1	1
602	смысл и	9	1
603	со всей	2	1
604	что собственно	1	1
605	тут нет	1	1
606	вещи в	9	1
607	она сама	5	1
608	и их	7	1
609	бы мыслить	1	1
610	еще менее	1	1
611	и без	3	1
612	представить себе	1	1
613	натолкнемся на	1	1
614	здравого смысла	1	1
615	мы говорили	2	1
616	бытие в	1	1
617	себе а	1	1
618	бы мы	1	1
619	признать что	1	1
620	мы теперь	1	1
621	будут только	1	1
622	личность хотя	1	1
623	образом и	1	1
624	самое время	1	1
625	слово для	1	1
626	но он	2	1
627	философии я	1	1
628	в понятии	4	1
629	есть именно	6	1
630	без всяких	1	1
631	имеет смысл	5	1
632	только те	1	1
633	ни было	4	1
634	с такими	1	1
635	признаком вещи	1	1
636	необходимо чтобы	3	1
637	или если	1	1
638	же мы	1	1
639	случае мы	1	1
640	сам он	1	1
641	почти все	2	1
642	выше всякой	1	1
643	какие бы	1	1
644	своем инобытии	1	1
645	с которой	1	1
646	хотя это	1	1
647	и другое	4	1
648	этого нужно	2	1
649	одна из	5	1
650	и вместо	1	1
651	в науке	1	1
652	понятно но	1	1
653	в основе	3	1
654	термином является	1	1
655	это еще	1	1
656	для всего	1	1
657	это мы	1	1
658	следовательно и	1	1
659	того и	2	1
660	может существовать	1	1
661	и весь	1	1
662	субстанциальности и	1	1
663	если этого	1	1
664	представлять в	1	1
665	имя как	4	1
666	диалектики как	1	1
667	все дело	1	1
668	правда это	1	1
669	перехода к	1	1
670	яркостью и	1	1
671	то этот	1	1
672	всякий кто	1	1
673	до того	1	1
674	как будто	1	1
675	– если	1	1
676	ли это	7	1
677	ему не	1	1
678	только логика	1	1
679	стать действительно	1	1
680	есть у	2	1
681	и оно	3	1
682	о таком	1	1
683	то а	1	1
684	здесь тоже	1	1
685	исходить из	1	1
686	относиться к	1	1
687	когда мы	6	1
688	которого я	1	1
689	для его	1	1
690	объекта и	1	1
691	все еще	3	1
692	и он	1	1
693	этот путь	1	1
694	самостоятельно и	1	1
695	философов но	1	1
696	тут можно	1	1
697	конечно для	1	1
698	можно и	2	1
699	с ее	6	1
700	тут у	1	1
701	всего этого	1	1
702	без всякого	4	1
703	в ее	7	1
704	инобытие и	2	1
705	новой философии	1	1
706	весьма углубленные	1	1
707	полноте но	1	1
708	только не	2	1
709	нет никакой	2	1
710	в себя	13	1
711	так в	1	1
712	совершенно неверно	1	1
713	философ и	1	1
714	всякая субстанция	1	1
715	только тот	1	1
716	это можно	2	1
717	вещи и	20	1
718	ясно что	8	1
719	и мертвые	1	1
720	а этот	1	1
721	это вовсе	2	1
722	с самим	4	1
723	и каждый	1	1
724	живого существа	1	1
725	бытие не	1	1
726	как таковую	1	1
727	подойти к	1	1
728	что подобное	1	1
729	том как	1	1
730	веры в	2	1
731	строго говоря	1	1
732	а еще	1	1
733	о воплощении	1	1
734	есть субстанция	1	1
735	ли эти	1	1
736	есть носитель	1	1
737	еще неизвестно	1	1
738	которая тоже	2	1
739	мы взяли	1	1
740	образ или	1	1
741	о ней	2	1
742	и нужно	1	1
743	в самой	2	1
744	каждой из	2	1
745	на вопрос	1	1
746	внимание на	1	1
747	ее собственного	1	1
748	другими словами	5	1
749	язык и	1	1
750	все вещи	2	1
751	одного из	1	1
752	на что	1	1
753	можно сказать	6	1
754	основе своей	2	1
755	может не	2	1
756	самому себе	1	1
757	оформляет и	2	1
758	к истине	1	1
759	мы о	2	1
760	которой мы	1	1
761	и во	3	1
762	говорить об	1	1
763	нуждается в	1	1
764	у другого	1	1
765	во всей	1	1
766	всякой религии	1	1
767	содержит никаких	1	1
768	вообще и	4	1
769	все существующее	2	1
770	кто в	1	1
771	есть тоже	4	1
772	действительности в	2	1
773	в свете	7	1
774	жизни несмотря	1	1
775	еще только	1	1
776	и следовательно	7	1
777	с а	4	1
778	если это	2	1
779	и она	1	1
780	религия в	1	1
781	если взять	1	1
782	и мы	1	1
783	навсегда и	2	1
784	видим что	1	1
785	другое не	1	1
786	тут мы	4	1
787	тех пор	1	1
788	один из	3	1
789	также до	1	1
790	что только	3	1
791	только одной	1	1
792	мы видим	2	1
793	смысле и	1	1
794	к делу	2	1
795	только существует	1	1
796	понятно и	1	1
797	уже одно	1	1
798	тоже необходимо	1	1
799	а тут	1	1
800	будто бы	1	1
801	бы его	1	1
802	для нее	2	1
803	никак нельзя	1	1
804	на одно	1	1
805	слишком уж	1	1
806	материю и	3	1
807	эту действительность	1	1
808	есть ни	3	1
809	с ярко	1	1
810	в эти	1	1
811	не то	4	1
812	самом деле	4	1
813	конечно не	1	1
814	вопроса о	1	1
815	еще очень	1	1
816	него и	1	1
817	а это	4	1
818	на этих	1	1
819	оно всегда	1	1
820	должно иметь	1	1
821	не дает	1	1
822	у того	1	1
823	мышления и	1	1
824	сущность и	1	1
825	философии вообще	1	1
826	него нет	1	1
827	невозможно было	2	1
828	есть душа	1	1
829	философия и	1	1
830	признаков и	1	1
831	подходим к	2	1
832	него это	1	1
833	и никакой	1	1
834	на их	2	1
835	в руки	2	1
836	существовать в	1	1
837	или вернее	1	1
838	материально не	1	1
839	но из	1	1
840	это будет	3	1
841	имеет значение	1	1
842	в последние	2	1
843	всегда отличалась	1	1
844	нужно было	2	1
845	справедливость заставляет	1	1
846	общего ни	1	1
847	другого и	1	1
848	отношения ни	1	1
849	или иной	1	1
850	абсолютная субстанция	1	1
851	до сих	1	1
852	же а	1	1
853	что человек	1	1
854	не входя	1	1
855	субстанция как	3	1
856	не относится	2	1
857	к которому	1	1
858	и прежде	1	1
859	души и	1	1
860	себя и	4	1
861	резко отличается	1	1
862	же отличие	1	1
863	от другого	1	1
864	к человеку	1	1
865	ясным что	1	1
866	есть ведь	1	1
867	смысла и	5	1
868	нужно сказать	1	1
869	в подлинном	2	1
870	есть личность	1	1
871	на этот	1	1
872	последние годы	2	1
873	она является	3	1
874	принадлежит не	1	1
875	тем смыслом	1	1
876	именно так	1	1
877	самому же	1	1
878	личности в	1	1
879	если этот	1	1
880	а так	2	1
881	о чем	1	1
882	без которых	1	1
883	человеческой жизни	1	1
884	только от	1	1
885	этим самым	1	1
886	него не	1	1
887	с которым	1	1
888	что из	2	1
889	религии потому	1	1
890	годы я	1	1
891	было в	1	1
892	входить в	1	1
893	я говорю	1	1
894	говорит нам	1	1
895	в частности	1	1
896	и законченной	1	1
897	вещей но	2	1
898	мы говорим	5	1
899	есть такое	1	1
900	как всякое	1	1
901	их к	1	1
902	его на	1	1
903	из которых	1	1
904	к бытию	1	1
905	ибо это	1	1
906	она есть	8	1
907	мыслим и	1	1
908	мысли конечно	1	1
909	и объективная	1	1
910	я это	1	1
911	но этот	1	1
912	с тех	1	1
913	для человека	1	1
914	в первой	2	1
915	в инобытии	4	1
916	к проблеме	1	1
917	том смысле	1	1
918	себя свое	2	1
919	живую жизнь	3	1
920	бытие или	1	1
921	слова и	5	1
922	и нет	1	1
923	сих пор	1	1
924	но так	1	1
925	заставляет нас	1	1
926	все это	5	1
927	ближе к	1	1
928	ум и	1	1
929	от нас	1	1
930	должны быть	4	1
931	ней нет	1	1
932	в более	1	1
933	только мы	2	1
934	только а	1	1
935	делает ее	1	1
936	ли в	3	1
937	уже на	1	1
938	мы натолкнемся	1	1
939	тождественно с	1	1
940	между ними	3	1
941	же понятие	2	1
942	тот кто	1	1
943	бы даже	1	1
944	психологизм и	1	1
945	однако я	1	1
946	или другой	2	1
947	у них	1	1
948	еще более	2	1
949	я хочу	5	1
950	от этих	1	1
951	и необходимо	2	1
952	и мне	1	1
953	есть уже	1	1
954	хотя сам	1	1
955	от всякого	4	1
956	к самому	1	1
957	есть то	9	1
958	и сила	1	1
959	нам не	2	1
960	если подойти	1	1
961	может и	1	1
962	в свою	4	1
963	утверждать что	1	1
964	с ней	2	1
965	это вообще	1	1
966	только как	1	1
967	состоит из	1	1
968	и поскольку	1	1
969	этот уже	1	1
970	является и	1	1
971	хуже всего	1	1
972	даже просто	1	1
973	не что	7	1
974	этот свой	1	1
975	сила и	1	1
976	в действительности	7	1
977	если она	1	1
978	жизни и	2	1
979	и другие	1	1
980	по поводу	1	1
981	невозможна без	1	1
982	все что	1	1
983	этой точки	1	1
984	гораздо более	1	1
