N	3gram	Losev_Vlad_1	Psycholo
1	для того чтобы	2	19
2	на то что	4	16
3	в том что	7	14
4	с одной стороны	1	12
5	о том что	7	6
6	заключается в том	1	6
7	к тому что	1	6
8	в самом деле	1	5
9	с другой стороны	3	5
10	а с другой	1	4
11	не только не	1	4
12	по этому поводу	1	4
13	вместе с тем	1	3
14	с тем что	1	3
15	и то что	4	3
16	одно и то	1	3
17	и что в	1	3
18	и то же	1	3
19	то что он	5	3
20	вызывает в нас	1	3
21	и т д	2	3
22	в этом отношении	1	3
23	что иное как	1	2
24	тех пор пока	1	2
25	потому что в	1	2
26	и той же	1	2
27	как это делает	1	2
28	на первый план	2	2
29	одной и той	1	2
30	в том чтобы	2	2
31	если бы мы	1	2
32	не только в	2	2
33	в конце концов	3	2
34	указывает на то	1	2
35	мы сейчас увидим	2	2
36	и когда он	1	2
37	не может быть	3	2
38	не что иное	1	2
39	мы знаем что	2	2
40	можно сказать что	2	2
41	до тех пор	1	2
42	хотя бы по	1	1
43	это же самое	1	1
44	том что в	3	1
45	в том виде	1	1
46	научной и философской	1	1
47	и в некоторой	1	1
48	в чем не	1	1
49	о том насколько	1	1
50	по одному тому	1	1
51	по этому вопросу	1	1
52	дело в том	4	1
53	более или менее	3	1
54	как это мы	2	1
55	только на отдельных	1	1
56	в этом смысле	4	1
57	том что он	2	1
58	нам кажется что	1	1
59	а в том	1	1
60	и что они	1	1
61	и в этом	1	1
62	то мы можем	1	1
63	что он не	3	1
64	только то что	1	1
65	но он не	1	1
66	в этом письме	2	1
67	в значительной мере	1	1
68	он никогда не	1	1
69	и в частности	2	1
70	то время как	1	1
71	в этом слове	1	1
72	и потому как	1	1
73	что он был	1	1
74	и тот же	2	1
75	смысле этого слова	1	1
76	потому что она	1	1
77	имеем дело с	1	1
78	о чем не	1	1
79	в течение всей	4	1
80	в котором спенсер	1	1
81	что у него	2	1
82	для чего в	1	1
83	и в том	1	1
84	один и тот	2	1
85	рассуждение о том	1	1
86	ни в каком	1	1
87	ни в чем	1	1
88	то обстоятельство что	2	1
89	в то время	2	1
90	ни одного ни	1	1
91	в свою очередь	1	1
92	другой стороны мы	1	1
93	указанием на то	1	1
94	в ответ на	2	1
95	мы имеем дело	1	1
96	во всем его	1	1
97	в письме к	8	1
98	в эти самые	1	1
99	что когда человек	1	1
100	в жизни и	1	1
101	привело к тому	1	1
102	и только в	1	1
