N	3gram	Voloshinov_1	Komedia
1	в том что	4	9
2	в то время	1	5
3	том что он	2	4
4	то же время	5	4
5	в то же	5	4
6	и т д	1	4
7	по отношению к	9	3
8	в этом отношении	2	3
9	с одной стороны	1	3
10	о том что	1	3
11	во второй половине	1	2
12	но и в	1	2
13	может быть даже	1	2
14	до сих пор	3	2
15	бы то ни	1	2
16	во всяком случае	3	2
17	и таким образом	1	2
18	в широких кругах	1	2
19	у нас в	2	2
20	или может быть	1	2
21	таким образом в	1	2
22	том что в	1	1
23	за отказ от	1	1
24	хотя и не	1	1
25	или хотя бы	1	1
26	что же касается	1	1
27	последнее слово в	1	1
28	и даже не	1	1
29	те же мотивы	1	1
30	а между тем	1	1
31	в зависимости от	2	1
32	только в условиях	1	1
33	как будто бы	1	1
34	в чем не	2	1
35	а может быть	1	1
36	сам по себе	2	1
37	это вовсе не	1	1
38	в этот период	3	1
39	не следует упускать	1	1
40	со всех сторон	1	1
41	в первые годы	1	1
42	в данном случае	3	1
43	именно в этой	1	1
44	сделать вывод что	1	1
45	в высшей степени	2	1
46	в чем же	1	1
47	но при этом	1	1
48	в отличие от	1	1
49	во всех отношениях	1	1
50	вкратце остановиться на	1	1
51	необходимо вкратце остановиться	1	1
52	мы знаем о	1	1
53	и в дальнейшем	1	1
54	еще в г	1	1
55	сделать заключение что	1	1
56	ни в чем	2	1
57	что он не	1	1
58	из наиболее ярких	1	1
59	каждого из этих	1	1
60	до конца и	1	1
61	чем же она	1	1
62	с самого начала	5	1
63	можно сделать вывод	1	1
64	и прежде всего	5	1
65	к этому времени	2	1
66	в большинстве случаев	4	1
67	как мы уже	4	1
68	следует упускать из	1	1
69	в одном плане	1	1
70	то время когда	1	1
71	тем не менее	2	1
72	как мы видели	4	1
73	оно все же	1	1
74	мы уже знаем	2	1
75	для того чтобы	1	1
76	форме не боясь	1	1
77	из того же	1	1
78	и тот же	2	1
