N	2gram	Losev_Vlad_2	Psycholo
1	то что	20	44
2	и в	30	33
3	в этом	20	28
4	и что	5	25
5	как бы	5	25
6	потому что	9	24
7	для того	2	23
8	том что	12	22
9	того чтобы	2	22
10	может быть	7	22
11	что в	12	21
12	в том	18	21
13	о том	4	20
14	что он	13	20
15	и мы	4	15
16	как это	7	14
17	что это	4	13
18	таким образом	3	13
19	то есть	7	13
20	так же	4	13
21	и не	18	13
22	все это	5	13
23	сказать что	11	13
24	самом деле	1	12
25	в самом	2	12
26	было бы	9	12
27	все то	1	12
28	к тому	2	12
29	и все	7	12
30	если мы	1	12
31	так как	5	12
32	он не	4	11
33	что все	1	11
34	на то	2	10
35	что она	1	10
36	если бы	1	10
37	в его	11	10
38	не может	9	10
39	то же	4	9
40	в этой	4	9
41	и если	4	9
42	по себе	5	9
43	как раз	1	9
44	в конце	13	8
45	как будто	2	8
46	совершенно ясно	1	8
47	для этого	1	8
48	вместе с	8	8
49	характера и	1	8
50	в каком	1	8
51	в своем	8	7
52	не только	12	7
53	в нем	4	7
54	так что	5	7
55	до конца	7	7
56	когда он	1	7
57	для нас	7	7
58	и т	1	6
59	в сущности	2	6
60	в ней	4	6
61	что они	1	6
62	перед нами	1	6
63	все эти	5	6
64	в себе	6	6
65	после этого	1	6
66	и вот	3	6
67	во время	1	6
68	точки зрения	7	6
69	но он	3	6
70	в самой	1	6
71	когда мы	3	6
72	никак не	3	6
73	это не	2	6
74	у него	19	6
75	а не	7	6
76	что мы	1	6
77	мы должны	4	6
78	мы уже	2	5
79	мы не	2	5
80	в целом	4	5
81	и на	4	5
82	только после	2	5
83	с этим	5	5
84	все же	9	5
85	целый ряд	1	5
86	и как	3	5
87	о ее	1	5
88	как он	2	5
89	и может	2	5
90	ясно что	1	5
91	как и	5	5
92	нисколько не	2	5
93	самого начала	1	5
94	никогда не	7	5
95	и его	6	5
96	и это	3	5
97	с самого	1	5
98	и совершенно	1	5
99	мы будем	3	5
100	казалось бы	2	5
101	с ним	5	5
102	заключается в	2	5
103	в какой	1	5
104	что для	2	5
105	вовсе не	4	5
106	из этого	5	5
107	и есть	2	4
108	той же	4	4
109	в которой	4	4
110	я не	4	4
111	не то	3	4
112	том чтобы	2	4
113	не будет	1	4
114	это было	4	4
115	с тем	2	4
116	в своей	5	4
117	с точки	3	4
