N	2gram	Bakhtin_Pr_1	PoTuStor
1	может быть	24	17
2	и в	29	16
3	и пр	3	12
4	в этом	22	9
5	таким образом	12	9
6	и только	1	9
7	прежде всего	7	9
8	и с	4	8
9	точки зрения	19	8
10	и его	14	8
11	не может	12	8
12	совершенно не	1	8
13	с его	9	7
14	не только	15	7
15	сказать что	3	7
16	самом деле	6	6
17	конечно не	2	6
18	при этом	2	6
19	с точки	13	6
20	и это	5	6
21	для него	18	6
22	и к	2	6
23	еще не	5	5
24	отношение к	2	5
25	все эти	9	5
26	сознание и	5	5
27	ни в	3	5
28	ту сторону	2	5
29	как бы	19	5
30	на самом	5	4
31	и ее	2	4
32	и на	7	4
33	и наконец	4	4
34	но в	7	4
35	в этой	4	4
36	в нем	19	4
37	его в	6	4
38	в один	2	4
39	художественного творчества	3	4
40	мысли и	5	4
41	все это	6	4
42	по ту	2	4
43	самого начала	2	4
44	как мы	4	4
45	с самого	1	4
46	так и	7	4
47	можно сказать	1	4
48	в его	24	4
49	а потому	2	4
50	только в	10	4
51	и их	1	4
52	так как	6	4
53	и даже	2	4
54	но и	14	4
55	и не	31	4
56	и все	1	4
57	хотя бы	2	4
58	все что	3	4
59	если б	2	3
60	отношения к	3	3
61	едва ли	1	3
62	во всех	1	3
63	и есть	2	3
64	и как	7	3
65	и художественного	1	3
66	с их	5	3
67	на две	1	3
68	мы полагаем	1	3
69	и вот	1	3
70	их в	4	3
71	на этом	1	3
72	этом смысле	10	3
73	том что	7	3
74	сих пор	2	3
75	в одном	10	3
76	по крайней	1	3
77	и притом	1	3
78	в основе	4	3
79	до сих	2	3
80	и оно	1	3
81	к себе	2	3
82	те же	2	3
83	мира и	7	3
84	по сравнению	1	3
85	с другими	7	3
86	крайней мере	1	3
87	и она	1	3
88	в том	8	3
89	в большинстве	2	3
90	большинстве случаев	2	3
91	всяком случае	3	3
92	полагаем что	1	3
93	даже не	1	3
94	в области	1	3
95	и др	5	3
96	для сознания	1	3
97	и потому	6	3
98	быть это	1	3
99	сравнению с	1	3
100	могут быть	6	3
101	в основном	1	3
102	что в	8	3
103	а в	7	3
104	то что	15	3
105	между ними	2	3
106	только как	2	3
107	жизни и	2	3
108	во всяком	5	3
109	же как	1	2
110	нам кажется	2	2
111	в самом	10	2
112	мы уже	2	2
113	мы не	1	2
114	и о	5	2
115	из этих	1	2
116	но как	3	2
117	нет и	1	2
118	за пределы	7	2
119	него только	1	2
120	с этим	2	2
121	мир по	2	2
122	что это	1	2
123	сознания при	1	2
124	вообще не	1	2
125	он не	5	2
126	и по	1	2
127	то же	14	2
128	и мы	1	2
129	было бы	5	2
130	почти совершенно	1	2
131	в жизни	2	2
132	кажется что	2	2
133	по всему	1	2
134	в них	3	2
135	как и	12	2
136	между собою	1	2
137	потому и	1	2
138	на первый	1	2
139	в своей	8	2
140	почти не	1	2
141	войти в	2	2
142	этих трех	1	2
143	его целом	6	2
144	всей их	1	2
145	никогда не	3	2
146	только и	1	2
147	и лишь	1	2
148	здесь же	1	2
149	в каком	1	2
150	все то	4	2
151	не могут	6	2
152	и всех	1	2
153	что оно	2	2
154	существует только	1	2
155	он ищет	1	2
156	не будет	1	2
157	как не	8	2
158	и этим	3	2
159	только то	3	2
160	в пределах	13	2
161	как с	1	2
162	существовало бы	1	2
163	для этого	1	2
164	с ним	5	2
165	находится в	2	2
166	это главное	1	2
167	является по	1	2
168	не существовало	1	2
169	о том	1	2
170	другими словами	1	2
171	что и	4	2
172	во всей	2	2
173	один из	2	2
174	оно и	1	2
175	мы видим	2	2
176	что он	8	2
177	и действительно	1	2
178	и так	1	2
179	поэтому и	4	2
180	с нею	1	2
181	да еще	1	2
182	если мы	1	2
183	в начале	1	2
184	на этих	1	2
185	и других	1	2
186	к ним	1	2
187	при всей	1	2
188	у него	5	2
189	оно не	3	2
190	себя и	2	2
191	что не	1	2
192	а на	1	2
193	не на	4	2
194	что мы	1	2
195	в одно	1	2
196	с помощью	1	2
197	в частности	1	2
198	так же	6	2
199	в мир	3	2
200	начале пути	1	2
201	к следующему	1	2
202	с этой	2	2
203	внешний мир	1	2
204	но это	4	2
205	это последнее	1	2
206	цельного человека	1	2
207	и для	4	2
208	не существует	1	2
209	сознания и	5	2
210	ни было	2	2
211	не есть	2	2
212	из тех	2	2
213	не знает	3	2
214	есть и	2	2
215	ее в	1	2
216	к этому	1	2
217	они не	4	2
218	пути своего	1	1
219	в движение	1	1
220	все остальное	2	1
221	личной жизни	2	1
222	он может	3	1
223	или к	2	1
224	это и	5	1
225	органическое единство	1	1
226	зрения сознания	1	1
227	далее и	1	1
228	черты своего	1	1
229	высшей степени	1	1
230	собою в	1	1
231	и могут	2	1
232	его не	1	1
233	со всех	1	1
234	мы имеем	1	1
235	и входит	2	1
236	теперь мы	1	1
237	мир не	1	1
238	вопрос о	2	1
239	так чтобы	4	1
240	оно есть	1	1
241	их до	1	1
242	я не	3	1
243	но даже	1	1
244	конечно и	2	1
245	же что	5	1
246	зависимости от	5	1
247	он несколько	1	1
248	в ней	2	1
249	и самого	4	1
250	как один	1	1
251	первый план	1	1
252	бы то	2	1
253	себя этим	1	1
254	но не	9	1
255	слов не	1	1
256	абстрактный момент	1	1
257	не входит	3	1
258	менее всего	6	1
259	вступают в	1	1
260	не ново	1	1
261	в свои	1	1
262	что они	1	1
263	к сожалению	1	1
264	первый взгляд	1	1
265	в рамках	1	1
266	отвлечемся от	1	1
267	в особом	3	1
268	как последняя	1	1
269	как нам	1	1
270	все же	9	1
271	однако не	2	1
272	хотя и	1	1
273	лишь абстрактный	1	1
274	но несмотря	1	1
275	его к	2	1
276	от этого	1	1
277	тон и	1	1
278	уже не	13	1
279	лежит на	1	1
280	та же	1	1
281	точку зрения	6	1
282	ни один	3	1
283	в нашем	1	1
284	не оставляет	1	1
285	чем бы	1	1
286	не сделал	1	1
287	сознания с	2	1
288	видим и	1	1
289	как он	1	1
290	имеем в	1	1
291	всей его	2	1
292	на его	2	1
293	что она	6	1
294	его новой	1	1
295	не следует	1	1
296	что было	4	1
297	быть поняты	1	1
298	их а	1	1
299	время и	1	1
300	но именно	3	1
301	есть та	1	1
302	именно и	2	1
303	образом и	1	1
304	она впервые	1	1
305	идеологического творчества	2	1
306	и единство	2	1
307	человеческое сознание	1	1
308	изображает для	1	1
309	из него	1	1
310	подобно тому	3	1
311	как момент	1	1
312	находит себе	1	1
313	последнее слово	8	1
314	человека в	4	1
315	от нее	1	1
316	то ни	2	1
317	для всей	1	1
318	а то	1	1
319	что мир	1	1
320	в мире	6	1
321	каждый акт	1	1
322	той же	5	1
323	тяга к	1	1
324	лишь в	1	1
325	построения все	1	1
326	образ не	1	1
327	или наконец	4	1
328	входит в	7	1
329	это было	1	1
330	за собою	2	1
331	может стать	1	1
332	должны перейти	1	1
333	на почве	3	1
334	себе все	1	1
335	истории и	1	1
336	мы сказали	1	1
337	весь мир	1	1
338	мы считаем	1	1
339	которая была	1	1
340	для них	1	1
341	он является	1	1
342	он действительно	1	1
343	несмотря на	6	1
344	уже у	1	1
345	мир в	3	1
346	действительно не	1	1
347	смысл и	1	1
348	одного и	1	1
349	и еще	1	1
350	искать в	2	1
351	но если	1	1
352	и другом	1	1
353	от своего	1	1
354	чтобы войти	1	1
355	и благодаря	2	1
356	к предмету	1	1
357	нею и	1	1
358	но сознание	1	1
359	как совокупность	1	1
360	что я	1	1
361	значение для	1	1
362	но эта	4	1
363	в философии	1	1
364	друг другу	2	1
365	жизни является	1	1
366	однако в	2	1
367	слов о	1	1
368	этот мир	3	1
369	любовь к	1	1
370	человека но	2	1
371	так называемого	1	1
372	быть сделан	1	1
373	же мы	1	1
374	в смысле	2	1
375	и отсюда	1	1
376	дело в	1	1
377	одна из	3	1
378	в сухом	1	1
379	только из	1	1
380	в сущности	5	1
381	того чтобы	1	1
382	только не	1	1
383	не имеет	1	1
384	вообще нет	1	1
385	и всегда	1	1
386	ничего не	5	1
387	всего на	1	1
388	они являются	1	1
389	пути и	1	1
390	того в	1	1
391	в объективном	2	1
392	нам важен	1	1
393	к этим	2	1
394	связи с	2	1
395	ничто не	1	1
396	в сознании	2	1
397	в виду	1	1
398	следует что	1	1
399	уже и	2	1
400	позволила бы	1	1
401	характерен для	1	1
402	одною из	1	1
403	и социального	1	1
404	с другом	1	1
405	и со	2	1
406	содержания как	1	1
407	от того	4	1
408	у меня	1	1
409	предположение о	1	1
410	среди них	1	1
411	не давая	2	1
412	в духе	3	1
413	отличается от	3	1
414	же самое	1	1
415	должны быть	1	1
416	одну и	1	1
417	к тому	1	1
418	бы он	2	1
419	для его	3	1
420	она не	7	1
421	мы отвлечемся	1	1
422	пределах своего	1	1
423	ни одно	1	1
424	данном случае	2	1
425	только при	1	1
426	одного плана	1	1
427	характер и	1	1
428	он определяет	1	1
429	в себя	3	1
430	приводит к	3	1
431	роль в	1	1
432	и что	2	1
433	и сам	2	1
434	что может	2	1
435	в другом	1	1
