N	3gram	Berdyaev_M_2	StatiiOP
1	в том что	2	17
2	о том что	2	11
3	для того чтобы	4	10
4	с точки зрения	1	8
5	до сих пор	3	7
6	в этом отношении	1	7
7	у нас нет	1	7
8	на самом деле	1	6
9	не может быть	8	5
10	на эту тему	1	4
11	но также и	1	4
12	что и в	4	4
13	на то что	1	4
14	том что в	1	3
15	по отношению к	2	3
16	так же как	3	3
17	и в этом	3	3
18	но и в	1	2
19	может быть и	2	2
20	во втором случае	1	2
21	т е в	2	2
22	чем у пушкина	1	2
23	мере в какой	1	2
24	в его собственной	1	2
25	что это не	2	2
26	как и в	2	2
27	этап в развитии	1	1
28	а между тем	1	1
29	потому что он	2	1
30	в каком-то более	1	1
31	никогда не было	3	1
32	той или иной	1	1
33	я никогда не	2	1
34	а не в	2	1
35	в которых он	1	1
36	не верил в	1	1
37	как и во	2	1
38	для него не	1	1
39	также и в	2	1
40	том что он	1	1
41	же как и	3	1
42	может быть результатом	1	1
43	что он не	1	1
44	а может быть	1	1
45	но и это	1	1
46	у нас не	2	1
47	плоть от плоти	1	1
48	той мере в	1	1
49	в той мере	1	1
50	и не было	1	1
51	лишь те которые	1	1
52	потому что она	3	1
53	я не могу	1	1
54	сих пор не	1	1
55	смысле этого слова	1	1
56	и никогда не	2	1
57	хотя бы в	1	1
58	может быть никакого	1	1
59	ни в чем	2	1
60	но я не	1	1
61	как в самом	1	1
62	после того как	2	1
63	ему и в	1	1
64	но это не	2	1
65	к тому что	3	1
66	может не быть	1	1
67	в конце концов	1	1
68	со всеми его	1	1
69	что он в	1	1
