N	2gram	Bakhtin_Pr_1	Komedia
1	и в	23	22
2	том что	9	12
3	но и	11	11
4	в том	11	11
5	не только	13	10
6	в то	10	10
7	из них	2	10
8	как и	8	9
9	может быть	21	9
10	таким образом	11	8
11	о том	2	8
12	и его	13	8
13	в одном	9	8
14	и не	34	8
15	едва ли	1	7
16	в этой	4	7
17	и других	5	7
18	то же	10	6
19	и по	2	6
20	не в	6	6
21	в отношении	2	6
22	ни в	3	6
23	в конце	5	6
24	что он	10	6
25	такого рода	1	6
26	к тому	1	6
27	а в	7	6
28	в которой	4	6
29	что в	8	6
30	в истории	2	5
31	как в	6	5
32	то время	2	5
33	на его	2	5
34	при этом	3	5
35	потому что	12	5
36	со своим	3	5
37	так и	10	5
38	и даже	3	5
39	между тем	5	5
40	один из	2	5
41	уже в	5	5
42	в его	24	5
43	прежде всего	7	5
44	с другой	2	5
45	нового времени	1	5
46	все это	7	5
47	другой стороны	2	5
48	из его	3	4
49	время как	1	4
50	что они	1	4
51	но в	4	4
52	в нем	20	4
53	и вот	2	4
54	участие в	1	4
55	несмотря на	6	4
56	точки зрения	21	4
57	в котором	2	4
58	в их	3	4
59	одном из	2	4
60	так как	7	4
61	как мы	5	4
62	на него	2	4
63	же время	7	4
64	что и	5	4
65	в качестве	1	4
66	тем что	3	4
67	именно в	6	4
68	в результате	4	4
69	конце концов	4	4
70	же в	2	4
71	по поводу	1	4
72	к этому	2	4
73	же как	1	3
74	в тех	1	3
75	идет о	3	3
76	в году	1	3
77	мы не	2	3
78	и о	3	3
79	и на	10	3
80	в последних	1	3
81	в чем	1	3
82	как правило	1	3
83	в этом	25	3
84	все же	5	3
85	хотя и	1	3
86	и как	8	3
87	можно сделать	1	3
88	в целом	4	3
89	да и	2	3
90	он не	4	3
91	и еще	1	3
92	или вовсе	1	3
93	здесь мы	2	3
94	и с	4	3
95	его в	4	3
96	в них	3	3
97	место в	1	3
98	вопрос о	4	3
99	не менее	1	3
100	однако в	2	3
101	даже в	2	3
102	по отношению	11	3
103	к этим	1	3
104	казалось бы	1	3
105	ничего не	6	3
106	в сознании	2	3
107	этом отношении	5	3
108	у нас	1	3
109	могут быть	1	3
110	и сам	2	3
111	во второй	1	3
112	по содержанию	1	3
113	в частности	1	3
114	и одновременно	3	3
115	тот же	2	3
116	одной из	1	3
117	только в	8	3
118	и у	4	3
119	в начале	1	3
120	отношение к	1	3
121	у него	6	3
122	как раз	4	3
123	в свои	1	3
124	к которому	1	3
125	так же	6	3
126	здесь в	1	3
127	всего в	1	3
128	его творчества	7	3
129	и все	3	3
130	отношению к	11	3
131	это однако	1	2
132	противоречия между	1	2
133	видеть в	1	2
134	из всех	1	2
135	в сущности	5	2
136	принадлежит к	1	2
137	на себя	3	2
138	слова о	1	2
139	которые он	2	2
140	бы то	3	2
141	тем как	4	2
142	совсем не	1	2
143	отличие от	2	2
