N	2gram	Losev_Prob_4	OGranits
1	и в	20	13
2	и его	10	12
3	прежде всего	11	9
4	может быть	9	8
5	не может	5	8
6	и не	28	8
7	в его	3	7
8	точки зрения	14	7
9	только в	23	6
10	как бы	4	6
11	не только	24	6
12	то что	15	6
13	мы должны	3	6
14	таким образом	8	6
15	художественного произведения	1	5
16	все же	2	5
17	и наконец	4	5
18	но ведь	1	5
19	с точки	11	5
20	хотя бы	7	5
21	мы не	7	4
22	еще и	3	4
23	на фоне	1	4
24	но в	8	4
25	мы можем	3	4
26	то же	7	4
27	в сознании	3	4
28	в своей	4	4
29	было бы	14	4
30	все это	9	4
31	только и	5	4
32	не является	10	4
33	в каждом	1	4
34	связана с	1	3
35	и то	2	3
36	в ее	5	3
37	самом деле	3	3
38	в пределах	2	3
39	так и	10	3
40	при анализе	1	3
41	говорить о	2	3
42	в их	1	3
43	за пределы	2	3
44	только путем	1	3
45	общего с	2	3
46	с этим	4	3
47	в которой	2	3
48	ни один	1	3
49	в себе	12	3
50	не как	1	3
51	в одном	4	3
52	так как	5	3
53	одно и	1	3
54	здесь мы	3	3
55	но и	14	3
56	как и	6	3
57	и уже	1	3
58	что же	1	3
59	не в	13	3
60	да и	5	3
61	но для	1	3
62	и для	4	3
63	никогда не	1	3
64	и все	8	3
65	превращается в	1	3
66	что в	3	3
67	в искусстве	1	3
68	поставить вопрос	1	3
69	ничего общего	5	3
70	и наиболее	1	2
71	смысле слова	15	2
72	для себя	2	2
73	и др	1	2
74	данном случае	5	2
75	художественных произведений	1	2
76	представим себе	1	2
77	зависимости от	3	2
78	и может	2	2
79	и этот	3	2
80	есть не	6	2
81	мог бы	1	2
82	представлений и	1	2
83	если бы	8	2
84	что иное	2	2
85	может в	1	2
86	иное как	2	2
87	не что	2	2
88	с самого	1	2
89	себе что	1	2
90	в ней	7	2
91	а также	6	2
92	в чем	2	2
93	категорий но	1	2
94	явлений и	3	2
95	в ряд	3	2
96	нуждается в	1	2
97	что они	2	2
98	чем же	3	2
99	его на	1	2
100	как в	5	2
101	в которую	1	2
102	в данном	6	2
103	в этом	9	2
104	но так	2	2
105	для поэта	1	2
106	в том	20	2
107	мы видим	1	2
108	тот же	2	2
109	с ними	2	2
110	в действительности	1	2
111	или иного	3	2
112	в этот	1	2
113	в целом	1	2
114	и тем	7	2
115	все эти	16	2
116	с одной	1	2
117	учение о	3	2
118	думать что	1	2
119	уже в	4	2
120	кажется что	2	2
121	иным как	2	2
122	в нем	5	2
123	связанные с	1	2
124	при этом	6	2
125	для него	3	2
126	в другом	3	2
127	отношений между	1	2
128	вовсе не	21	2
129	в зависимости	3	2
130	тем что	3	2
131	в них	5	2
132	в области	3	2
133	с другой	7	2
134	в самом	2	2
135	того или	3	2
136	она является	2	2
137	мы считаем	1	2
138	не чем	2	2
139	одной стороны	1	2
140	не на	1	2
141	а не	7	2
142	другой стороны	6	2
143	между собою	2	2
144	несмотря на	4	2
145	в связи	3	2
146	том что	12	2
147	и научно	1	2
148	и при	1	2
149	и ее	4	2
