N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	6	54
2	и не	42	27
3	а не	5	26
4	точки зрения	8	25
5	и т	14	24
6	и в	38	24
7	не только	9	23
8	т д	1	23
9	по себе	1	20
10	не может	27	19
11	не просто	1	18
12	ничего не	6	17
13	и есть	2	16
14	и что	2	15
15	что все	2	14
16	с точки	6	14
17	то что	8	14
18	в таком	3	14
19	таким образом	10	13
20	что он	2	13
21	вовсе не	2	13
22	может быть	26	13
23	и даже	3	13
24	в мифе	1	13
25	что это	2	12
26	есть только	2	12
27	того что	2	12
28	есть и	1	12
29	не менее	4	11
30	не имеет	9	11
31	отнюдь не	19	10
32	тем не	3	10
33	она есть	1	10
34	не существует	1	10
35	есть не	2	9
36	ни в	11	9
37	но и	9	9
38	в этом	15	8
39	и как	8	8
40	отличается от	2	8
41	в виде	2	8
42	прежде всего	13	8
43	что мы	1	8
44	том что	3	8
45	это и	1	7
46	в самом	7	7
47	как и	7	7
48	никогда не	5	7
49	что оно	2	7
50	ясно что	3	7
51	в виду	4	7
52	другими словами	2	7
53	только на	1	7
54	но что	1	7
55	даже и	1	7
56	в особенности	2	7
57	объект есть	1	7
58	что в	7	7
59	самом деле	6	6
60	должна быть	4	6
61	что иное	1	6
62	я не	2	6
63	иное как	1	6
64	то же	5	6
65	и с	17	6
66	есть именно	1	6
67	оно не	3	6
68	если бы	3	6
69	что и	2	6
70	и только	4	6
71	о том	4	6
72	и пр	2	6
73	не на	5	6
74	и все	3	6
75	все это	3	6
76	кроме того	3	6
77	но если	1	6
78	не что	1	6
79	есть то	1	6
80	вопрос о	1	5
81	точка зрения	3	5
82	хотя и	3	5
83	и к	3	5
84	есть ли	1	5
85	от чего	1	5
86	он не	3	5
87	так и	5	5
88	было бы	8	5
89	в них	5	5
90	в том	8	5
91	можно ли	1	5
92	в то	4	5
93	и его	16	5
94	только в	13	5
95	уже не	1	5
96	что не	4	5
97	как это	2	5
98	ничего нет	2	5
99	но это	3	5
100	только как	6	5
101	жизни и	1	5
102	все остальное	1	4
