N	3gram	Vygotskiy__7	slovoVRo
1	не может быть	4	15
2	в отличие от	2	12
3	в этом случае	14	6
4	с одной стороны	5	5
5	той или иной	1	5
6	в большинстве случаев	2	5
7	по отношению к	5	4
8	в зависимости от	1	4
9	но все же	1	4
10	в то же	1	4
11	в том что	13	4
12	с точки зрения	21	3
13	сама по себе	1	3
14	в этом отношении	3	3
15	в собственном смысле	3	3
16	между словом и	8	3
17	так и в	1	3
18	одной стороны и	3	3
19	в свою очередь	2	2
20	не только о	1	2
21	до сих пор	3	2
22	не только в	1	2
23	тот факт что	1	2
24	включает в себя	1	2
25	не могут быть	1	2
26	никогда не может	1	2
27	во всяком случае	1	2
28	мышления и речи	6	2
29	как мы уже	1	2
30	для того чтобы	18	2
31	том что она	2	1
32	не может ни	1	1
33	а следовательно и	1	1
34	имеет дело с	1	1
35	в какой мере	2	1
36	том что в	2	1
37	таким образом даже	1	1
38	словом и его	2	1
39	также и в	1	1
40	в том числе	1	1
41	том что он	2	1
42	и до конца	1	1
43	слова во всех	1	1
44	которых мы говорили	2	1
45	той же задаче	1	1
46	и речи в	2	1
47	никогда не могут	1	1
48	в слове в	1	1
49	то все эти	1	1
50	том числе и	1	1
51	и не может	1	1
52	на то что	4	1
53	в лучшем случае	2	1
54	она не является	1	1
55	все это остается	1	1
56	может и не	1	1
57	чем перейти к	2	1
58	больший удельный вес	1	1
59	в той же	2	1
60	что он не	1	1
61	в письменной речи	1	1
62	таким образом на	1	1
63	не до конца	2	1
64	тогда когда это	1	1
65	его принципиальном значении	1	1
66	мы уже говорили	1	1
67	в этом направлении	1	1
68	с другой стороны	1	1
69	прежде чем перейти	2	1
70	тем не менее	3	1
71	по ту сторону	1	1
72	о том что	4	1
73	во всех этих	1	1
74	друг к другу	1	1
75	таким образом в	2	1
76	с ним его	1	1
77	мы не можем	3	1
78	для нас и	1	1
79	как и в	3	1
80	с самого начала	7	1
81	не только не	9	1
82	и ту же	1	1
83	только в процессе	1	1
84	конечно не только	1	1
85	о которых мы	2	1
86	этот как и	1	1
87	до некоторой степени	1	1
88	во всем его	1	1
89	одну и ту	1	1
90	но именно в	1	1
91	она не может	1	1
92	свое выражение в	5	1
93	всем его принципиальном	1	1
94	и с другой	1	1
95	как мы видели	3	1
