N	2gram	Potebnia_M_1	Stilisti
1	и в	39	42
2	не только	21	27
3	как бы	6	27
4	прежде всего	4	22
5	хотя бы	2	17
6	то же	6	15
7	но и	20	15
8	и не	18	14
9	не может	22	12
10	может быть	27	12
11	как и	9	11
12	точки зрения	8	11
13	в этом	15	10
14	и как	6	10
15	как мы	2	10
16	мы должны	3	10
17	что мы	4	10
18	мы не	10	9
19	при этом	6	9
20	в то	4	9
21	для того	3	9
22	то что	10	9
23	в ней	7	8
24	все же	6	8
25	в себе	13	8
26	таким образом	13	8
27	тем самым	4	8
28	и это	3	8
29	с тем	5	8
30	что же	2	8
31	в зависимости	1	7
32	зависимости от	1	7
33	и на	1	7
34	в которой	2	7
35	было бы	12	7
36	и тем	3	7
37	так как	21	7
38	никогда не	4	7
39	же время	4	7
40	потому что	52	7
41	того чтобы	2	7
42	ничего не	1	7
43	с его	1	7
44	слов и	4	7
45	только в	25	7
46	и его	5	7
47	мы можем	2	7
48	а не	21	7
49	и от	3	7
50	во всех	5	6
51	мы будем	2	6
52	в этой	3	6
53	на его	1	6
54	в нем	20	6
55	не в	15	6
56	или как	1	6
57	в области	1	6
58	когда мы	2	6
59	так и	13	6
60	язык и	5	6
61	язык в	8	6
62	речи и	10	6
63	говорящего и	1	6
64	в свою	4	6
65	той же	3	5
66	уже в	1	5
67	в нашем	1	5
68	что язык	16	5
69	независимо от	6	5
70	одно и	1	5
71	и с	3	5
72	того или	1	5
73	мы видели	4	5
74	с точки	3	5
75	и той	3	5
76	тому что	3	5
77	в сознании	3	5
78	а в	5	5
79	те же	1	5
80	в его	5	5
81	и следовательно	2	5
82	и их	3	5
83	слова в	2	5
84	вместе с	8	5
85	слова и	4	5
86	своей жизни	1	5
87	если б	2	4
88	и то	3	4
89	самом деле	1	4
90	тем же	2	4
91	мы называем	2	4
92	себя в	1	4
93	что именно	2	4
94	но в	9	4
95	в самом	3	4
96	что это	3	4
97	так сказать	2	4
98	уже не	2	4
99	можно было	1	4
100	в каждом	4	4
101	его в	1	4
102	и без	3	4
103	самого начала	3	4
104	на него	3	4
105	у нас	2	4
106	его внутренней	1	4
107	но все	2	4
