N	2gram	Medvedev_F_3	Problema
1	и в	27	44
2	вовсе не	28	37
3	и не	30	35
4	не есть	4	35
5	может быть	25	28
6	по себе	4	25
7	потому что	7	25
8	не просто	1	23
9	то что	8	23
10	в том	7	21
11	только в	8	19
12	а не	17	18
13	символ и	1	18
14	в этом	18	17
15	если мы	7	16
16	даже и	1	16
17	для нас	3	16
18	сказать что	3	16
19	художественного произведения	7	14
20	и то	1	14
21	не только	9	14
22	и даже	2	14
23	и т	11	13
24	то же	15	13
25	т д	6	13
26	не в	12	13
27	но в	6	12
28	том что	4	12
29	той или	1	12
30	так что	1	12
31	не является	5	11
32	то это	1	10
33	отнюдь не	8	10
34	так и	21	10
35	как и	14	10
36	тем не	2	10
37	не менее	7	10
38	у нас	3	10
39	в виду	3	10
40	но и	10	10
41	в нем	15	9
42	и с	3	9
43	это не	3	9
44	и тем	3	9
45	в то	7	9
46	и это	2	9
47	никак не	3	9
48	в его	7	9
49	что и	2	9
50	что он	6	9
51	так как	9	9
52	в данном	6	9
53	как бы	8	9
54	же самое	3	9
55	таким образом	18	9
56	и от	11	9
57	во всяком	6	9
58	смысле слова	2	8
59	сама по	1	8
60	в себе	3	8
61	он не	1	8
62	было бы	6	8
63	ни в	8	8
64	но это	2	8
65	и вообще	1	8
66	как раз	8	8
67	связи с	5	8
68	как мы	8	8
69	здесь не	2	8
70	того что	3	8
71	или иной	2	8
72	что же	5	8
73	художественное произведение	11	8
74	что мы	1	8
75	что в	8	8
76	это и	2	7
77	мы не	4	7
78	в связи	4	7
79	на самом	14	7
80	все эти	6	7
81	мы должны	2	7
82	данном случае	4	7
83	вещи и	1	7
84	с ним	1	7
85	и что	3	7
86	с другой	6	7
87	уже не	3	7
88	еще и	1	7
89	не может	24	7
90	и потому	5	7
91	сам по	1	6
92	в целом	4	6
93	все же	6	6
94	о том	4	6
95	и если	1	6
96	то ни	4	6
97	ясно что	3	6
98	того или	1	6
99	но если	2	6
100	но только	1	6
101	никогда не	5	6
102	для этого	2	6
103	можно сказать	3	6
104	и только	2	6
105	всяком случае	6	6
106	сами по	2	6
107	мы можем	4	6
108	нет ничего	1	6
109	жизни и	4	6
110	есть не	1	5
111	еще не	6	5
112	а только	1	5
113	значение и	1	5
114	за пределы	2	5
115	что они	5	5
116	в своем	2	5
117	хотя и	1	5
118	в нашем	1	5
119	тоже не	1	5
120	с тем	7	5
121	точки зрения	16	5
122	в своей	6	5
123	является только	1	5
124	тем самым	1	5
125	как о	2	5
126	тех или	1	5
127	и его	19	5
128	и о	1	5
129	которое мы	1	5
130	в ней	5	5
131	и здесь	1	5
132	с той	1	5
133	только на	4	5
134	то и	1	5
135	или даже	1	5
136	в конце	3	5
137	не было	1	5
138	этом случае	1	5
139	так же	9	5
140	как в	4	5
141	да и	4	5
142	этого слова	2	5
143	все это	7	5
144	а в	1	5
145	другой стороны	5	5
146	состоит из	1	5
147	в таком	2	5
148	таком случае	1	4
149	не имеют	1	4
150	мы уже	3	4
151	но даже	1	4
152	и самой	1	4
153	бы то	4	4
154	только при	1	4
155	чем же	2	4
156	и вовсе	1	4
157	при этом	8	4
158	данного слова	1	4
159	же касается	1	4
160	на первый	1	4
161	тому что	3	4
162	раз и	3	4
163	нет никакого	1	4
164	дело в	2	4
165	и притом	2	4
166	и является	4	4
167	или иных	1	4
168	отличается от	2	4
169	в ее	4	4
170	языка и	1	4
171	можно было	1	4
172	же и	4	4
173	ни с	2	4
174	совсем другое	2	4
175	тем что	5	4
176	же деле	2	4
177	нас в	1	4
178	знака и	2	4
179	это значит	2	4
180	дело здесь	1	4
181	самом же	2	4
182	совершенно не	7	4
183	в каком	2	4
184	в искусстве	7	4
185	художественном произведении	3	3
186	отношения к	2	3
