N	3gram	Vygotskiy__1	Komedia
1	в том что	9	9
2	и т п	15	5
3	в то время	5	5
4	с другой стороны	5	5
5	к тому же	1	5
6	том что он	1	4
7	то время как	5	4
8	в конце концов	3	4
9	в одном из	2	4
10	и т д	8	4
11	в этом отношении	2	3
12	речь идет о	1	3
13	с одной стороны	5	3
14	едва ли не	1	3
15	о том что	7	3
16	не в состоянии	3	2
17	то же самое	2	2
18	до сих пор	3	2
19	как и в	4	2
20	во всяком случае	6	2
21	и таким образом	2	2
22	именно потому что	1	2
23	у нас в	1	2
24	на то что	8	2
25	для решения самых	1	1
26	но прежде всего	1	1
27	в драматическом искусстве	1	1
28	что иное как	1	1
29	хотя и не	2	1
30	другой стороны в	1	1
31	состоит в том	2	1
32	не знаем и	1	1
33	более или менее	2	1
34	подобно тому как	5	1
35	различных точек зрения	1	1
36	в том числе	1	1
37	охватывают почти все	1	1
38	том что на	1	1
39	в том же	1	1
40	же как и	1	1
41	с этой точки	4	1
42	в зависимости от	5	1
43	или совсем не	1	1
44	вместе с тем	2	1
45	на такой же	1	1
46	как будто бы	2	1
47	мы не только	1	1
48	а может быть	1	1
49	независимо от того	1	1
50	т д только	1	1
51	с этим и	1	1
52	с так как	1	1
53	в коем случае	1	1
54	и в конце	1	1
55	в применении к	2	1
56	в это время	1	1
57	так же как	4	1
58	в этой области	1	1
59	к числу таких	1	1
60	не только в	1	1
61	на этот раз	1	1
62	смысле этого слова	2	1
63	в чем же	1	1
64	в отличие от	3	1
65	было бы однако	1	1
66	это обстоятельство в	1	1
67	что и во	1	1
68	мы знаем о	1	1
69	и в том	1	1
70	бросается в глаза	1	1
71	этой точки зрения	5	1
72	в тех случаях	1	1
73	по поводу того	1	1
74	т д все	1	1
75	в себя самые	1	1
76	и тому же	1	1
77	не означает что	2	1
78	каждого из этих	2	1
79	до конца и	1	1
80	что у него	3	1
81	с самого начала	1	1
82	ни в коем	1	1
83	т п в	1	1
84	не что иное	1	1
85	к одному и	1	1
86	принадлежит к числу	1	1
87	того чтобы проверить	1	1
88	совершенно очевидно что	2	1
89	тем не менее	2	1
90	для того чтобы	5	1
91	на то чтобы	2	1
92	может быть в	1	1
93	нуждается в более	1	1
94	одному и тому	1	1
95	и тот же	1	1
