N	2gram	Vinokur_Vv_1	Problemy
1	и не	13	31
2	и в	27	29
3	в его	10	24
4	может быть	24	24
5	в этом	34	22
6	а не	3	22
7	т е	38	21
8	в нем	13	19
9	точки зрения	7	19
10	как бы	5	19
11	для него	1	18
12	не только	21	15
13	то что	17	15
14	то же	8	14
15	не как	3	14
16	и его	5	14
17	рядом с	2	14
18	но и	5	14
19	с точки	2	13
20	уже не	5	13
21	достоевского в	1	12
22	таким образом	19	12
23	как и	5	12
24	романа достоевского	1	12
25	не может	13	12
26	в самом	12	10
27	этом смысле	11	10
28	в то	5	10
29	только в	13	10
30	в одном	4	10
31	все эти	3	9
32	все же	8	9
33	это не	8	9
34	если бы	2	9
35	же время	5	9
36	но не	7	9
37	по отношению	4	8
38	что в	11	8
39	по себе	9	8
40	в каждом	4	8
41	как не	1	8
42	в том	31	8
43	что он	4	8
44	потому что	14	8
45	до конца	3	8
46	в своем	3	8
47	романов достоевского	2	8
48	в своей	4	8
49	отношению к	4	8
50	а как	3	7
51	и на	3	7
52	и как	9	7
53	но в	10	7
54	в себе	4	7
55	входит в	2	7
56	с другими	1	7
57	том что	26	7
58	не в	8	7
59	вовсе не	6	7
60	так и	1	7
61	лишь как	2	7
62	в форме	2	7
63	прежде всего	8	7
64	а в	5	7
65	одним из	5	6
66	самом деле	6	6
67	так же	3	6
68	в одной	1	6
69	как в	1	6
70	сливается с	3	6
71	в целом	5	6
72	выражение в	1	6
73	что она	3	6
74	его в	6	6
75	несмотря на	2	6
76	точку зрения	1	6
77	в самой	1	6
78	могут быть	4	6
79	к нему	2	6
80	говорит он	2	6
81	в конце	3	6
82	так как	13	6
83	как раз	4	6
84	не могут	5	6
85	все это	6	6
86	на самом	1	5
87	это и	1	5
88	должна быть	2	5
89	в зависимости	1	5
90	той же	4	5
91	зависимости от	1	5
92	у него	1	5
93	с их	5	5
94	но все	3	5
95	было бы	5	5
96	он и	2	5
97	автора и	1	5
98	мысли и	2	5
99	в сущности	3	5
100	или как	3	5
101	и это	6	5
102	и о	1	5
103	еще не	4	5
104	с ним	1	5
105	ничего не	2	5
106	между тем	8	5
107	именно в	8	5
108	и др	2	5
109	более того	1	5
110	мира в	1	5
111	конце концов	2	5
112	во всяком	3	5
113	и т	43	4
114	так чтобы	3	4
115	бы и	2	4
116	в этой	3	4
117	так сказать	1	4
118	перестает быть	1	4
119	не значит	1	4
120	должно быть	2	4
121	с идеей	1	4
122	как мы	9	4
123	от того	3	4
124	все то	1	4
125	и с	2	4
126	в построении	1	4
127	в свете	1	4
128	в литературе	1	4
129	он есть	1	4
130	тем что	6	4
131	были бы	1	4
132	что и	3	4
133	превращается в	1	4
134	не было	1	4
135	не на	1	4
136	должна была	2	4
137	что же	3	4
138	как предмет	1	4
139	но это	1	4
140	и для	4	4
141	в результате	3	4
142	они не	1	4
143	в мировоззрении	1	3
144	отношения к	1	3
145	отношении к	2	3
146	например в	2	3
147	он сам	3	3
148	от характера	3	3
149	себе и	2	3
150	в произведениях	1	3
151	кроме того	1	3
152	и понимания	1	3
153	все возможные	1	3
154	уже в	5	3
155	и до	2	3
156	подобно тому	1	3
157	на почве	5	3
158	лишь на	1	3
159	в их	11	3
160	тому что	2	3
161	на котором	2	3
162	одна из	2	3
163	никогда не	3	3
164	как будто	3	3
165	этом отношении	3	3
166	в духе	1	3
167	отличается от	1	3
168	оно не	1	3
169	если же	2	3
170	и этим	1	3
171	только то	1	3
172	в себя	1	3
173	с другой	8	3
174	все в	1	3
175	в них	4	3
176	мы должны	1	3
177	но с	4	3
178	но как	2	3
179	в уста	1	3
180	и у	1	3
181	за ним	1	3
182	всяком случае	3	3
183	как их	1	3
184	т п	5	3
185	само по	3	3
186	целом ряде	2	3
187	тому как	1	3
188	по существу	2	3
189	как к	1	3
190	есть то	1	3
191	бы в	1	3
192	не дает	1	3
193	о своем	1	3
194	сказать что	5	3
195	другой стороны	5	3
196	и внутренне	1	3
197	себе самому	1	3
198	автора в	1	3
199	типа и	1	3
200	время не	1	3
201	в своих	2	3
202	как на	11	3
203	все что	1	3
204	и есть	3	2
205	в чисто	4	2
206	из его	2	2
207	мы уже	1	2
208	бы уже	1	2
209	в которой	1	2
210	вопрос о	8	2
211	и со	1	2
212	из которых	2	2
213	разобраться в	1	2
214	мы ее	1	2
215	в ней	3	2
216	бы то	1	2
217	отношение к	3	2
218	в настоящем	1	2
219	так что	5	2
220	в истории	9	2
221	в той	7	2
222	с этим	2	2
223	однако не	4	2
224	его к	2	2
225	и к	1	2
226	вследствие этого	1	2
227	на его	1	2
228	в россии	1	2
229	принципа в	1	2
230	то ни	1	2
231	при этом	3	2
232	дело здесь	1	2
233	между отдельными	1	2
234	в жизни	1	2
235	ни одной	1	2
236	и уже	3	2
237	чем в	3	2
238	как целое	3	2
239	ряде других	1	2
240	в отношении	2	2
241	в котором	4	2
242	в которых	6	2
243	но он	1	2
244	однако в	3	2
245	мысли в	1	2
246	самого начала	1	2
247	чтобы в	1	2
248	к этим	1	2
249	какой бы	2	2
250	следовательно и	1	2
251	правда в	1	2
252	а лишь	1	2
253	связи с	3	2
254	е не	2	2
255	входят в	1	2
256	уже и	7	2
257	не потому	1	2
258	из самого	1	2
259	что оно	2	2
260	предметом его	1	2
261	для себя	1	2
262	данном случае	5	2
263	и что	4	2
264	слова а	1	2
265	и сам	2	2
266	что может	3	2
267	отсюда и	2	2
268	на вопрос	6	2
269	никак не	1	2
270	а потому	3	2
271	во всей	1	2
272	непосредственно в	1	2
273	наконец в	1	2
274	в лучшем	1	2
275	нового типа	2	2
276	как например	5	2
277	один из	6	2
278	мы видим	1	2
279	тот же	1	2
280	хотя бы	5	2
281	тем или	1	2
282	или же	3	2
283	и ее	4	2
284	именно на	2	2
285	ни было	1	2
286	человеческого духа	1	2
287	о слове	1	2
288	или даже	1	2
289	его и	1	2
290	одно из	5	2
291	ведь это	1	2
292	произведения и	2	2
293	и даже	5	2
294	до сих	5	2
295	все время	1	2
296	на этот	4	2
297	что из	1	2
298	из возможных	1	2
299	только как	6	2
300	в изображении	1	2
301	в данном	11	2
302	в первой	1	2
303	своего времени	1	2
304	с этой	4	2
305	него в	2	2
306	сих пор	5	2
307	лучшем случае	1	2
308	можно было	7	2
309	нисколько не	3	2
310	которые были	2	2
311	слова но	1	2
312	и от	1	2
313	находит свое	1	2
314	этой форме	1	2
315	на языке	2	2
316	же в	1	2
317	не есть	4	2
318	е в	4	2
319	слово в	1	2
320	этот вопрос	4	2
321	между ними	2	2
322	жизни а	1	2
323	есть и	4	2
324	жизни и	2	2
325	заметить что	1	2
326	также не	1	2
327	с идеями	1	1
328	смысле слова	7	1
329	от этой	1	1
330	ясно и	1	1
331	это однако	2	1
332	объект этой	1	1
333	же как	3	1
334	до него	1	1
335	словом как	1	1
336	века но	1	1
337	проблемы в	1	1
338	выражения в	1	1
339	художественных произведений	2	1
340	сразу и	1	1
341	в первом	5	1
342	из самых	1	1
343	отношения между	1	1
344	также что	1	1
345	на две	1	1
346	идея и	1	1
347	видеть в	1	1
348	духа в	1	1
349	и за	1	1
350	к предмету	1	1
351	нуждаются в	1	1
352	мы не	2	1
353	опирающееся на	2	1
354	время идет	1	1
355	не была	1	1
356	есть нечто	1	1
357	их до	1	1
358	в полной	1	1
359	на практике	1	1
360	жизни как	2	1
361	мира эта	1	1
