1	с точки зрения	3	5
2	не может быть	2	4
3	с самого начала	1	3
4	не может не	1	3
5	то же самое	1	2
6	друг с другом	1	2
7	в свою очередь	1	2
8	в отличие от	1	2
9	тем не менее	3	2
10	во всяком случае	1	2
11	все это делает	1	1
12	она не может	1	1
13	и к другому	1	1
14	до сих пор	2	1
15	ни то ни	1	1
16	в такой же	2	1
17	не в том	2	1
18	в том что	6	1
19	в то же	8	1
20	в том как	1	1
21	одной стороны и	1	1
22	такой же мере	2	1
23	в предыдущей главе	3	1
24	он уже не	1	1
25	с одной стороны	1	1
26	на самом деле	1	1
27	то же время	8	1
28	одна и та	1	1
29	в самом деле	4	1
30	а в конце	1	1
31	но все же	1	1
32	уже знаем что	1	1
33	из них это	1	1
34	в том случае	1	1
35	в связи с	3	1
36	в конечном счете	2	1
37	мы не знаем	1	1
38	заключает в себе	1	1
39	и в этом	1	1
40	и в то	1	1
41	сами по себе	1	1
42	в данном случае	1	1
43	мы уже знаем	2	1
44	может быть только	1	1
45	можно было бы	4	1
46	можно говорить об	1	1
47	в свое время	1	1
48	по отношению к	8	1
49	и та же	1	1
50	то ни другое	1	1
51	в этом смысле	1	1
