N	2gram	Bakhtin_Pr_1	Formalny
1	и в	23	24
2	в его	24	23
3	прежде всего	7	22
4	и не	34	20
5	так и	10	18
6	и пр	1	17
7	точки зрения	21	16
8	не может	11	16
9	в этом	25	15
10	в нем	20	14
11	может быть	21	14
12	таким образом	11	13
13	на почве	1	13
14	с точки	15	13
15	в своем	8	11
16	как и	8	11
17	в своей	11	11
18	в их	3	11
19	не менее	1	11
20	должно быть	1	11
21	социальной жизни	2	11
22	в ней	1	10
23	то же	10	10
24	вовсе не	8	10
25	и его	13	10
26	и их	2	10
27	а не	20	10
28	в то	10	9
29	в процессе	4	9
30	социальной действительности	2	9
31	и потому	3	9
32	все это	7	9
33	и на	10	8
34	как в	6	8
35	и с	4	8
36	лишь в	3	8
37	не в	6	8
38	произведения в	1	8
39	литературы в	1	8
40	его целом	5	8
41	же время	7	8
42	в ее	1	8
43	произведения и	1	8
44	именно в	6	8
45	то что	18	8
46	на самом	4	7
47	должна быть	2	7
48	с ее	2	7
49	не только	13	7
50	место в	1	7
51	жизни и	6	7
52	художественной конструкции	1	7
53	в содержании	1	7
54	в единстве	7	7
55	до конца	5	7
56	и от	1	7
57	но и	11	7
58	отношения к	2	6
59	еще не	5	6
60	самом деле	5	6
61	в целом	4	6
62	все эти	8	6
63	в этой	4	6
64	как бы	28	6
65	входит в	2	6
66	как таковой	1	6
67	она не	5	6
68	в пределах	9	6
69	и здесь	3	6
70	до сих	2	6
71	в том	11	6
72	было бы	6	6
73	в живом	1	6
74	сих пор	2	6
75	и все	3	6
76	среды в	1	6
77	а в	7	6
78	хотя бы	2	5
79	художественная структура	1	5
80	во всех	5	5
81	но в	4	5
82	в самом	8	5
83	при этом	3	5
84	по себе	7	5
85	не могло	1	5
86	и до	1	5
87	у нас	1	5
88	должны быть	1	5
89	должен быть	1	5
90	как мы	5	5
91	искусства и	1	5
92	непосредственно в	2	5
93	что бы	1	5
94	в литературе	3	5
95	того что	2	5
96	со стороны	2	5
97	с другой	2	5
98	художественной воли	3	5
99	со всею	3	5
100	формы и	1	5
101	лишь как	5	5
102	в искусстве	2	5
103	на западе	2	4
104	с его	6	4
105	по отношению	11	4
106	является лишь	4	4
107	в истории	2	4
108	и к	4	4
109	в которой	4	4
110	не как	12	4
111	не из	2	4
112	в мире	7	4
113	с другими	7	4
114	как проблема	1	4
115	друг друга	3	4
116	как на	2	4
117	оно не	2	4
118	никогда не	5	4
119	если бы	10	4
120	для этого	1	4
121	мы увидим	1	4
122	всяком случае	3	4
123	конечно не	1	4
124	одною из	1	4
125	в частности	1	4
126	отношению к	11	4
127	с этой	1	4
128	быть и	1	4
129	что в	8	4
130	так же	6	4
131	во всяком	4	4
132	художественном произведении	1	3
133	это и	9	3
134	изображения и	4	3
135	мы не	2	3
136	зависимости от	3	3
137	бы то	3	3
138	но не	8	3
139	со всеми	1	3
140	значение и	1	3
141	отношение к	1	3
142	как к	1	3
143	все же	5	3
144	и как	8	3
145	и наконец	5	3
146	и отчасти	1	3
147	в себе	5	3
148	в европейском	1	3
149	так сказать	3	3
150	он не	4	3
151	перестает быть	1	3
152	литературных произведений	1	3
153	всех этих	3	3
154	он должен	1	3
155	становления и	1	3
156	в каждом	8	3
157	то ни	3	3
158	значение в	1	3
159	его в	4	3
160	подходит к	4	3
161	в жизни	6	3
162	в них	3	3
163	среды и	1	3
164	лучшем случае	2	3
165	они не	3	3
166	в отношении	2	3
167	тем самым	1	3
168	но для	2	3
169	не о	1	3
170	в основе	5	3
171	на язык	1	3
172	своей статье	1	3
173	материала в	1	3
174	отличается от	2	3
175	всего в	1	3
176	к тому	1	3
177	здесь не	1	3
178	своеобразие и	2	3
179	его художественной	1	3
180	борьба с	1	3
181	бы в	3	3
182	говорит он	8	3
183	наконец в	2	3
184	в лучшем	2	3
185	как она	1	3
186	один из	2	3
187	особенно резко	1	3
188	в большинстве	2	3
189	и других	5	3
190	для него	15	3
191	не для	1	3
192	со всем	1	3
193	и даже	3	3
194	в области	3	3
195	и чем	1	3
196	бытия в	1	3
197	не было	3	3
198	его как	5	3
199	в россии	1	3
200	эти определения	2	3
201	ни на	2	3
202	смысле этого	1	3
203	или иного	1	3
204	в художественном	2	3
205	ничем не	1	3
206	этого слова	2	3
207	дело идет	6	3
208	в основном	2	3
209	но это	5	3
210	это последнее	1	3
211	более того	3	3
212	у них	1	3
213	же в	2	3
214	между ними	2	3
215	исторической поэтики	1	3
216	от всех	1	3
217	что он	10	3
218	в применении	1	2
