N	3gram	Losev_Vlad_1	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	1	7
3	во всяком случае	2	6
4	более или менее	3	5
5	а с другой	1	5
6	для того чтобы	2	5
7	о том что	7	4
8	и вместе с	1	4
9	к тому же	2	4
10	так или иначе	1	3
11	главным образом в	2	3
12	в конце концов	3	3
13	в связи с	1	3
14	тем не менее	2	3
15	в том что	7	3
16	в том виде	1	2
17	и потому что	3	2
18	но все это	1	2
19	в этом отношении	1	2
20	в значительной мере	1	2
21	то ни было	1	2
22	то что он	5	2
23	бы то ни	1	2
24	том виде в	1	2
25	то же время	4	2
26	но и для	1	2
27	можно сказать что	2	2
28	на то что	4	2
29	в то же	4	2
30	и в этом	1	2
31	притом не только	1	1
32	больше чем с	1	1
33	смерти этого последнего	1	1
34	в котором он	1	1
35	в самом деле	1	1
36	в настоящее время	1	1
37	свидетельствует о том	1	1
38	свою очередь с	1	1
39	людей но и	1	1
40	а следовательно и	1	1
41	и в то	2	1
42	с тем что	1	1
43	в то что	1	1
44	виде в каком	1	1
45	и иной раз	1	1
46	его жизнь в	1	1
47	в этой области	1	1
48	не потому что	1	1
49	но в то	1	1
50	на этот раз	4	1
51	смысле этого слова	1	1
52	смысле так и	1	1
53	ярко свидетельствует о	2	1
54	но в общем	1	1
55	потому что в	1	1
56	указывает на то	1	1
57	в разные стороны	1	1
58	из них не	1	1
59	еще и потому	2	1
60	до настоящего времени	1	1
61	что касается до	1	1
62	все это было	2	1
63	с другой стороны	3	1
64	лицом к лицу	1	1
65	один и тот	2	1
66	а в том	1	1
67	только то что	1	1
68	у него в	1	1
69	не может быть	3	1
70	что даже в	1	1
71	в то время	2	1
72	так и в	1	1
73	и что она	1	1
74	в свою очередь	1	1
75	это и есть	1	1
76	а после смерти	1	1
77	и никогда не	1	1
78	не только не	1	1
79	и по своим	2	1
80	после смерти этого	1	1
81	он в конце	1	1
82	в себе не	1	1
83	что и в	2	1
84	и только в	1	1
85	и тот же	2	1
