N	3gram	Losev_Vesc_1	Myshleni
1	для того чтобы	2	14
2	в том что	4	11
3	с точки зрения	3	9
4	так же как	1	7
5	друг с другом	1	7
6	по сравнению с	6	5
7	в этом отношении	1	5
8	заключается в том	1	5
9	можно сказать что	3	5
10	подобно тому как	4	4
11	то же самое	1	4
12	из того что	2	4
13	с этой точки	1	4
14	то время как	1	4
15	этой точки зрения	1	4
16	в то время	1	4
17	о том что	4	4
18	это значит что	19	4
19	сама по себе	3	4
20	и того же	1	3
21	не то что	1	3
22	до сих пор	1	3
23	можно было бы	1	3
24	с одной стороны	3	3
25	в свою очередь	4	3
26	не может быть	6	3
27	не только не	2	3
28	одного и того	1	3
29	вопрос о том	1	3
30	таким образом что	1	2
31	и тому же	1	2
32	в самом деле	4	2
33	так что в	3	2
34	о том как	1	2
35	необходимо должно быть	1	2
36	в зависимости от	1	2
37	того что мы	1	2
38	в той же	1	2
39	что только в	2	2
40	и то что	3	2
41	в свете того	1	2
42	если мы его	1	2
43	в одинаковой мере	1	2
44	то и другое	4	2
45	вместе с тем	1	2
46	и в частности	1	2
47	так как она	1	2
48	с другой стороны	2	2
49	в свое время	2	2
50	от того что	1	2
51	само по себе	1	2
52	хотя бы в	2	2
53	к одному и	1	2
54	мы видим что	1	2
55	одному и тому	1	2
56	я это делаю	1	2
57	по своей природе	1	1
58	что иное как	7	1
59	не может не	1	1
60	тот же самый	1	1
61	точки зрения и	1	1
62	да и в	1	1
63	или хотя бы	1	1
64	в ней нет	1	1
65	мы видим таким	1	1
66	что значит что	3	1
67	ничего не говорит	1	1
68	но мы не	1	1
69	более или менее	1	1
70	как и во	1	1
71	никто никогда не	1	1
72	сознательно и намеренно	1	1
73	новые и новые	1	1
74	потому что я	2	1
75	может быть совершенно	1	1
76	то что эта	1	1
77	одной стороны и	1	1
78	то что является	1	1
79	что в свою	1	1
80	все дело заключается	1	1
81	они вовсе не	1	1
82	сам по себе	3	1
83	независимо от того	1	1
84	что не только	1	1
85	в собственном смысле	2	1
86	кроме того что	1	1
87	и следовательно от	1	1
88	бы сказать что	2	1
89	это и значит	2	1
90	то в чем	1	1
91	сделать это в	1	1
92	одно и то	4	1
93	в применении к	1	1
94	стороны и что	1	1
95	если мы хотим	1	1
96	не что иное	7	1
97	и не с	2	1
98	то что составляет	1	1
99	в первом случае	2	1
100	если все это	1	1
101	это было бы	1	1
102	и то же	4	1
103	и потому что	1	1
104	остановиться только на	1	1
105	говорили выше что	1	1
106	психологической точки зрения	1	1
107	понятие должно быть	1	1
108	и ничего не	1	1
109	по себе без	2	1
110	с ним когда	1	1
111	ни на что	1	1
112	потому что она	1	1
113	мы можем установить	1	1
114	во всяком случае	2	1
115	ничего иного кроме	1	1
116	тем не менее	3	1
117	возникают сами собой	1	1
118	и во всяком	1	1
119	сказать что оно	1	1
120	в одном и	1	1
121	есть не что	5	1
122	не есть нечто	1	1
123	же самое время	1	1
124	мы не можем	1	1
125	для себя в	1	1
126	том смысле что	1	1
127	в том чтобы	1	1
128	не только потому	1	1
129	ту же самую	1	1
130	не то как	1	1
131	видим таким образом	1	1
132	и что все	1	1
133	понятий и не	1	1
134	нечто третье что	1	1
135	в то же	1	1
136	к тому что	2	1
137	в том смысле	1	1
138	в результате этого	1	1
139	тех или иных	1	1
140	как же это	1	1
141	как мы говорили	1	1
142	не есть просто	4	1
