N	3gram	Potebnia_M_2	Myshleni
1	в том что	7	17
2	вместе с тем	1	10
3	для того чтобы	2	7
4	в отличие от	1	6
5	с самого начала	2	6
6	в собственном смысле	1	6
7	с одной стороны	3	5
8	в связи с	1	5
9	тем не менее	5	5
10	что и в	1	5
11	и того же	6	4
12	то и другое	4	4
13	то время как	3	4
14	смысле этого слова	3	4
15	во всяком случае	7	4
16	в то время	4	4
17	одного и того	6	4
18	о том что	1	3
19	состоит в том	1	3
20	сами по себе	7	3
21	того что они	2	3
22	по сравнению с	1	3
23	с другой стороны	2	3
24	мы видели что	1	3
25	с тем что	1	3
26	на то что	3	3
27	в том виде	1	2
28	только потому что	2	2
29	имеет дело с	1	2
30	и той же	1	2
31	в этом смысле	2	2
32	и в этом	1	2
33	только в том	1	2
34	то что в	2	2
35	заключает в себе	4	2
36	вместе с этим	1	2
37	которых мы не	2	2
38	то что мы	2	2
39	столь же мало	1	2
40	не может быть	2	2
41	с этой точки	1	2
42	так и в	2	2
43	в свою очередь	6	2
44	само по себе	2	2
45	и все остальные	2	2
46	одной и той	1	2
47	как и в	1	2
48	и связанное с	1	1
49	тот же что	2	1
50	не в состоянии	4	1
51	сказали бы что	1	1
52	и слово с	1	1
53	и том же	1	1
54	которые не могут	2	1
55	наиболее близким к	1	1
56	жизни ребенка и	1	1
57	прежде всего следует	1	1
58	в состоянии объяснить	1	1
59	более или менее	8	1
60	он имеет дело	1	1
61	подобно тому как	4	1
62	в таком виде	1	1
63	в слове и	1	1
64	во многих случаях	1	1
65	о том как	1	1
66	в этом случае	1	1
67	остановиться на том	1	1
68	о которой мы	2	1
69	до сих пор	4	1
70	сам по себе	4	1
71	распадаются на две	1	1
72	видимой связи с	1	1
73	не говорит нам	1	1
74	бы то ни	1	1
75	между тем как	2	1
76	во всех этих	1	1
77	из того что	1	1
78	обратить внимание на	1	1
79	что оно не	1	1
80	со всеми остальными	1	1
81	развивается только в	1	1
82	могли бы быть	1	1
83	одном и том	1	1
84	бы если бы	1	1
85	только по степени	1	1
86	и связанные с	1	1
87	в применении к	1	1
88	что мы не	1	1
89	отношения между двумя	1	1
90	не потому что	1	1
91	в том чтобы	1	1
92	один из них	1	1
93	то ни было	1	1
94	мы не знаем	1	1
95	все же не	1	1
96	время как в	1	1
97	так как это	1	1
98	но и по	1	1
99	им самим и	1	1
100	не могут быть	3	1
101	но главным образом	1	1
102	того что она	1	1
103	на деле не	1	1
104	мы не видим	1	1
105	из них не	1	1
106	друг к другу	1	1
107	было бы если	1	1
108	мы таким образом	1	1
109	этого слова и	1	1
110	что с одной	1	1
111	имеет место в	1	1
112	но столь же	1	1
113	и как бы	1	1
114	с таким образом	2	1
115	между двумя другими	1	1
116	но тем не	3	1
117	мы не можем	3	1
118	во всем этом	2	1
119	между ними в	1	1
120	ничего общего с	1	1
121	того как он	1	1
122	и в самом	1	1
123	друг от друга	1	1
124	но все эти	1	1
125	место между двумя	1	1
126	но на деле	2	1
127	с мы можем	1	1
128	сама по себе	2	1
129	то что они	1	1
130	в нашей речи	1	1
131	здесь как и	1	1
132	вслед за этим	1	1
133	что известная часть	1	1
134	вне связи с	1	1
