N	2gram	Propp_Russ_2	Komedia
1	и в	29	22
2	т е	24	13
3	том что	22	12
4	в г	2	11
5	но и	8	11
6	в том	22	11
7	не только	10	10
8	в то	2	10
9	из них	4	10
10	и т	5	9
11	как и	11	9
12	может быть	13	9
13	таким образом	6	8
14	должны были	2	8
15	о том	9	8
16	и его	1	8
17	в одном	1	8
18	и не	1	8
19	в этой	3	7
20	и других	3	7
21	то же	4	6
22	тому же	1	6
23	и по	3	6
24	не в	4	6
25	в конце	1	6
26	что он	1	6
27	а в	9	6
28	в которой	2	6
29	что в	22	6
30	в народном	3	5
31	как в	7	5
32	то время	2	5
33	при этом	6	5
34	во время	12	5
35	iv в	1	5
36	потому что	5	5
37	так и	1	5
38	еще в	2	5
39	и даже	1	5
40	между тем	3	5
41	один из	2	5
42	уже в	1	5
43	в его	1	5
44	прежде всего	2	5
45	с другой	2	5
46	этой комедии	1	5
47	когда же	1	5
48	все это	10	5
49	другой стороны	1	5
50	время как	1	4
51	что они	1	4
52	но в	5	4
53	в нем	1	4
54	т д	5	4
55	в другом	1	4
56	г в	1	4
57	известно что	1	4
58	несмотря на	1	4
59	в котором	3	4
60	в их	2	4
61	так как	13	4
62	как мы	3	4
63	на него	1	4
64	примерно в	1	4
65	в в	1	4
66	так в	2	4
67	а также	4	4
68	что и	2	4
69	в качестве	3	4
70	тем что	3	4
71	именно в	4	4
72	комедии с	1	4
73	и особенно	1	4
74	же в	6	4
75	к этому	5	4
76	же как	4	3
77	в тех	1	3
78	в году	3	3
79	мы не	6	3
80	и о	3	3
81	и на	6	3
82	как правило	1	3
83	с одной	2	3
84	в этом	11	3
85	все же	2	3
86	хотя и	1	3
87	и как	2	3
88	на то	1	3
89	главным образом	3	3
90	и еще	2	3
91	здесь мы	2	3
92	и с	10	3
93	его в	8	3
94	первую очередь	1	3
95	чаще всего	1	3
96	в них	4	3
97	на основании	1	3
98	и ее	2	3
99	место в	1	3
100	вопрос о	4	3
101	не менее	2	3
102	однако в	1	3
103	на всю	1	3
104	из числа	1	3
105	того как	2	3
106	ничего не	1	3
107	на землю	3	3
108	этом отношении	1	3
109	у нас	4	3
110	могут быть	2	3
111	после того	2	3
112	там же	12	3
113	в образе	2	3
114	тот же	1	3
115	только в	1	3
116	в виде	4	3
117	отношение к	1	3
118	каждый из	2	3
119	как раз	1	3
120	песни в	3	3
121	в честь	3	3
122	так же	4	3
123	как это	4	3
124	по своему	1	3
125	одной стороны	2	3
126	в течение	2	3
127	здесь в	2	3
128	и все	4	3
129	все остальные	1	3
130	здесь и	1	2
131	ту же	1	2
132	на две	2	2
133	в и	3	2
134	на себя	2	2
135	это время	2	2
136	он был	1	2
137	тем как	1	2
138	совсем не	2	2
139	отличие от	3	2
140	к сожалению	1	2
141	относится к	1	2
142	несколько раз	1	2
143	независимо от	1	2
144	что к	1	2
145	что касается	1	2
146	что по	4	2
147	к числу	2	2
148	этой цели	2	2
149	в самом	1	2
150	право на	2	2
151	только один	1	2
152	не следует	1	2
153	в первую	1	2
154	не к	2	2
155	на этом	3	2
156	к г	1	2
157	связанные с	2	2
158	в число	1	2
159	на все	1	2
160	было бы	3	2
161	в новое	1	2
162	для них	2	2
163	мы видели	7	2
164	такой же	1	2
165	или менее	1	2
166	всяком случае	1	2
167	сл в	1	2
168	но он	3	2
169	тем не	2	2
170	в древней	1	2
171	одна из	11	2
172	г с	1	2
173	это еще	1	2
174	при всем	1	2
175	к ней	2	2
176	по своей	1	2
177	как будто	1	2
178	вывод что	2	2
179	на нем	1	2
180	до самого	1	2
181	что у	1	2
182	поэтому мы	1	2
183	из всего	1	2
184	мог бы	1	2
185	для этого	5	2
186	собой и	1	2
187	образом в	2	2
188	из других	1	2
189	находится в	1	2
190	и здесь	1	2
191	аналогии с	1	2
192	нас в	1	2
193	затем в	1	2
194	и во	1	2
195	под именем	3	2
196	от них	1	2
197	в форме	2	2
198	также в	2	2
199	и мир	1	2
200	указывает что	1	2
201	еще не	6	2
202	на сцену	1	2
203	по свидетельству	1	2
204	который в	1	2
205	в эти	1	2
206	из которых	2	2
207	вернуться к	1	2
208	в других	15	2
209	даже не	1	2
210	в период	1	2
211	на которые	1	2
212	и притом	1	2
213	то и	4	2
214	до конца	3	2
215	из наиболее	2	2
216	должна была	5	2
217	этой же	1	2
218	не может	5	2
219	вместе с	6	2
220	или по	1	2
221	но не	5	2
222	в состоянии	1	2
223	к нему	4	2
224	но это	1	2
225	и таким	1	2
226	или в	7	2
227	а к	2	2
228	будто бы	5	2
229	только что	1	2
230	то что	5	2
231	е в	10	2
232	в свою	1	2
233	из своей	1	2
234	ее в	8	2
235	в своих	2	2
236	во всяком	1	2
237	все что	1	2
238	а между	1	1
239	выражено в	1	1
240	женщины и	1	1
241	можно говорить	1	1
242	в применении	1	1
243	обычно в	1	1
244	в этот	10	1
245	на самом	2	1
246	не что	2	1
247	по времени	1	1
248	и всем	2	1
249	из самых	1	1
250	в нашу	1	1
251	народ на	1	1
252	объясняется и	1	1
253	и за	1	1
254	по его	1	1
255	одним из	2	1
256	мы уже	1	1
257	мужьям в	1	1
258	и была	1	1
259	выходят на	1	1
260	из своих	1	1
261	совпадает с	1	1
262	что иное	2	1
263	из того	1	1
264	то это	1	1
265	мы здесь	2	1
266	в ней	1	1
267	иное как	2	1
268	во всех	3	1
269	как у	1	1
270	он может	1	1
271	не входит	1	1
272	не все	4	1
273	ответ на	1	1
274	очевидно что	2	1
275	а и	2	1
276	нам право	2	1
277	при первом	1	1
278	в поисках	1	1
279	отнюдь не	1	1
280	течение всего	1	1
281	с этим	2	1
282	так называемая	1	1
283	с собой	1	1
284	своей среды	1	1
285	в своем	1	1
286	тех случаях	1	1
287	которая происходила	1	1
288	смысле этого	1	1
289	когда он	1	1
290	не являются	1	1
291	его к	1	1
292	нового и	1	1
293	более или	1	1
294	религиозных культов	1	1
295	и этим	1	1
296	хотя она	1	1
297	они выходят	1	1
298	что это	3	1
299	его также	1	1
300	с места	1	1
301	представляет собой	2	1
302	он в	1	1
303	только два	1	1
304	все по	1	1
305	из этих	2	1
306	приводит к	1	1
307	только на	1	1
308	тем он	1	1
309	остановиться на	1	1
310	производительных сил	1	1
311	ее как	1	1
312	как он	1	1
313	е из	1	1
314	не могла	1	1
315	что эти	1	1
316	к выводу	1	1
317	празднества и	1	1
318	состоит в	15	1
319	возвращение к	1	1
320	по существу	4	1
321	празднеств в	1	1
322	мира мир	1	1
323	подобно тому	3	1
324	людей и	2	1
325	что она	3	1
326	но все	1	1
327	что все	1	1
328	в каком-нибудь	1	1
329	об этом	2	1
330	наступало время	1	1
331	к заключению	1	1
332	на этой	1	1
333	от земли	2	1
334	и иногда	2	1
335	дома и	1	1
336	и под	3	1
337	эту же	1	1
338	и отдельные	1	1
339	уже знаем	1	1
340	перед нами	1	1
341	должен был	3	1
342	после этого	2	1
343	и находит	1	1
344	стариков и	1	1
345	нет в	1	1
346	по домам	3	1
347	землю как	1	1
348	а с	2	1
349	отсюда видно	1	1
350	с тем	6	1
351	и целые	1	1
352	отнести и	1	1
353	общую картину	1	1
354	в эту	3	1
355	в этих	3	1
356	можно только	1	1
357	не так	1	1
358	себя внимание	1	1
359	но если	3	1
360	и одно	1	1
361	фарса и	1	1
362	нас не	2	1
363	можно найти	1	1
364	а как	1	1
365	в город	1	1
366	этому же	1	1
367	в отличие	3	1
368	в которых	4	1
369	которые в	1	1
370	свет на	1	1
371	земле и	4	1
372	видно что	2	1
373	и более	1	1
374	том же	4	1
375	таких случаев	1	1
376	iii и	1	1
377	не была	1	1
378	части и	2	1
379	и очень	1	1
380	с развитием	2	1
381	при всех	1	1
382	подтверждается и	1	1
383	но они	1	1
384	комический эффект	1	1
385	в русской	1	1
386	без ответа	1	1
387	если в	1	1
388	сил природы	2	1
389	с и	1	1
390	не вызывает	1	1
391	также что	2	1
392	а может	1	1
393	того чтобы	6	1
394	изображать и	1	1
395	же цель	1	1
396	следовательно и	1	1
397	до самой	1	1
398	вся его	1	1
399	в коем	1	1
400	о принадлежности	1	1
401	и палки	1	1
402	в науке	1	1
403	борьба между	1	1
404	в дни	1	1
405	п в	12	1
406	во всем	2	1
407	и после	3	1
408	так например	1	1
409	можно рассматривать	1	1
410	до того	1	1
411	женщины в	1	1
