N	2gram	Tiupa_Anal_1	StatiiOP
1	и в	18	29
2	том что	12	27
3	в том	27	27
4	в этом	13	21
5	не только	15	19
6	но и	17	19
7	что в	5	19
8	о том	5	17
9	в его	13	13
10	что он	3	13
11	в которой	2	11
12	то что	6	11
13	таким образом	3	10
14	к тому	7	10
15	и т	3	9
16	он не	3	9
17	потому что	2	9
18	так и	4	9
19	этом отношении	2	9
20	и не	21	9
21	но в	8	8
22	как раз	1	8
23	по поводу	1	8
24	я не	1	7
25	в ней	1	7
26	в самом	6	7
27	но все	1	7
28	в своей	6	7
29	в котором	3	7
30	не столько	2	7
31	тому что	1	7
32	для того	4	7
33	в виду	1	7
34	с тем	1	7
35	вместе с	4	7
36	одним из	3	6
37	вопрос о	2	6
38	и на	5	6
39	все же	4	6
40	вовсе не	2	6
41	того чтобы	3	6
42	и его	5	6
43	и что	1	6
44	в одном	1	6
45	до сих	1	6
46	в течение	1	6
47	было бы	2	5
48	точки зрения	6	5
49	была бы	2	5
50	того что	4	5
51	между тем	5	5
52	в качестве	31	5
53	своего рода	3	5
54	прежде всего	6	5
55	а не	17	5
56	о чем	1	5
57	в той	8	5
58	как бы	5	5
59	сих пор	1	5
60	речь идет	1	4
61	хотя и	1	4
62	и к	3	4
63	не приходится	1	4
64	в нем	3	4
65	в другом	4	4
66	и с	2	4
67	не в	14	4
68	ничего не	1	4
69	и о	2	4
70	времени и	6	4
71	внимание на	1	4
72	связи с	1	4
73	при помощи	2	4
74	для него	2	4
75	с другой	4	4
76	именно в	4	4
77	действующих лиц	1	4
78	в частности	19	4
79	а как	2	4
80	в романе	1	4
81	например в	1	3
82	самом деле	2	3
83	на самом	2	3
84	в году	1	3
85	в их	5	3
86	по его	1	3
87	оба эти	1	3
88	хотя бы	3	3
89	царем и	1	3
90	но не	10	3
91	как в	1	3
92	в полном	1	3
93	не было	1	3
94	что это	1	3
95	в известном	1	3
96	тому же	4	3
97	в начале	2	3
98	отношений между	1	3
99	из них	2	3
100	ни в	4	3
101	в этих	1	3
102	одном из	1	3
103	но он	1	3
104	по себе	4	3
105	не менее	1	3
106	в обоих	1	3
107	никогда не	2	3
108	нельзя не	1	3
109	на себя	2	3
110	и по	2	3
111	оно не	1	3
112	на вопрос	4	3
113	наконец в	1	3
114	но это	1	3
115	так что	1	3
116	всяком случае	1	3
117	т п	3	3
118	обращает на	1	3
119	и даже	1	3
120	а с	3	3
121	пушкина как	2	3
122	сколько в	1	3
123	другой стороны	2	3
124	не является	2	3
125	во всяком	1	3
126	как известно	3	2
127	также и	2	2
128	того же	4	2
129	вне всякого	1	2
130	смысл этого	1	2
131	то же	9	2
132	и была	1	2
133	в полной	3	2
134	действующего лица	1	2
135	пребывания в	1	2
136	бы то	3	2
137	с его	3	2
138	присутствует в	1	2
139	тогда как	14	2
140	отличие от	6	2
141	нет и	2	2
142	мере в	3	2
143	и как	5	2
144	по пути	1	2
145	более или	1	2
146	все эти	2	2
147	в этой	5	2
148	в себе	11	2
149	и те	1	2
150	как он	3	2
151	на его	2	2
152	при этом	12	2
153	если бы	3	2
154	видел в	1	2
155	первой части	1	2
156	не к	2	2
157	и более	4	2
158	о мире	1	2
159	том же	1	2
160	то ни	3	2
161	а затем	1	2
162	тем в	1	2
163	для своей	1	2
164	его в	1	2
165	как и	13	2
166	несмотря на	2	2
167	всякого сомнения	1	2
168	действительно не	1	2
169	что собственно	1	2
170	или менее	1	2
171	себя внимание	1	2
172	в отношении	1	2
173	к истории	1	2
174	с точки	4	2
175	в отличие	6	2
176	времени не	1	2
177	борьбу с	1	2
178	даже в	3	2
179	суждения о	1	2
180	в то	9	2
181	дело не	3	2
182	в процессе	2	2
183	это еще	1	2
184	только не	2	2
185	б в	1	2
186	не может	22	2
187	только с	1	2
188	не до	1	2
189	в области	4	2
190	образом не	2	2
191	в каком	1	2
192	или лучше	1	2
193	на это	1	2
194	где он	1	2
195	самом тексте	1	2
196	в ее	1	2
197	лучше сказать	1	2
198	на произведение	1	2
199	в классической	1	2
200	и сам	2	2
201	особенно в	2	2
202	еще в	2	2
203	он был	1	2
204	а также	3	2
205	говорит об	1	2
206	лирической поэзии	1	2
207	в которую	1	2
208	что и	3	2
209	которой в	1	2
210	и дело	1	2
211	в какой	2	2
212	только в	6	2
213	бы ни	2	2
214	по этому	1	2
215	в пушкинской	1	2
216	ни с	3	2
217	совершенно свободен	1	2
218	сами по	2	2
219	так как	2	2
220	случае не	2	2
221	может быть	29	2
222	в них	1	2
223	эту сторону	1	2
224	в особенности	1	2
225	со стороны	2	2
226	обращении к	1	2
227	с той	1	2
228	и др	1	2
229	говорит о	1	2
230	его как	1	2
231	как говорит	2	2
232	если не	1	2
233	связь с	1	2
234	и потому	2	2
235	как это	1	2
236	что именно	2	2
237	к своему	1	2
238	по своему	1	2
239	в данном	2	2
240	такого рода	5	2
241	из этой	1	2
242	с этой	1	2
243	ее в	1	2
244	столько в	1	2
245	той мере	2	2
246	в результате	1	2
247	не должен	2	2
248	во время	1	2
249	ни было	4	2
250	совершенно не	1	2
251	утверждать что	1	2
252	они не	1	2
253	наш случай	1	1
254	зависимость от	1	1
255	сам по	1	1
256	с кем	1	1
257	и то	2	1
258	он написан	2	1
259	в первом	2	1
260	отношения между	1	1
261	по преимуществу	1	1
262	и до	2	1
263	не имеют	1	1
264	в какой-то	1	1
265	в зависимости	1	1
266	той же	2	1
267	на тех	1	1
268	и значение	1	1
269	мы не	1	1
270	точкой зрения	1	1
271	есть нечто	1	1
272	в сущности	6	1
273	совпадает с	2	1
274	не вполне	1	1
275	из того	4	1
276	в составе	2	1
277	событий и	1	1
278	ни малейшего	1	1
279	как не	1	1
280	литературы и	1	1
281	еще не	3	1
282	такое отношение	2	1
283	он сам	1	1
284	в чем	1	1
285	принцип чередования	2	1
286	научное изучение	1	1
287	истинный смысл	1	1
288	а тем	1	1
289	но как	1	1
290	в сторону	1	1
291	по отношению	6	1
292	одни и	1	1
293	отношение к	2	1
294	с легкой	2	1
295	произведение не	2	1
296	тут же	1	1
297	не просто	2	1
298	в поисках	1	1
299	более чем	4	1
300	независимо от	1	1
301	до его	2	1
302	что как	3	1
303	сюжетного построения	2	1
304	что касается	1	1
305	чем нам	1	1
306	именно эта	1	1
307	о самом	1	1
308	в литературном	1	1
309	а во-вторых	1	1
310	представляет собой	16	1
311	к месту	2	1
312	не оставляет	1	1
313	из этих	2	1
314	и тот	1	1
315	зависимости от	1	1
316	только один	1	1
317	не превращает	1	1
318	в ряду	2	1
319	не следует	4	1
320	кажется не	1	1
321	языком а	1	1
322	а то	1	1
323	вследствие этого	3	1
324	от которого	2	1
325	одному из	2	1
326	в принципе	8	1
327	не как	1	1
328	нам только	1	1
329	свое время	2	1
330	языком и	1	1
331	его от	1	1
332	на этом	2	1
333	одно и	1	1
334	в основу	1	1
335	же касается	1	1
336	к тексту	2	1
337	те же	1	1
338	была в	1	1
339	литературным произведением	2	1
340	читать и	1	1
341	заключается в	1	1
342	с другими	4	1
343	этом смысле	1	1
344	роль в	2	1
345	более очевидных	1	1
346	и тем	1	1
347	оказалась не	1	1
348	еще одно	1	1
349	для них	1	1
350	текст в	2	1
351	в действии	1	1
352	и уже	1	1
353	на своего	1	1
354	например или	1	1
355	для чего	2	1
356	такой же	2	1
357	которой обладают	1	1
358	над его	1	1
359	еще раз	1	1
360	вопроса об	1	1
361	которую я	1	1
362	от своего	2	1
363	место в	3	1
364	то его	1	1
365	об отсутствии	1	1
366	вплоть до	1	1
367	и той	1	1
368	однако сам	1	1
369	от слов	1	1
370	и эти	1	1
371	нас к	1	1
372	сущности говоря	1	1
373	себе целью	1	1
374	одна из	1	1
375	первая часть	1	1
376	какой он	1	1
377	на него	1	1
378	тех пор	1	1
379	было не	1	1
380	в основе	6	1
381	возвращении в	1	1
382	однако если	1	1
383	смысл его	3	1
384	же время	6	1
385	этих двух	1	1
386	степени соответствуют	1	1
387	к концу	1	1
388	прежде чем	1	1
389	в текст	3	1
390	как будто	3	1
391	на все	2	1
392	уже о	1	1
393	исходить из	1	1
394	и вместе	1	1
395	не могут	3	1
396	он и	1	1
397	отличается от	2	1
398	служить и	1	1
399	я чувствую	1	1
400	от элементов	1	1
401	тогда я	1	1
402	языка по	1	1
403	как мы	2	1
404	в свое	2	1
405	что все	1	1
406	свою очередь	1	1
407	здесь не	2	1
408	не могу	2	1
409	данном случае	2	1
410	в в	1	1
411	были бы	1	1
412	х годов	2	1
413	уже потому	1	1
414	мысль о	2	1
415	в пределах	2	1
416	затем уже	1	1
417	на том	1	1
418	не так	1	1
419	не с	4	1
420	с самим	1	1
421	к тем	1	1
422	разного рода	3	1
423	в диалог	1	1
424	и всякого	1	1
425	два направления	1	1
426	опираются на	3	1
427	образом в	1	1
428	быть ни	1	1
429	но к	2	1
430	столь же	4	1
431	одного из	2	1
432	можно сказать	2	1
433	понимая что	1	1
434	и во	1	1
435	и вследствие	1	1
436	на всех	1	1
437	связь между	1	1
438	недели в	1	1
439	не дал	1	1
440	или иначе	1	1
441	во втором	1	1
442	эти два	1	1
443	нуждается в	8	1
444	чем и	2	1
445	но нельзя	1	1
446	все время	1	1
447	персонажами в	1	1
448	в лице	1	1
449	следует однако	1	1
450	для установления	1	1
451	и всего	1	1
452	не случайно	3	1
453	один из	2	1
454	в двух	2	1
455	тот же	1	1
456	по возвращении	1	1
457	будто бы	3	1
458	его выражению	1	1
459	он уже	1	1
460	который в	2	1
461	к числу	1	1
462	самом себе	1	1
463	и жизни	1	1
464	том чтобы	7	1
465	не будет	3	1
466	с какой	1	1
467	только на	1	1
468	языка как	1	1
469	от других	1	1
470	себе в	2	1
471	могло бы	1	1
472	а в	9	1
473	не о	2	1
474	может служить	2	1
475	у него	1	1
476	принципиально не	3	1
477	смысле слова	1	1
478	ставит себе	1	1
479	следует понимать	1	1
480	представляют собой	2	1
481	даже не	1	1
482	за пределы	2	1
483	строится в	1	1
484	и быть	1	1
485	представляет собою	2	1
486	или о	1	1
487	романа в	2	1
488	себя и	4	1
489	что для	1	1
490	то и	1	1
491	мы и	1	1
492	в ту	1	1
493	одну из	1	1
494	не подлежит	1	1
495	его собственной	1	1
496	что из	2	1
497	бы как	1	1
498	в связи	1	1
499	виде в	1	1
500	в пушкинском	1	1
501	ни на	1	1
502	над ним	1	1
503	социального поведения	1	1
504	если оно	1	1
505	что же	2	1
506	выражению не	1	1
507	легкой руки	2	1
508	да и	1	1
509	говоря уже	1	1
510	я с	1	1
511	жизни в	1	1
512	анализ в	4	1
513	быть не	3	1
514	внешнего мира	2	1
515	в ранг	1	1
516	известном смысле	1	1
517	как нам	1	1
518	внимания на	1	1
519	вокруг него	1	1
520	силу и	1	1
521	вы говорите	1	1
522	при всем	1	1
523	писал в	2	1
524	является ли	1	1
525	к сюжету	1	1
526	и для	1	1
527	и сами	1	1
528	отвечает на	2	1
529	будет иметь	1	1
530	и от	1	1
