N	2gram	Propp_Russ_2	Dialekti
1	т е	24	48
2	и не	1	27
3	а не	4	26
4	и т	5	24
5	и в	29	24
6	не только	10	23
7	т д	5	23
8	не может	5	19
9	не просто	1	18
10	ничего не	1	17
11	и есть	1	16
12	и что	5	15
13	что все	1	14
14	то что	5	14
15	в таком	4	14
16	таким образом	6	13
17	что он	1	13
18	может быть	13	13
19	и даже	1	13
20	в мифе	1	13
21	что это	3	12
22	того что	3	12
23	есть и	1	12
24	не менее	2	11
25	не имеет	3	11
26	отнюдь не	1	10
27	тем не	2	10
28	то это	1	9
29	что она	3	9
30	но и	8	9
31	в этом	11	8
32	и как	2	8
33	так что	4	8
34	в виде	4	8
35	прежде всего	2	8
36	том что	22	8
37	это и	2	7
38	в самом	1	7
39	как и	11	7
40	никогда не	2	7
41	как раз	1	7
42	потому что	5	7
43	в виду	2	7
44	только на	1	7
45	в особенности	1	7
46	что в	22	7
47	что иное	2	6
48	иное как	2	6
49	то же	4	6
50	об этом	2	6
51	и с	10	6
52	превращается в	1	6
53	оно не	1	6
54	е что	1	6
55	если бы	1	6
56	что и	2	6
57	о том	9	6
58	так как	13	6
59	даже не	1	6
60	и пр	2	6
61	не на	1	6
62	и все	4	6
63	все это	10	6
64	кроме того	2	6
65	но если	3	6
66	не что	2	6
67	вопрос о	4	5
68	что его	1	5
69	хотя и	1	5
70	есть ли	1	5
71	так и	1	5
72	было бы	3	5
73	в них	4	5
74	мы не	6	5
75	и тогда	1	5
76	в том	22	5
77	в то	2	5
78	тогда когда	4	5
79	и притом	1	5
80	и его	1	5
81	только в	1	5
82	уже не	4	5
83	одно из	2	5
84	что для	3	5
85	как это	4	5
86	с этой	2	5
87	но это	1	5
88	или не	1	5
89	только как	2	5
90	как на	1	5
91	и то	2	4
92	время как	1	4
93	говорить о	1	4
94	мы и	1	4
95	нет и	1	4
96	во что	1	4
97	подобно тому	3	4
98	это не	5	4
99	на первый	3	4
100	что есть	1	4
101	как о	1	4
102	и это	1	4
103	то время	2	4
104	можно только	1	4
105	жизнь и	2	4
106	с другой	2	4
107	е не	1	4
108	для него	1	4
109	говорит о	2	4
110	у нас	4	4
111	так же	4	4
112	тому как	3	4
113	говорить что	2	4
114	при всем	1	4
115	только что	1	4
116	е в	10	4
117	сказать что	1	4
118	из самых	1	3
119	мы уже	1	3
120	и на	6	3
121	в одной	1	3
122	что именно	1	3
123	с этим	2	3
124	в своем	1	3
125	только тогда	3	3
126	все же	2	3
127	перед нами	1	3
128	все эти	3	3
129	тем более	1	3
130	на то	1	3
131	в нем	1	3
132	он должен	1	3
133	не будет	1	3
134	того или	1	3
135	он есть	2	3
136	факты как	1	3
137	должно быть	2	3
138	как все	1	3
139	мир и	1	3
140	не в	4	3
141	из которых	2	3
142	она не	3	3
143	одна из	11	3
144	в основе	1	3
145	но она	2	3
146	в коем	1	3
147	на себя	2	3
148	во всем	2	3
149	этот миф	1	3
150	и о	3	3
151	и этим	1	3
152	утверждает что	1	3
153	к нему	4	3
154	не надо	1	3
155	все время	1	3
156	быть и	1	3
157	или же	5	3
158	и ее	2	3
159	с одной	2	3
160	есть в	2	3
161	то и	4	3
162	при помощи	1	3
163	из них	4	3
164	мир в	1	3
165	друг друга	3	3
166	случае не	1	3
167	тем что	3	3
168	для того	6	3
169	не было	2	3
170	одной стороны	2	3
171	как бы	18	3
172	на другое	1	3
173	с полной	1	3
174	и от	3	3
175	понимать как	1	3
176	также не	1	3
177	все что	1	3
178	например в	1	2
179	же как	4	2
180	что если	1	2
181	так чтобы	2	2
182	в разные	2	2
183	из того	1	2
184	которое не	1	2
185	в ней	1	2
186	еще не	6	2
187	на них	4	2
188	но не	5	2
189	есть смерть	1	2
190	и где	1	2
191	но в	5	2
192	из этих	2	2
193	тому же	1	2
194	но на	1	2
195	и если	1	2
196	вообще не	1	2
197	при этом	6	2
198	что у	1	2
199	и по	3	2
200	на этом	3	2
201	людей и	2	2
202	а когда	1	2
203	и чтобы	1	2
204	обе стороны	2	2
205	чаще всего	1	2
206	только одно	1	2
207	из нее	2	2
208	показывает что	8	2
209	на основании	1	2
210	несмотря на	1	2
211	же они	1	2
212	всяком случае	1	2
213	в их	2	2
214	их в	4	2
215	что этот	1	2
216	с которой	1	2
217	но они	1	2
218	третий день	1	2
219	можно понимать	1	2
220	иметь в	1	2
221	следовательно и	1	2
222	говорят что	1	2
223	учения о	1	2
224	и является	1	2
225	же он	1	2
226	когда мы	2	2
227	могут быть	2	2
228	все еще	1	2
229	как мы	3	2
230	и сами	1	2
231	так в	2	2
232	ноги и	1	2
233	и когда	1	2
234	то как	1	2
235	для этого	5	2
236	и вообще	1	2
237	нас к	3	2
238	и здесь	1	2
239	нас в	1	2
240	и во	1	2
241	ее от	2	2
242	в его	1	2
243	природы и	2	2
244	как объяснить	4	2
