N	2gram	Savitsky_P_1	Tvorches
1	и в	14	20
2	и т	3	13
3	не только	17	13
4	т д	1	11
5	никогда не	1	11
6	как бы	4	11
7	в то	7	10
8	в его	2	10
9	и не	12	9
10	и с	2	8
11	в том	9	8
12	может быть	5	8
13	в этом	10	8
14	прежде всего	3	8
15	но и	6	8
16	то же	9	7
17	это не	3	7
18	же время	7	7
19	наряду с	3	7
20	потому что	3	7
21	не может	4	7
22	xix века	6	7
23	что в	4	7
24	как и	1	6
25	именно в	2	6
26	а не	2	6
27	в основном	1	6
28	все это	2	6
29	например в	2	5
30	еще не	1	5
31	и на	1	5
32	но не	3	5
33	все же	1	5
34	в этой	1	5
35	если он	1	5
36	в мире	2	5
37	в творчестве	1	5
38	так же	1	5
39	мы не	3	4
40	и достоевский	1	4
41	отнюдь не	2	4
42	хотя и	3	4
43	но в	9	4
44	не в	5	4
45	если бы	4	4
46	тем самым	3	4
47	мы видим	1	4
48	в душе	1	4
49	творчестве достоевского	1	4
50	а в	4	4
51	и потому	4	4
52	том что	4	4
53	же как	1	3
54	и через	1	3
55	а с	1	3
56	г а	1	3
57	в себе	3	3
58	в нем	3	3
59	а затем	1	3
60	его в	1	3
61	и мы	2	3
62	в самом	1	3
63	в котором	4	3
64	место в	1	3
65	в которых	5	3
66	одна из	2	3
67	казалось бы	1	3
68	и это	2	3
69	быть может	6	3
70	между тем	3	3
71	е а	1	3
72	в начале	2	3
73	то что	4	3
74	что не	1	3
75	в свете	1	3
76	вместе с	1	3
77	нет ничего	1	3
78	как известно	1	2
79	от этой	1	2
80	и есть	2	2
81	по преимуществу	1	2
82	говорить о	2	2
83	в xix	2	2
84	в ее	2	2
85	в истории	1	2
86	в которой	1	2
87	во многих	1	2
88	и если	4	2
89	наш взгляд	1	2
90	в статье	2	2
91	при виде	1	2
92	на наш	1	2
93	и по	1	2
94	особенно в	1	2
95	к миру	1	2
96	и некоторых	1	2
97	и еще	1	2
98	не столько	2	2
99	в отличие	1	2
100	не менее	2	2
101	эта мысль	1	2
102	xviii века	1	2
103	в русской	4	2
104	другой стороны	1	2
105	xix веке	2	2
106	могут быть	3	2
107	ли не	1	2
108	как по	1	2
109	сводится к	3	2
110	и что	1	2
111	что его	1	2
112	восходит к	1	2
113	и только	1	2
114	всяком случае	1	2
115	а н	5	2
116	в которую	2	2
117	с ними	3	2
118	только в	7	2
119	и ее	1	2
120	себя в	1	2
121	уже в	1	2
122	в виде	2	2
123	р г	1	2
124	и других	2	2
125	из них	2	2
126	давно уже	1	2
127	друг друга	1	2
128	отличие от	1	2
129	с другой	5	2
130	не было	2	2
131	идеи в	1	2
132	не означает	1	2
133	в частности	2	2
134	к жизни	1	2
135	в россии	3	2
136	думается что	1	2
137	из этой	1	2
138	и м	1	2
139	ни к	1	2
140	видим в	1	2
141	и без	3	2
142	а я	5	2
143	во всяком	1	2
144	чем было	1	1
145	можно говорить	1	1
146	в сфере	2	1
147	с с	2	1
148	связана с	1	1
149	переход от	2	1
150	века в	1	1
151	из всех	1	1
152	что если	1	1
153	что уже	1	1
154	был побежден	1	1
155	этом не	1	1
156	не вполне	1	1
157	на себя	1	1
158	выразилось в	1	1
159	грехе и	1	1
160	мы и	1	1
161	литературы и	1	1
162	он был	1	1
163	с его	1	1
164	во всех	2	1
165	и и	2	1
166	но как	1	1
167	в противоречии	1	1
168	не все	1	1
169	если в	2	1
170	в жизни	2	1
171	в рамках	1	1
172	с этим	2	1
173	л е	2	1
174	и как	3	1
175	и к	4	1
176	единственно возможным	1	1
177	что это	1	1
178	живет в	1	1
179	в известном	1	1
180	представляет собой	1	1
181	чуть ли	1	1
182	из этих	1	1
183	думать что	2	1
184	смысл этого	1	1
185	в жертву	1	1
186	на то	1	1
187	р а	3	1
188	к исторически	1	1
189	главным образом	2	1
190	мысли и	1	1
191	не внешнее	1	1
192	и эти	1	1
193	идеи и	1	1
194	не к	2	1
195	в силу	2	1
196	и вот	2	1
197	свои собственные	1	1
198	наших глазах	1	1
199	н а	10	1
200	в каждом	1	1
201	что все	1	1
202	м а	2	1
203	ценности и	1	1
204	заключается в	3	1
205	было бы	6	1
206	по себе	4	1
207	сказывается в	2	1
208	в ином	1	1
209	и веры	1	1
210	для них	2	1
211	из нее	1	1
212	в них	2	1
213	в действии	1	1
214	страстная и	1	1
215	мы знаем	1	1
216	ведет к	1	1
217	в развитии	1	1
218	должно быть	2	1
219	вячеслав иванов	1	1
220	в эту	2	1
221	в этих	1	1
222	в г	1	1
223	в ходе	1	1
224	знаем что	1	1
225	и о	5	1
226	в философии	1	1
227	и более	1	1
228	и достоевского	2	1
229	не главного	1	1
230	в идеологическом	1	1
231	она не	1	1
232	что с	1	1
233	л и	4	1
234	она ни	2	1
235	которые были	1	1
236	материалы и	1	1
237	не имеет	1	1
238	на путях	4	1
239	это сделать	1	1
240	она должна	1	1
241	в русском	2	1
242	или его	1	1
243	создается в	2	1
244	с чертами	1	1
245	именно потому	1	1
246	в области	11	1
247	есть у	1	1
248	в момент	1	1
249	стороны и	2	1
250	будущее в	1	1
251	числе и	1	1
252	что оно	1	1
253	всего что	1	1
254	к истокам	1	1
255	в применении	1	1
256	должен быть	1	1
257	представляют собой	1	1
258	в обстановке	7	1
259	не надобно	1	1
260	на основе	1	1
261	мысль о	2	1
262	только то	1	1
263	в себя	1	1
264	культуры и	1	1
265	в пределах	8	1
266	не с	1	1
267	ясно что	1	1
268	с собой	1	1
269	еще в	1	1
270	развития в	1	1
271	когда в	1	1
272	веры в	1	1
273	в которые	1	1
274	что от	1	1
275	к использованию	1	1
276	является в	2	1
277	без которой	1	1
278	и здесь	1	1
279	характер этого	1	1
280	столь же	3	1
281	он таков	1	1
282	ли или	1	1
283	с одной	3	1
284	может не	1	1
285	русской литературы	1	1
286	как она	1	1
287	и мир	1	1
288	в сферу	1	1
289	xix век	2	1
290	в современной	1	1
291	известном смысле	1	1
292	в формах	1	1
293	может оказаться	1	1
294	переходит в	1	1
295	в большинстве	1	1
296	положение что	1	1
297	и везде	1	1
298	на этих	2	1
