N	2gram	Medvedev_V_1	Narrotol
1	не только	25	26
2	а не	7	17
3	но и	10	15
4	в том	15	14
5	в качестве	11	14
6	и не	19	14
7	в этом	26	13
8	и в	26	13
9	том что	8	13
10	только в	7	11
11	в частности	11	11
12	может быть	22	10
13	в данном	1	10
14	у чехова	1	9
15	сводится к	3	9
16	так и	5	9
17	то есть	1	9
18	к тому	4	9
19	а в	3	9
20	в себе	6	8
21	то что	6	8
22	не в	6	8
23	не может	17	8
24	у него	6	6
25	в своем	8	6
26	все же	5	6
27	и к	3	6
28	но в	2	6
29	всего лишь	3	6
30	в жизни	2	6
31	никогда не	4	6
32	данном случае	1	6
33	можно сказать	4	6
34	а также	1	6
35	в его	14	6
36	вслед за	2	6
37	того что	3	6
38	прежде всего	13	6
39	как бы	5	6
40	ответ на	1	5
41	что он	4	5
42	как в	1	5
43	хотя и	2	5
44	в нем	6	5
45	он не	2	5
46	таким образом	31	5
47	на протяжении	1	5
48	далеко не	2	5
49	точки зрения	3	5
50	в котором	3	5
51	не столько	2	5
52	в то	6	5
53	на него	1	5
54	о том	10	5
55	в форме	3	5
56	с одной	2	5
57	по отношению	7	5
58	с другой	11	5
59	одной стороны	2	5
60	в той	1	5
61	отношению к	7	5
62	то же	10	4
63	и мира	1	4
64	в ее	4	4
65	в этой	4	4
66	отнюдь не	3	4
67	перед нами	4	4
68	тому же	1	4
69	в силу	11	4
70	уже не	1	4
71	об этом	9	4
72	войны и	2	4
73	все его	2	4
74	в своей	4	4
75	в конце	3	4
76	не менее	2	4
77	при всей	2	4
78	если бы	3	4
79	как у	2	4
80	в другом	2	4
81	в какой	1	4
82	свидетельствует о	1	4
83	для него	8	4
84	как и	7	4
85	мира в	1	4
86	как это	12	4
87	не является	5	4
88	и все	1	4
89	с ним	1	4
90	же в	6	4
91	и у	2	4
92	жизни и	3	4
93	что в	10	4
94	самом деле	1	3
95	а как	2	3
96	мы имеем	3	3
97	с его	3	3
98	но не	2	3
99	что они	3	3
100	в целом	4	3
101	все эти	6	3
102	в известном	1	3
103	и его	6	3
104	так сказать	2	3
105	не следует	8	3
106	и по	3	3
107	конечном счете	5	3
108	того или	2	3
109	в итоге	1	3
110	соответствии с	1	3
111	в слове	3	3
112	которой он	1	3
113	тому что	6	3
114	одна из	4	3
115	пока еще	2	3
116	того чтобы	3	3
117	же время	5	3
118	этом отношении	13	3
119	той или	1	3
120	и сам	1	3
121	мира и	3	3
122	действующих лиц	5	3
123	строго говоря	1	3
124	между собой	1	3
125	о котором	1	3
126	о нем	1	3
127	внимание на	1	3
128	следует подчеркнуть	1	3
129	в конечном	7	3
130	по слову	1	3
131	это не	7	3
132	к ней	1	3
133	один из	5	3
134	с ними	4	3
135	никак не	1	3
136	между тем	5	3
137	или даже	1	3
138	представить себе	2	3
139	как раз	3	3
140	и даже	2	3
141	или иной	2	3
142	в соответствии	1	3
143	да и	1	3
144	с этой	1	3
145	и для	2	3
146	а к	1	3
147	сказать что	5	3
148	к его	2	3
149	или иного	1	3
150	в таком	1	3
151	и т	23	2
152	он может	2	2
153	только эти	1	2
154	по его	2	2
155	же как	2	2
156	своих героев	2	2
157	подчеркнуть что	2	2
158	в каждой	1	2
159	в ней	2	2
160	еще не	2	2
161	он сам	2	2
162	в чем	2	2
163	себе и	2	2
164	не являются	1	2
165	мертвых душ	1	2
166	в самом	4	2
167	бы с	1	2
168	из этих	7	2
169	роль в	4	2
170	как он	2	2
171	на то	1	2
172	жизнью и	1	2
173	что она	2	2
174	когда все	1	2
175	которая не	2	2
176	зрения на	1	2
177	личного опыта	1	2
178	персонажей и	2	2
179	было бы	7	2
180	систему персонажей	1	2
181	со своими	1	2
182	несмотря на	1	2
183	и что	1	2
184	часто не	2	2
185	от его	2	2
186	в памяти	1	2
187	но он	1	2
188	не имеет	1	2
189	в процессе	16	2
190	как о	2	2
191	говорить о	2	2
192	достоевского и	2	2
193	не могло	1	2
194	только не	2	2
195	имеем дело	1	2
196	потому что	1	2
197	для нас	1	2
198	со своим	2	2
199	в сознании	4	2
200	не вполне	2	2
201	в области	2	2
202	у нас	2	2
203	личности в	1	2
204	все то	1	2
205	но для	2	2
206	и он	2	2
207	подобно тому	2	2
208	по определению	1	2
209	здесь не	1	2
210	и служит	1	2
