1	не может	9	17
2	точки зрения	12	12
3	может быть	20	12
4	таким образом	4	11
5	мы не	1	9
6	в каждом	2	8
7	и в	19	7
8	в этом	8	7
9	мы можем	1	6
10	как и	10	6
11	и не	30	6
12	ничего не	3	6
13	в результате	2	6
14	с точки	8	5
15	все эти	2	5
16	прежде всего	8	5
17	что же	2	5
18	же это	4	4
19	зависимости от	2	4
20	нет и	1	4
21	а в	4	4
22	вместе с	2	4
23	в том	14	4
24	если мы	2	4
25	в целом	1	4
26	не только	19	4
27	мы должны	2	4
28	как бы	14	4
29	их в	2	4
30	из них	3	4
31	вопрос о	3	4
32	это не	10	4
33	жизни и	6	4
34	в дальнейшем	1	4
35	в зависимости	2	4
36	так как	14	4
37	ведь это	3	3
38	а все	1	3
39	в области	2	3
40	а не	16	3
41	мы называем	1	3
42	еще не	4	3
43	было бы	3	3
44	из двух	1	3
45	может не	4	3
46	состоит из	1	3
47	ясно что	4	3
48	отличается от	1	3
49	то же	12	3
50	при этом	4	3
51	не в	8	3
52	все это	4	3
53	и к	7	3
54	и мы	3	3
55	и потому	5	3
56	когда мы	3	3
57	в нем	10	3
58	мы получим	1	3
59	он может	2	3
60	в системе	2	3
61	уже в	4	3
62	и все	12	3
63	но в	2	3
64	одна из	1	3
65	в конце	2	3
66	в этой	3	3
67	с самого	2	3
68	что она	14	3
69	поэтому мы	1	3
70	самого начала	2	3
71	в одном	4	3
72	в себе	15	3
73	но мы	2	3
74	все же	4	3
75	мы получаем	2	3
76	он в	1	3
77	отнюдь не	6	3
78	как он	4	3
79	если же	1	2
80	дает нам	1	2
81	так сказать	1	2
82	не менее	3	2
83	значение в	1	2
84	на его	2	2
85	ее на	1	2
86	не могут	4	2
87	могут быть	4	2
88	это за	3	2
89	тем же	2	2
90	принципиально не	1	2
91	что такое	3	2
92	может иметь	3	2
93	только так	1	2
94	знаем что	1	2
95	в виде	2	2
96	тем не	2	2
97	говорим о	1	2
98	но все	2	2
99	к чему	1	2
100	с другом	1	2
101	всяком случае	2	2
102	в которой	2	2
