N	2gram	Voloshinov_2	UchenyiS
1	и в	19	14
2	а не	9	10
3	не только	13	10
4	прежде всего	7	8
5	и не	19	8
6	не может	18	7
7	в этом	15	7
8	то что	4	7
9	может быть	28	6
10	то же	16	5
11	и только	1	5
12	в художественном	1	5
13	все это	1	5
14	хотя бы	6	5
15	перестает быть	1	5
16	с другой	3	4
17	но и	10	4
18	что такое	1	4
19	в их	5	4
20	в конечном	1	4
21	конечном счете	1	4
22	в этой	3	4
23	конечно не	4	4
24	то ни	5	3
25	и то	3	3
26	это не	4	3
27	было бы	4	3
28	как и	9	3
29	в своей	3	3
30	или точнее	1	3
31	и т.д	4	3
32	бы то	4	3
33	и формы	3	3
34	в то	8	3
35	все же	5	3
36	но в	7	3
37	формы в	1	3
38	не следует	2	3
39	же время	8	3
40	у нас	3	3
41	другой стороны	1	3
42	по нашему	1	3
43	для него	9	3
44	не как	3	3
45	ни было	6	3
46	не о	1	3
47	тем менее	1	2
48	что все	1	2
49	крайней мере	2	2
50	же не	1	2
51	именно как	2	2
52	одним из	2	2
53	и с	2	2
54	до сих	3	2
55	ее нельзя	1	2
56	а как	4	2
57	это было	2	2
58	самом деле	9	2
59	в буквальном	1	2
60	форму и	3	2
61	вся работа	1	2
62	противном случае	2	2
63	должна быть	4	2
64	к области	1	2
65	в некоторых	1	2
66	превращается в	1	2
67	мы не	2	2
68	не приходится	1	2
69	о чем	2	2
70	является в	2	2
71	на эту	1	2
72	если бы	11	2
73	ничего не	4	2
74	не столько	1	2
75	если не	1	2
76	том что	10	2
77	сводится к	2	2
78	мы и	1	2
79	установку на	1	2
80	в широком	1	2
81	с его	8	2
82	но не	2	2
83	не все	1	2
84	в его	5	2
85	по крайней	2	2
86	что и	3	2
87	по себе	3	2
88	сих пор	3	2
89	но это	1	2
90	в противном	2	2
91	интереса к	1	2
92	могли бы	1	2
93	в том	7	2
94	и для	7	2
95	что он	4	2
96	в себе	4	2
97	формы и	2	2
98	в самом	6	2
99	между тем	6	2
100	и у	2	2
101	только в	8	2
102	не в	10	2
103	и является	2	2
104	вопроса о	1	2
105	все они	1	2
106	в системе	2	2
107	не есть	3	2
108	этом отношении	1	2
109	конечно нет	1	2
110	его и	3	2
111	всех этих	1	2
112	представляется нам	1	2
113	не могут	1	2
114	могут быть	3	2
115	смысле этого	4	2
116	же самое	6	2
117	как раз	4	2
118	тем что	2	2
119	что она	1	2
120	таким образом	14	2
121	даже и	2	2
122	т.е в	1	2
123	для себя	4	1
124	и это	3	1
125	понимая под	1	1
126	в исторической	1	1
127	связанных с	1	1
128	не делает	1	1
129	искусство и	1	1
130	в этот	1	1
131	но по	2	1
132	человека и	1	1
133	то есть	2	1
134	сам по	1	1
135	входит в	1	1
136	первую очередь	1	1
137	или иначе	1	1
138	только при	1	1
139	существует в	1	1
140	и прежде	2	1
141	установка на	2	1
