N	3gram	Ircho_Kome_2	Vladivir
1	о том что	4	7
2	в том что	5	7
3	то что он	2	5
4	в этом смысле	2	4
5	то же время	3	4
6	в то же	3	4
7	на этот раз	4	4
8	более или менее	1	3
9	что он не	1	3
10	с другой стороны	1	3
11	не может быть	1	3
12	ответ на это	1	2
13	в ответ на	2	2
14	на первый план	1	2
15	и в то	1	2
16	так как он	1	2
17	то обстоятельство что	1	2
18	то что у	1	2
19	не только в	1	2
20	в то время	3	2
21	и не без	1	2
22	во всяком случае	2	2
23	к этому времени	2	2
24	что у него	2	2
25	тем более что	1	2
26	тем не менее	1	2
27	для того чтобы	4	2
28	что и в	2	2
29	к тому же	10	2
30	одной из причин	1	1
31	тех пор пока	1	1
32	по этому вопросу	1	1
33	мы имеем дело	1	1
34	потому что в	1	1
35	не говоря уже	2	1
36	в самом деле	1	1
37	это было в	1	1
38	в этой области	1	1
39	в том же	1	1
40	вместе со своим	1	1
41	так и не	1	1
42	что у нее	1	1
43	как это было	1	1
44	говоря уже о	2	1
45	бы то ни	2	1
46	выйти замуж за	1	1
47	в дружеских отношениях	1	1
48	так что на	1	1
49	вместе с тем	4	1
50	еще с самого	1	1
51	в это время	2	1
52	то время как	2	1
53	что он был	1	1
54	у него в	1	1
55	то ни было	2	1
56	с одной стороны	2	1
57	в связи с	3	1
58	как вероятно и	1	1
59	в которой оказался	1	1
60	имеем дело с	1	1
61	так или иначе	3	1
62	и уже в	1	1
63	и в том	1	1
64	до тех пор	3	1
65	в этом же	2	1
66	в тех же	1	1
67	так и в	1	1
68	не мог без	1	1
69	в свою очередь	1	1
70	дружеских отношениях с	1	1
71	но и здесь	1	1
72	он выступает против	1	1
73	за то что	4	1
74	во второй половине	1	1
75	в этой же	1	1
76	и в литературе	1	1
77	к тому что	2	1
