N	3gram	Vinokur_Vv_1	Psycholo
1	и т п	5	15
2	совершенно ясно что	1	14
3	в том что	12	9
4	не может быть	8	8
5	и т д	37	8
6	в самом деле	5	7
7	в том чтобы	5	7
8	о том что	12	7
9	во всяком случае	3	6
10	заключается в том	3	6
11	в зависимости от	1	5
12	не в том	2	5
13	само по себе	3	5
14	этой точки зрения	1	5
15	подобно тому как	1	5
16	с другой стороны	5	5
17	с одной стороны	4	5
18	для того чтобы	21	5
19	с этой точки	1	4
20	так же как	1	4
21	только тогда когда	1	4
22	что в этом	2	3
23	и той же	2	3
24	только в том	2	3
25	до сих пор	5	3
26	в отличие от	3	3
27	в собственном смысле	2	3
28	точно так же	2	3
29	сказать что в	1	3
30	одной и той	2	3
31	то что у	1	3
32	в конце концов	2	3
33	все то что	1	3
34	потому что он	2	2
35	состоит в том	2	2
36	показывает что в	1	2
37	в настоящее время	1	2
38	в этом смысле	10	2
39	никак не может	1	2
40	то же самое	2	2
41	с точки зрения	2	2
42	тем или иным	1	2
43	в этом отношении	3	2
44	то или иное	1	2
45	вместе с тем	3	2
46	в применении к	6	2
47	тех или иных	3	2
48	как будто бы	2	2
49	собственном смысле слова	1	2
50	в целом ряде	2	2
51	по себе не	1	2
52	а в том	1	2
53	в русском языке	1	2
54	от того что	1	2
55	и что следовательно	1	2
56	и в самом	3	2
57	смысле этого слова	2	2
58	по этому поводу	2	2
59	сама по себе	3	2
60	на самом деле	1	2
61	тем не менее	8	2
62	при помощи которого	1	2
63	и в конце	1	1
64	т д и	1	1
65	и того же	2	1
66	и том же	1	1
67	должна быть положена	1	1
68	тех пор пока	1	1
69	и в результате	1	1
70	в прямом смысле	2	1
71	в чем же	3	1
72	одном и том	1	1
73	мы имеем дело	1	1
74	с такого же	1	1
75	потому что в	1	1
76	дело в том	2	1
77	теми или иными	1	1
78	что стоит в	1	1
79	не только о	1	1
80	но это только	1	1
81	со стороны формы	1	1
82	и в особенности	4	1
83	в том как	1	1
84	во многих случаях	1	1
85	в том же	1	1
86	одной стороны и	3	1
87	по двум причинам	1	1
88	как на совокупность	1	1
89	как своего рода	1	1
90	по сравнению с	3	1
91	принять во внимание	2	1
92	в этих науках	1	1
93	которые заключены в	1	1
94	по самой своей	2	1
95	только с теми	1	1
96	что мы можем	1	1
97	каждой из этих	1	1
98	не до конца	2	1
99	и для того	1	1
100	заключает в себе	1	1
101	отсюда ясно что	1	1
102	виде в каком	1	1
103	в той мере	4	1
104	с этим и	1	1
105	том или ином	1	1
106	бы сказать что	1	1
107	в значительной мере	1	1
108	в большей мере	2	1
109	широком смысле слова	4	1
110	д все это	1	1
111	не то что	1	1
112	и тем не	3	1
113	и то что	2	1
114	ту или иную	1	1
115	так как она	1	1
116	чтобы понять что	1	1
117	что различие между	1	1
118	не потому что	1	1
119	в первом случае	2	1
120	не только в	4	1
121	в самом процессе	1	1
122	ответ на вопрос	2	1
123	этой области знания	1	1
124	один из крупнейших	1	1
125	если же мы	1	1
126	и то же	1	1
127	в известном смысле	3	1
128	и в этом	3	1
129	по тому же	1	1
130	приходит к выводу	1	1
131	не могут быть	2	1
132	однако задача заключается	1	1
133	в каком он	1	1
134	не иначе как	1	1
135	потому что это	1	1
136	т д при	1	1
137	разница только в	1	1
138	служить материалом для	1	1
139	дело не в	1	1
140	в том или	1	1
141	в связи с	2	1
142	т д все	2	1
143	но вместе с	2	1
144	уже и сейчас	1	1
145	которая существует между	1	1
146	в известных пределах	1	1
147	мере в какой	4	1
148	как мы знаем	1	1
149	на вопрос о	4	1
150	в широком смысле	7	1
151	только то что	1	1
152	по поводу того	1	1
153	у него в	1	1
154	в только что	1	1
155	до тех пор	1	1
156	когда мы говорим	1	1
157	может быть в	2	1
158	имел в виду	1	1
159	в свою очередь	1	1
160	не может служить	2	1
161	к выводу что	5	1
162	с самого начала	1	1
163	вопрос о том	5	1
164	что иное как	4	1
165	можно сказать что	3	1
166	одного и того	2	1
167	тогда когда оно	1	1
168	самой своей природе	2	1
169	было бы сказать	1	1
170	могут быть в	1	1
171	отличие от других	1	1
172	не что иное	4	1
173	в своих исследованиях	1	1
174	той мере в	4	1
175	и в том	3	1
176	одно и то	1	1
177	таким образом совершенно	1	1
178	если принять во	1	1
179	к ним в	1	1
180	на задний план	1	1
181	и в каждом	1	1
182	в нем не	1	1
