N	2gram	Vinokur_Vv_1	Problema
1	то что	17	42
2	вовсе не	6	35
3	и в	27	32
4	и не	13	31
5	не есть	4	29
6	не просто	4	23
7	в этом	34	19
8	не менее	8	19
9	тем не	8	18
10	не только	21	17
11	потому что	14	16
12	в себе	4	15
13	по себе	9	15
14	в виде	4	15
15	а не	3	15
16	но в	10	14
17	у нас	2	14
18	может быть	24	14
19	как бы	5	14
20	что мы	2	13
21	в нем	13	13
22	и тем	5	13
23	при помощи	2	13
24	как раз	4	13
25	сказать что	5	13
26	вещи и	1	12
27	том что	26	12
28	что в	11	12
29	так и	1	12
30	а именно	6	12
31	и т	43	11
32	также и	16	11
33	есть нечто	1	11
34	так как	13	11
35	о том	15	11
36	и даже	5	11
37	то же	8	10
38	в этой	3	10
39	т д	37	10
40	об этом	5	10
41	ничего не	2	10
42	прежде всего	8	10
43	еще не	4	9
44	но не	7	9
45	того чтобы	21	9
46	же самое	2	9
47	и это	6	9
48	и что	4	9
49	но и	5	9
50	по своему	5	9
51	в данном	11	9
52	это есть	2	9
53	что же	3	9
54	в том	31	9
55	так же	3	9
56	и о	1	8
57	и ее	4	8
58	и на	3	8
59	общего с	1	8
60	все эти	3	8
61	на то	1	8
62	для того	21	8
63	было бы	5	8
64	он и	2	8
65	в своей	4	8
66	когда мы	2	8
67	есть только	2	8
68	на нечто	1	8
69	данном случае	5	8
70	как нечто	8	8
71	даже и	3	8
72	не может	13	8
73	но это	1	8
74	смысле слова	7	7
75	сам по	1	7
76	во всех	2	7
77	действительности а	1	7
78	в них	4	7
79	и является	1	7
80	как мы	9	7
81	здесь не	2	7
82	никогда не	3	7
83	того что	12	7
84	что он	4	7
85	только в	13	7
86	тем что	6	7
87	такого рода	2	7
88	все это	6	7
89	и все	1	7
90	во всяком	3	7
91	и то	5	6
92	самом деле	6	6
93	на самом	1	6
94	и есть	3	6
95	есть не	3	6
96	говорить о	3	6
97	но как	2	6
98	и как	9	6
99	в самом	12	6
100	при этом	3	6
101	его в	6	6
102	это не	8	6
103	что такое	10	6
104	в то	5	6
105	таким образом	19	6
106	в виду	4	6
107	разного рода	1	6
108	в его	10	6
109	этом смысле	11	6
110	так что	5	6
111	в конце	3	6
112	о чем	4	6
113	как это	5	6
114	не существует	2	6
115	хотя и	3	6
116	совершенно не	1	6
117	действительности и	1	5
118	мы уже	1	5
119	а только	8	5
120	она есть	5	5
121	в своем	3	5
122	то в	1	5
123	что она	3	5
124	но уже	2	5
125	все равно	1	5
126	с тем	6	5
127	в котором	4	5
128	текста и	3	5
129	связи с	3	5
130	той или	1	5
131	и которые	1	5
132	можно сказать	3	5
133	есть в	1	5
134	или иной	1	5
135	еще и	3	5
136	тем более	2	5
137	мы должны	1	5
138	в их	11	4
139	этого термина	2	4
140	литературы и	1	4
141	совсем не	3	4
142	с которыми	1	4
143	сама по	3	4
144	в истории	9	4
145	как в	1	4
146	чем больше	2	4
147	как он	6	4
148	после этого	2	4
149	что тут	1	4
150	входит в	2	4
151	он есть	1	4
152	что всякий	1	4
153	а есть	1	4
154	не в	8	4
155	тому что	2	4
156	казалось бы	2	4
157	а в	5	4
158	точно так	2	4
159	только то	1	4
160	в дальнейшем	2	4
161	на том	3	4
162	не говоря	2	4
163	если бы	2	4
164	никак не	1	4
165	а также	3	4
166	вообще и	3	4
167	в литературе	1	4
168	один из	6	4
169	д и	1	4
170	философии и	2	4
171	только на	3	4
172	мы можем	2	4
173	указание на	1	4
174	именно как	3	4
175	именно в	8	4
176	не было	1	4
177	в одно	1	4
178	если не	1	4
179	и вообще	3	4
180	и для	4	4
181	в связи	2	4
182	или в	1	4
183	конце концов	2	4
184	же в	1	4
185	по поводу	1	4
186	только потому	1	3
187	того же	3	3
188	не нужно	2	3
189	в чем	4	3
190	в ее	11	3
191	которые не	1	3
192	с этим	2	3
193	помнить что	1	3
194	однако не	4	3
195	в действительности	1	3
196	что это	3	3
197	учение о	2	3
198	но он	1	3
199	но ведь	4	3
200	как оно	3	3
201	да и	4	3
202	у древних	1	3
203	его от	1	3
204	но все	3	3
205	что все	1	3
206	же касается	2	3
207	действительности в	2	3
208	в жизни	1	3
209	о которых	2	3
210	как и	5	3
211	и уже	3	3
212	несмотря на	2	3
213	на этот	4	3
214	нисколько не	3	3
215	в этих	3	3
216	точки зрения	7	3
217	с точки	2	3
218	в которых	6	3
219	есть еще	2	3
