N	3gram	Voloshinov_1	Myshleni
1	с точки зрения	2	18
2	в том что	4	15
3	с другой стороны	2	9
4	с одной стороны	2	8
5	с самого начала	1	8
6	по отношению к	11	7
7	как уже сказано	1	6
8	о том что	1	6
9	так же как	1	5
10	не может быть	7	5
11	в то время	1	5
12	же как и	1	4
13	до сих пор	3	4
14	то время как	1	4
15	в высшей степени	1	4
16	в этом отношении	1	4
17	можно сказать что	5	4
18	то же самое	2	3
19	сам по себе	1	3
20	можно было бы	1	3
21	в такой же	2	3
22	во всяком случае	1	3
23	в свою очередь	1	3
24	том что в	1	2
25	и то же	2	2
26	как если бы	4	2
27	в зависимости от	2	2
28	является то что	1	2
29	то же время	1	2
30	одно и то	2	2
31	и в частности	1	2
32	чтобы убедиться в	1	2
33	в данном случае	2	2
34	в значительной степени	1	2
35	все более и	1	2
36	и таким образом	1	2
37	ни в какой	1	2
38	более и более	1	2
39	в самом деле	1	2
40	в то же	1	2
41	даже тогда когда	1	1
42	что является для	1	1
43	и связи с	1	1
44	дело в том	4	1
45	на самом деле	2	1
46	в этом смысле	1	1
47	свое выражение в	1	1
48	его внутренней речи	1	1
49	в том же	1	1
50	и не может	3	1
51	вопросов между тем	1	1
52	но и в	1	1
53	же время не	1	1
54	так как если	4	1
55	только то что	1	1
56	что не только	1	1
57	тогда когда он	1	1
58	опираясь на эти	1	1
59	речи так как	1	1
60	по себе в	1	1
61	изучить с помощью	1	1
62	по крайней мере	1	1
63	одной стороны и	2	1
64	мы таким образом	1	1
65	к вопросу о	1	1
66	и в этом	1	1
67	и к его	1	1
68	друг к другу	1	1
69	этой точки зрения	3	1
70	то что я	1	1
71	другой стороны как	1	1
72	убедиться в этом	1	1
73	но тем не	2	1
74	таким образом мы	1	1
75	то что мы	1	1
76	и что она	1	1
77	в конечном счете	1	1
78	между тем это	1	1
79	но все же	1	1
80	как мы уже	1	1
81	в каком отношении	2	1
82	сама по себе	1	1
83	тем не менее	3	1
84	в неразрывное единство	1	1
85	относится не к	1	1
86	будущего действия и	1	1
87	находит свое выражение	2	1
88	как и в	1	1
89	в жизни и	2	1
90	она не может	1	1
91	и с другой	1	1
