N	4gram	Bakhtin_Pr_5	Hudozhes
1	в то же время	10	6
2	одно и то же	3	3
3	одного и того же	1	3
4	в той или иной	4	2
5	и в то же	2	2
6	по отношению к герою	1	2
7	той или иной форме	2	1
8	чего бы то ни	2	1
9	в том или ином	1	1
10	однако в отличие от	1	1
11	бы то ни было	3	1
12	в том что он	1	1
13	по отношению к самому	1	1
14	а в то же	1	1
15	кто бы они ни	1	1
16	с самим собою в	1	1
17	в отношении к нему	1	1
18	бы они ни были	1	1
19	в этом смысле можно	1	1
20	и по отношению к	1	1
21	из уст в уста	1	1
22	и в слове о	2	1
23	во всей своей полноте	1	1
