N	3gram	Bakhtin_Pr_2	Mirosoze
1	не может быть	4	8
2	есть прежде всего	1	5
3	друг к другу	2	5
4	же как и	1	3
5	до сих пор	7	3
6	и иван карамазов	1	3
7	у него нет	1	3
8	всегда у достоевского	1	3
9	в творчестве достоевского	2	3
10	у достоевского нет	1	2
11	как и всегда	1	2
12	также и в	1	2
13	с самим собою	5	2
14	может быть и	2	2
15	для него и	1	2
16	т е в	1	2
17	не может уже	1	2
18	и та же	2	2
19	одна и та	2	2
20	в отношении к	2	2
21	о том что	1	2
22	по отношению к	5	2
23	в этом он	1	2
24	как и в	3	2
25	никогда не бывает	1	2
26	может быть лишь	1	2
27	после того как	1	2
28	в том что	1	2
29	мы увидим что	1	2
30	из подполья и	1	2
31	и всегда у	1	1
32	а между тем	1	1
33	иван карамазов в	1	1
34	а следовательно и	1	1
35	не мог бы	1	1
36	ли бы он	1	1
37	по замыслу достоевского	1	1
38	в образе христа	1	1
39	с отцом и	1	1
40	прежде всего как	1	1
41	у достоевского почти	1	1
42	и к нему	1	1
43	ивана карамазова в	1	1
44	том что он	2	1
45	с точки зрения	8	1
46	в этом мире	1	1
47	он сам по	2	1
48	как и все	4	1
49	для него мысль	1	1
50	сам по себе	5	1
51	что он не	1	1
52	друг на друга	2	1
53	с ним как	1	1
54	в романах достоевского	2	1
55	но и в	1	1
56	между тем как	1	1
57	а может быть	1	1
58	в себе и	1	1
59	на то что	2	1
60	он никогда не	1	1
61	ибо и в	1	1
62	его жизнь в	1	1
63	в значительной степени	1	1
64	со всеми его	1	1
65	сознания и в	1	1
66	его отношения к	1	1
67	смысле этого слова	1	1
68	так же не	1	1
69	к одному знаменателю	2	1
70	то стало быть	1	1
71	все герои достоевского	1	1
72	ни на что	1	1
73	что у достоевского	1	1
74	он не принимает	1	1
75	я не могу	2	1
76	и в словах	2	1
77	как бы не	1	1
78	сих пор не	1	1
79	к другу как	1	1
80	и он сам	1	1
81	с самим собой	3	1
82	и не знает	2	1
83	той или иной	3	1
84	в его собственной	1	1
85	если бы не	1	1
86	собственной идеи не	1	1
87	сама по себе	4	1
88	на самом деле	1	1
89	и в нем	1	1
90	берет на себя	1	1
91	творчестве достоевского но	1	1
92	во всех его	1	1
93	в письме к	2	1
94	в конце концов	2	1
95	в последний раз	1	1
