N	3gram	Losev_Vlad_3	Formalny
1	с точки зрения	6	14
2	не может быть	6	14
3	в то же	3	7
4	то же время	2	7
5	во всяком случае	3	6
6	с другой стороны	2	5
7	в самом деле	1	4
8	в данном случае	2	4
9	в связи с	2	4
10	бы то ни	3	4
11	то ни было	1	4
12	для того чтобы	1	4
13	как мы знаем	2	4
14	потому что он	1	3
15	то же самое	1	3
16	в этом отношении	2	3
17	вместе с тем	6	3
18	в том что	10	3
19	раз и навсегда	1	3
20	уже знаем что	1	2
21	но вовсе не	1	2
22	ровно ничего не	1	2
23	но уже в	1	2
24	да и не	1	2
25	так же и	1	2
26	ни в каких	2	2
27	и в данном	1	2
28	в этом смысле	3	2
29	о том как	1	2
30	самом же деле	2	2
31	и в то	2	2
32	в отличие от	3	2
33	на самом же	2	2
34	только то что	1	2
35	дело в том	5	2
36	мы мыслим и	1	2
37	мы не можем	1	2
38	не только не	1	2
39	к тому что	2	2
40	тем не менее	9	2
41	мы уже знаем	1	2
42	в конце концов	5	2
43	как мы видели	3	2
44	невозможно было бы	1	1
45	не выходит за	1	1
46	и даже в	1	1
47	в нашем кратком	1	1
48	что в этом	2	1
49	сводится к тому	2	1
50	иметь в виду	2	1
51	какой бы то	1	1
52	в виду что	1	1
53	вовсе не есть	2	1
54	но оно не	1	1
55	являются для нас	1	1
56	в настоящее время	3	1
57	можно не соглашаться	1	1
58	не дала бы	1	1
59	в том же	1	1
60	в этом случае	1	1
61	так и его	1	1
62	что же касается	5	1
63	том что это	1	1
64	сказать что ни	1	1
65	же именно в	1	1
66	на первый план	2	1
67	а следовательно и	1	1
68	он не был	1	1
69	хотя бы и	3	1
70	сам по себе	2	1
71	он говорит о	1	1
72	но в данном	1	1
73	каждой из этих	1	1
74	с тем что	1	1
75	но и здесь	1	1
76	как это делают	1	1
77	но и самая	1	1
78	одна из них	1	1
79	в противном случае	1	1
80	по себе в	2	1
81	с этой точки	1	1
82	до сих пор	1	1
83	конечно это не	1	1
84	и тем не	1	1
85	и в жизни	1	1
86	так или иначе	2	1
87	в это время	2	1
88	того чтобы не	1	1
89	таким образом есть	1	1
90	и в философии	1	1
91	для него это	1	1
92	и сводится к	1	1
93	и что в	1	1
94	так же как	2	1
95	не только в	1	1
96	в самом процессе	1	1
97	с одной стороны	3	1
98	а не иначе	1	1
99	так а не	1	1
100	и вместе с	2	1
101	так и с	1	1
102	возникает вопрос почему	1	1
103	оно не может	2	1
104	если они не	1	1
105	как впрочем и	1	1
106	в последнее время	1	1
107	он пишет в	1	1
108	в таком случае	2	1
109	а не только	2	1
110	вовсе не являются	1	1
111	в смысле совокупности	1	1
112	является для них	1	1
113	все то что	1	1
114	потому что они	1	1
115	этой точки зрения	1	1
116	о том что	8	1
117	ни в каком	2	1
118	в этом же	1	1
119	может и не	1	1
120	и притом в	1	1
121	можно было бы	1	1
122	в этом рассуждении	1	1
123	с самого начала	1	1
124	до конца однако	1	1
125	не соглашаться с	1	1
126	не только на	1	1
127	невольно возникает вопрос	1	1
128	но никак не	1	1
129	выходит за пределы	1	1
130	той или иной	1	1
131	на то что	2	1
132	а вместе с	1	1
133	так как здесь	1	1
134	это учение об	1	1
135	это вполне понятно	1	1
136	в том числе	1	1
137	как не может	1	1
138	самом деле ведь	1	1
139	сама по себе	1	1
140	и в том	2	1
141	в конце жизни	3	1
142	только при условии	1	1
143	оно вовсе не	1	1
144	кроме того в	1	1
