N	4gram	Vygotskiy__5	StatiiOP
1	дело в том что	1	4
2	в данном случае в	1	2
3	на то что в	1	2
4	и в самом деле	1	2
5	заключается в том что	4	2
6	в том что в	1	2
7	одним и тем же	3	2
8	мы имеем дело с	1	1
9	я имею в виду	1	1
10	в каждом отдельном случае	1	1
11	в то время как	1	1
12	что с точки зрения	1	1
13	пир во время чумы	1	1
14	в том что он	1	1
15	до сих пор не	1	1
16	так же как и	1	1
17	исключительно для того чтобы	1	1
18	он должен был бы	1	1
19	ответ на этот вопрос	2	1
20	что в то время	1	1
