N	3gram	Bakhtin_Fr_2	Literetu
1	то же время	6	9
2	в то же	6	9
3	не может быть	4	7
4	с одной стороны	3	6
5	в том что	1	5
6	с другой стороны	3	4
7	с точки зрения	5	3
8	в этом отношении	3	3
9	в том чтобы	1	3
10	по отношению к	1	3
11	о том что	3	2
12	подобно тому как	2	2
13	в этом случае	1	2
14	в первый раз	1	2
15	это прежде всего	1	2
16	в свое время	3	2
17	как и для	1	1
18	здесь все же	1	1
19	но даже и	2	1
20	что уже в	1	1
21	одной стороны и	1	1
22	и не может	1	1
23	только то что	2	1
24	в себе и	2	1
25	не могут быть	1	1
26	и даже в	2	1
27	и в то	2	1
28	даже и не	1	1
29	в конце концов	1	1
30	не только как	1	1
31	прежде всего в	1	1
32	в целом ряде	1	1
33	стороны и к	1	1
34	но исключительно в	1	1
35	на самом деле	1	1
36	то есть в	1	1
37	не только не	1	1
38	о мире и	3	1
39	и прежде всего	1	1
40	от всего что	1	1
41	книге о рабле	1	1
42	после того как	1	1
43	вовсе не является	1	1
44	для того чтобы	1	1
45	том что только	1	1
46	как мы видели	2	1
