N	3gram	Propp_Isto_3	FransuaR
1	до сих пор	5	4
2	в связи с	3	4
3	на самом деле	1	3
4	в том числе	1	3
5	мы уже говорили	1	3
6	и прежде всего	1	3
7	по отношению к	2	2
8	и в других	2	2
9	но и в	1	2
10	можно было бы	1	2
11	это вовсе не	1	2
12	мы увидим дальше	1	2
13	одной и той	1	2
14	за него и	1	2
15	и той же	1	2
16	не может быть	1	2
17	в данном случае	3	2
18	о том что	2	2
19	можно сказать что	1	2
20	с того света	1	2
21	и все что	1	2
22	может быть в	1	2
23	как и в	2	2
24	как мы видели	5	2
25	смысле этого слова	1	1
26	на том что	1	1
27	что иное как	3	1
28	с полной ясностью	1	1
29	том что в	2	1
30	с одним из	2	1
31	так как в	1	1
32	подобно тому как	1	1
33	также и в	1	1
34	мы еще встретимся	1	1
35	в этом случае	5	1
36	с точки зрения	1	1
37	еще тем что	1	1
38	ничего не говорят	1	1
39	что в нем	1	1
40	встречаются и в	1	1
41	большую роль в	1	1
42	во время своей	1	1
43	может быть и	1	1
44	это может быть	1	1
45	была у него	1	1
46	не говорят о	1	1
47	не что иное	3	1
48	встретимся с этим	1	1
49	в дальнейшем в	1	1
50	говорят о том	1	1
51	во всяком случае	2	1
52	как мы увидим	1	1
53	с другой стороны	7	1
54	мы видели что	3	1
55	в целом не	2	1
56	только то что	1	1
57	сих пор не	1	1
58	есть не что	1	1
59	заключается в том	1	1
60	если вы не	1	1
61	и вместе с	1	1
62	в свою очередь	1	1
63	это и есть	1	1
64	и здесь есть	1	1
65	в одном из	2	1
66	с самого начала	1	1
67	мы находим и	1	1
68	мы знаем что	1	1
69	но и не	1	1
70	мы имеем в	2	1
71	таким образом и	2	1
72	мы видим что	4	1
73	но все же	2	1
74	в том что	5	1
75	в согласии с	1	1
76	что и в	2	1
77	при известных условиях	1	1
