N	2gram	Propp_Morf_1	Dialekti
1	не есть	1	40
2	и не	12	30
3	т е	21	25
4	и т	41	21
5	т д	39	19
6	и в	13	18
7	точки зрения	2	17
8	ничего не	4	17
9	может быть	52	17
10	и есть	2	16
11	ни в	1	15
12	не имеет	2	15
13	так что	1	15
14	потому что	3	14
15	значит что	3	14
16	а не	11	14
17	не только	4	13
18	и даже	1	13
19	то что	8	13
20	что в	8	13
21	в этом	14	12
22	было бы	3	12
23	с точки	2	12
24	если бы	2	12
25	и что	2	12
26	не может	14	12
27	что это	1	11
28	учение о	3	11
29	в себе	1	11
30	что он	4	11
31	так как	16	11
32	как бы	3	11
33	это значит	1	11
34	то же	7	10
35	есть нечто	3	10
36	наука не	1	10
37	несмотря на	4	10
38	что такое	3	10
39	прежде всего	9	10
40	сказать что	2	10
41	и то	1	9
42	так и	6	9
43	это не	6	9
44	том что	4	9
45	в том	6	9
46	ясно что	5	8
47	но это	6	8
48	в каком	2	8
49	к нему	3	8
50	совершенно не	1	8
51	также и	4	7
52	и как	5	7
53	то в	3	7
54	что она	2	7
55	что не	1	7
56	не существует	3	7
57	мы находим	1	7
58	вовсе не	4	7
59	но и	4	7
60	его не	1	6
61	хотя бы	4	6
62	в чем	1	6
63	но в	2	6
64	с другой	8	6
65	и вот	1	6
66	не в	3	6
67	она не	2	6
68	в то	3	6
69	можно сказать	2	6
70	и ни	1	6
71	говорить о	3	5
72	отношение к	1	5
73	все же	7	5
74	на то	2	5
75	мифологии и	1	5
76	и с	1	5
77	в этих	13	5
78	но если	7	5
79	в виду	1	5
80	можно было	2	5
81	не с	2	5
82	как же	2	5
83	мы должны	3	5
84	он сам	1	5
85	в особенности	1	5
86	и пр	37	5
87	она есть	1	5
88	есть и	4	5
89	или не	3	5
90	а в	7	5
91	это и	2	4
92	почти всегда	1	4
93	то это	3	4
94	даже просто	1	4
95	одно и	1	4
96	об этом	4	4
97	как таковой	2	4
98	нисколько не	1	4
99	а есть	1	4
100	и более	1	4
101	есть всегда	1	4
102	что эта	2	4
