N	3gram	Bakhtin_Pr_1	KFilosof
1	по отношению к	8	21
2	не может быть	4	11
3	с точки зрения	13	10
4	в его целом	6	9
5	может быть только	1	6
6	в нем как	1	4
7	отношению к нему	1	4
8	в нем и	1	3
9	на самом деле	4	3
10	в этом смысле	10	3
11	того или иного	1	3
12	между тем как	4	3
13	не было бы	1	3
14	и в этом	5	3
15	но все эти	1	3
16	в своих границах	1	2
17	то что я	1	2
18	в котором я	1	2
19	имеем в виду	1	2
20	он может быть	2	2
21	и для него	1	2
22	бы он ни	2	2
23	бы то ни	2	2
24	во всей его	2	2
25	он ни был	2	2
26	мира в его	2	2
27	в бытии и	1	2
28	то ни было	1	2
29	то же время	9	2
30	раз и навсегда	1	2
31	могла бы быть	1	2
32	в то же	9	2
33	лишь как момент	1	2
34	в том что	6	2
35	и только в	1	2
36	то все же	1	1
37	даже там где	2	1
38	литературе о нем	2	1
39	не укоренен в	1	1
40	а следовательно и	1	1
41	человека но не	2	1
42	он должен быть	1	1
43	ни в один	1	1
44	есть действительно и	1	1
45	зависит от того	1	1
46	в настоящее время	1	1
47	значит однако что	1	1
48	он не может	1	1
49	как если бы	1	1
50	менее всего можно	1	1
51	и единство бытия	1	1
52	в лучшем случае	2	1
53	в зависимости от	5	1
54	хотя бы и	2	1
55	тем или иным	1	1
56	в движение по	1	1
57	и именно в	1	1
58	независимо от того	1	1
59	в литературе о	1	1
60	но это не	2	1
61	в противном случае	1	1
62	не значит однако	1	1
63	в нем в	1	1
64	она может быть	1	1
65	в его целом?	1	1
66	ведь если бы	1	1
67	может быть и	1	1
68	и в то	2	1
69	слова и его	1	1
70	может быть понято	1	1
71	все это в	1	1
72	один миг не	1	1
73	в одном кругозоре	1	1
74	для него самого	2	1
75	иной чем в	1	1
76	не совпадает с	1	1
77	не потому что	1	1
78	в первом случае	1	1
79	но в то	5	1
80	сознаний из которых	1	1
81	не теряя своей	1	1
82	ведь только в	1	1
83	отсюда следует что	1	1
84	в известном смысле	1	1
85	и по отношению	1	1
86	и менее всего	1	1
87	притом не только	1	1
88	а не как	4	1
89	только в нем	1	1
90	с ним и	2	1
91	не в том	1	1
92	истинное суждение не	1	1
93	это не значит	3	1
94	бы оно ни	1	1
95	возможных точек зрения	1	1
96	к той же	1	1
97	дело в том	1	1
98	и в трагедии	1	1
99	во всяком случае	3	1
100	быть не может	1	1
101	для того чтобы	1	1
102	не в одном	1	1
103	в каком плане	1	1
104	оно ни было	1	1
105	как и всякое	1	1
106	по себе а	1	1
107	не была бы	1	1
108	что может быть	2	1
109	в свою очередь	1	1
110	в его мире	2	1
111	само по себе	3	1
112	точки зрения автора	1	1
113	как бы ни	1	1
114	но не в	1	1
115	в большинстве случаев	2	1
116	и не потому	1	1
117	к тому что	1	1
118	было дано в	1	1
119	конечно не в	1	1
120	в себя как	1	1
121	и в нем	1	1
122	но уже не	1	1
123	в себе в	1	1
124	совершенно иной чем	1	1
125	что и в	1	1
126	и входит в	2	1
127	то же самое	1	1
128	как бы он	1	1
129	не как содержательное	1	1
130	входит в его	1	1
131	уже не только	1	1
