N	3gram	Potebnia_M_3	Narrotol
1	в том что	16	8
2	с одной стороны	3	7
3	о том что	1	6
4	по отношению к	5	6
5	не может быть	3	5
6	в данном случае	1	4
7	к тому же	1	4
8	с другой стороны	4	4
9	можно сказать что	2	4
10	в этом отношении	2	3
11	тем не менее	3	3
12	и тем самым	1	3
13	то же время	5	3
14	в свою очередь	3	3
15	в то же	5	3
16	по всей вероятности	1	2
17	именно в том	2	2
18	а не в	1	2
19	более или менее	3	2
20	подобно тому как	2	2
21	в таком случае	2	2
22	сами по себе	1	2
23	в первом случае	2	2
24	не только в	4	2
25	на первый взгляд	1	2
26	значении этого слова	1	2
27	так или иначе	1	2
28	между людьми и	1	1
29	только потому что	2	1
30	и столь же	1	1
31	в действительности и	1	1
32	на самом деле	1	1
33	в этом последнем	2	1
34	одной из этих	1	1
35	в себе самом	1	1
36	в самом деле	1	1
37	тем самым мы	1	1
38	подлежит сомнению и	1	1
39	том что он	2	1
40	то же самое	1	1
41	в том же	2	1
42	том что оно	2	1
43	по крайней мере	5	1
44	это дает нам	1	1
45	до сих пор	3	1
46	не подлежит сомнению	1	1
47	сам по себе	5	1
48	только то что	1	1
49	что не только	1	1
50	и то что	1	1
51	взгляда на мир	1	1
52	несмотря на свою	1	1
53	вследствие чего в	1	1
54	могли бы быть	1	1
55	между тем что	1	1
56	может быть только	3	1
57	что оно есть	1	1
58	принадлежат к одному	1	1
59	может и не	1	1
60	и не дает	1	1
61	далеко не всегда	1	1
62	в первый раз	1	1
63	и тот же	1	1
64	не имеет для	1	1
65	точки зрения и	1	1
66	что именно в	1	1
67	на чем он	1	1
68	лично для себя	1	1
69	он уже не	1	1
70	а не как	1	1
71	то по крайней	1	1
72	один из этих	1	1
73	все то что	1	1
74	в свое время	1	1
75	один и тот	1	1
76	по себе не	1	1
77	быть не только	1	1
78	самой по себе	1	1
79	здесь не только	1	1
80	по себе а	4	1
81	и на чем	1	1
82	которая не могла	1	1
83	так и в	2	1
84	в том чтобы	2	1
85	его жизни и	1	1
86	само по себе	3	1
87	произведения не в	1	1
88	далеко не все	3	1
89	друг от друга	1	1
90	тем более что	1	1
91	с другом и	1	1
92	как мы уже	1	1
93	легко может быть	1	1
94	друг с другом	1	1
95	то есть к	3	1
96	как и в	2	1
97	здесь как и	1	1
98	в себе не	2	1
99	на наш взгляд	1	1
100	как мы видели	1	1
