N	2gram	Propp_Morf_1	Problema
1	то что	8	38
2	вовсе не	4	37
3	и не	12	37
4	и в	13	35
5	не есть	1	33
6	не только	4	24
7	сказать что	2	24
8	том что	4	19
9	что такое	3	18
10	у нас	2	18
11	о том	2	18
12	может быть	52	18
13	в этом	14	17
14	настоящее время	3	16
15	но и	4	16
16	в настоящее	3	16
17	что мы	2	14
18	только в	2	14
19	не менее	5	13
20	потому что	3	13
21	не может	14	13
22	и что	2	13
23	во всяком	2	13
24	также и	4	12
25	тем не	5	12
26	того что	3	12
27	в том	6	12
28	хотя бы	4	12
29	не будет	1	11
30	и даже	1	11
31	так что	1	11
32	прежде всего	9	11
33	что в	8	11
34	в таком	1	11
35	таком случае	1	10
36	и то	1	10
37	говорить о	3	10
38	еще не	3	10
39	всяком случае	2	10
40	ничего не	4	10
41	и с	1	10
42	а не	11	10
43	в данном	1	10
44	в этой	2	9
45	если мы	5	9
46	только на	1	9
47	что же	2	9
48	для нас	2	9
49	значение и	1	8
50	все же	7	8
51	ясно что	5	8
52	в виду	1	8
53	было бы	3	8
54	уже не	2	8
55	при помощи	9	8
56	как раз	1	8
57	только о	1	8
58	смысле слова	4	7
59	есть нечто	3	7
60	совсем не	3	7
61	все эти	2	7
62	того или	1	7
63	мы не	8	7
64	не имеет	2	7
65	не является	3	7
66	так и	6	7
67	в его	1	7
68	так как	16	7
69	этом случае	8	7
70	и т	41	6
71	с другой	8	6
72	но как	2	6
73	но в	2	6
74	на то	2	6
75	т д	39	6
76	можно ли	1	6
77	а а	2	6
78	мы можем	2	6
79	как будто	2	6
80	когда мы	1	6
81	же самое	1	6
82	можно сказать	2	6
83	в виде	2	6
84	ни в	1	6
85	в области	1	6
86	а именно	1	6
87	о чем	1	6
88	но это	6	6
89	и для	2	6
90	не существует	3	6
91	в то	3	6
92	то же	7	5
93	между собой	4	5
94	по своему	2	5
95	с этим	11	5
96	в себе	1	5
97	с другими	1	5
98	как и	3	5
99	и уж	1	5
100	и более	1	5
101	для меня	1	5
102	под этим	1	5
103	связи с	10	5
104	как мы	6	5
105	данном случае	1	5
106	можно было	2	5
107	и на	1	5
108	без всякой	2	5
109	с одной	1	5
110	одной стороны	1	5
111	еще и	1	5
