N	2gram	Ircho_Kome_2	Hudozhes
1	том что	9	16
2	и в	26	14
3	так и	12	13
4	не только	7	12
5	о том	6	12
6	в том	11	12
7	а не	1	12
8	и т	2	11
9	в себе	1	11
10	в этом	10	11
11	прежде всего	4	11
12	в своей	3	10
13	для него	1	10
14	то же	3	9
15	как и	4	9
16	что он	5	9
17	в качестве	5	9
18	у него	4	9
19	по отношению	3	8
20	в этой	3	8
21	как в	3	8
22	то что	6	8
23	т п	2	8
24	же время	3	8
25	ничего не	1	8
26	в его	4	8
27	между тем	4	8
28	отношению к	3	8
29	в то	6	8
30	еще не	6	7
31	это не	2	7
32	не в	2	7
33	к тому	12	7
34	именно в	1	7
35	не может	3	7
36	как бы	2	7
37	а в	3	7
38	как правило	3	6
39	художественного мышления	2	6
40	человека в	3	6
41	в глазах	2	6
42	было бы	8	6
43	никогда не	1	6
44	жизни в	1	6
45	что в	9	6
46	самом деле	1	5
47	с его	5	5
48	но в	3	5
49	об этом	2	5
50	ни в	5	5
51	точки зрения	4	5
52	не менее	4	5
53	и его	12	5
54	потому что	6	5
55	к себе	1	5
56	можно было	4	5
57	во второй	1	5
58	только в	4	5
59	по мнению	1	5
60	друг друга	3	5
61	может быть	11	5
62	но и	10	5
63	в частности	4	5
64	интерес к	3	5
65	в этих	4	5
66	героя и	1	5
67	жизни и	3	5
68	в ней	3	4
69	столь же	9	4
70	в своем	6	4
71	и к	2	4
72	в действительности	2	4
73	в самом	4	4
74	та же	1	4
75	что она	2	4
76	он не	2	4
77	и с	5	4
78	несмотря на	1	4
79	этой связи	1	4
80	тем не	1	4
81	тому что	4	4
82	с ним	1	4
83	по своей	1	4
84	связи с	3	4
85	как будто	4	4
86	в духе	2	4
87	и это	2	4
88	один из	5	4
89	себя в	3	4
90	из них	7	4
91	в конце	2	4
92	как раз	1	4
93	не было	3	4
94	и все	2	4
95	xix в	1	4
96	т е	1	4
97	и от	4	4
98	речь идет	3	3
99	с точки	1	3
100	не имеют	1	3
101	едва ли	14	3
102	говорить о	2	3
103	в мире	2	3
104	и на	7	3
105	в ее	2	3
106	на рассвете	1	3
107	отнюдь не	2	3
108	идет о	2	3
109	как к	1	3
110	все же	4	3
111	в нем	6	3
112	на этом	2	3
113	его в	4	3
114	с этим	5	3
115	даже в	2	3
116	все эти	1	3
117	из нас	1	3
118	та или	1	3
119	тем что	3	3
120	для себя	1	3
121	в театре	2	3
122	как мы	4	3
123	того чтобы	6	3
124	в пределах	1	3
125	приводит к	1	3
126	что у	4	3
127	еще в	4	3
128	если бы	9	3
129	а также	1	3
130	в лице	2	3
131	же в	4	3
132	в литературе	1	3
133	но не	3	3
134	будто бы	1	3
135	в т	1	3
136	как его	1	3
137	и даже	1	3
138	со стороны	2	3
139	если говорить	1	3
140	то и	1	3
141	однако и	1	3
142	в связи	3	3
143	в творчестве	1	3
144	по своему	2	3
145	такого рода	1	3
146	своего времени	2	3
147	и для	4	3
148	говоря о	1	2
149	например в	3	2
150	по адресу	4	2
151	только потому	2	2
152	в их	3	2
153	той же	3	2
154	для своего	1	2
155	мы не	2	2
156	вопрос о	3	2
157	вместо того	1	2
158	к своему	1	2
159	же мере	1	2
160	безразличие к	1	2
161	если в	2	2
162	конечном счете	1	2
163	человека его	1	2
164	в одной	2	2
165	в рамках	1	2
166	в художественном	1	2
167	хотя и	4	2
168	в целом	4	2
169	так или	3	2
170	жизни так	2	2
171	в ответ	2	2
172	так в	2	2
173	только на	1	2
174	как он	3	2
175	см т	2	2
176	на его	1	2
177	не следует	2	2
178	в первую	3	2
179	однако в	2	2
180	речь в	1	2
181	в другом	1	2
182	ясно что	8	2
183	того или	1	2
184	не умеет	1	2
185	первую очередь	3	2
186	приходит в	1	2
187	по себе	1	2
188	одной из	4	2
189	автора и	1	2
190	в следующем	2	2
191	не столько	1	2
192	прибегает к	1	2
193	сих пор	2	2
194	все это	3	2
195	как от	1	2
196	для нее	1	2
197	не раз	1	2
198	не о	1	2
199	не имеет	3	2
200	одна из	2	2
201	на себе	1	2
