N	2gram	Tiupa_Anal_1	VLabPisa
1	таким образом	3	27
2	в этом	13	26
3	и в	18	25
4	и т	3	24
5	не только	15	22
6	может быть	29	21
7	хотя бы	3	20
8	и не	21	19
9	художественного творчества	2	18
10	не может	22	17
11	творческий процесс	1	15
12	в его	13	15
13	в процессе	2	14
14	этом отношении	2	13
15	в том	27	13
16	прежде всего	6	13
17	в частности	19	12
18	как это	1	12
19	в силу	3	11
20	с другой	4	11
21	из них	2	11
22	л толстой	1	11
23	в художественном	3	10
24	в качестве	31	10
25	не могут	3	10
26	о том	5	10
27	представляет собою	2	10
28	то же	9	9
29	что в	5	9
30	по этому	1	9
31	для него	2	9
32	т п	3	9
33	но и	17	9
34	и др	1	9
35	все эти	2	8
36	не следует	4	8
37	другой стороны	2	8
38	могут быть	4	8
39	говорит и	2	8
40	в году	1	7
41	во всех	1	7
42	по отношению	6	7
43	из этих	2	7
44	было бы	2	7
45	как и	13	7
46	том что	12	7
47	произведения в	11	7
48	в конечном	4	7
49	творчества в	1	7
50	говорит о	1	7
51	не было	1	7
52	а не	17	7
53	вместе с	4	7
54	же в	1	7
55	отношению к	5	7
56	художественного произведения	5	6
57	в зависимости	1	6
58	художественном творчестве	1	6
59	более или	1	6
60	в себе	11	6
61	в нем	3	6
62	это не	6	6
63	или менее	1	6
64	л толстого	1	6
65	их в	1	6
66	том же	1	6
67	и его	5	6
68	в то	9	6
69	художественное творчество	2	6
70	так и	4	6
71	между тем	5	6
72	у него	1	6
73	то что	6	6
74	одним из	3	5
75	и есть	3	5
76	в их	5	5
77	зависимости от	1	5
78	конечном счете	4	5
79	как говорит	2	5
80	все же	4	5
81	в пределах	2	5
82	и при	1	5
83	не в	14	5
84	тому что	1	5
85	же время	6	5
86	связи с	1	5
87	на основе	2	5
88	произведения как	7	5
89	один из	2	5
90	действующих лиц	1	5
91	следует понимать	1	5
92	как бы	5	5
93	не является	2	5
94	в результате	1	5
95	только в	6	5
96	в искусстве	2	5
97	художественном произведении	1	4
98	с его	3	4
99	в этой	5	4
100	перед нами	1	4
101	в самом	6	4
102	в целом	5	4
103	что все	1	4
104	в них	1	4
105	даже в	3	4
106	одна из	1	4
107	никогда не	2	4
108	к тому	7	4
109	утверждать что	1	4
110	должен быть	6	4
111	в ее	1	4
112	познания и	1	4
113	можно сказать	2	4
114	познания в	1	4
115	что он	3	4
116	в одном	1	4
117	как раз	1	4
118	в связи	1	4
119	художественное произведение	5	4
120	всего произведения	1	4
121	в романе	1	4
122	равно как	1	4
123	в своей	6	4
124	например в	1	3
125	человека и	1	3
126	в котором	3	3
127	всего лишь	4	3
128	в которых	1	3
129	но как	1	3
130	нет и	2	3
131	и как	5	3
132	и к	3	3
133	в противоположность	2	3
134	всех этих	1	3
135	и по	2	3
136	говорить не	1	3
137	его в	1	3
138	далеко не	6	3
139	что не	3	3
140	с тем	1	3
141	во время	1	3
142	точки зрения	6	3
143	и ее	1	3
144	что говорит	1	3
145	одном из	1	3
146	со своим	1	3
147	плана и	1	3
148	сводится к	5	3
149	данного произведения	3	3
150	и художественное	1	3
151	том как	1	3
152	различного рода	2	3
153	образом в	1	3
154	в виду	1	3
155	говоря иначе	1	3
156	что и	3	3
157	вслед за	1	3
158	того что	4	3
159	большей или	4	3
160	или меньшей	4	3
161	не обходится	1	3
162	именно в	4	3
163	можно утверждать	1	3
164	по поводу	1	3
165	при всем	1	3
166	писал в	2	3
167	и от	1	3
168	или в	1	3
169	жизни и	1	3
170	ее в	1	3
171	смысле слова	1	2
172	частности к	1	2
173	как известно	3	2
174	также и	2	2
175	он может	2	2
176	и процессов	1	2
177	видеть в	1	2
178	по его	1	2
179	а как	2	2
180	мы имеем	6	2
181	вынести за	1	2
182	в которой	2	2
183	до полного	1	2
184	в ней	1	2
185	меньшей степени	1	2
186	еще не	3	2
187	в различных	1	2
188	в чем	1	2
189	бы не	2	2
190	но не	10	2
191	если в	3	2
192	том числе	3	2
193	отнюдь не	15	2
194	за скобки	1	2
195	хотя и	1	2
196	но в	8	2
197	не приходится	1	2
198	он в	1	2
199	наиболее существенные	1	2
200	как он	3	2
201	этот процесс	1	2
202	он не	3	2
203	том чтобы	7	2
204	в творческом	2	2
205	подобно тому	3	2
206	что ни	1	2
207	а затем	1	2
208	в другом	4	2
209	заключается в	1	2
210	с другими	4	2
211	который по	1	2
212	не всегда	4	2
213	он и	1	2
214	между собою	1	2
215	и для	1	2
216	всяком случае	1	2
217	не столько	2	2
218	которые в	2	2
219	по крайней	1	2
220	если бы	3	2
221	как от	2	2
222	по себе	4	2
223	которые обычно	1	2
224	не менее	1	2
225	включен в	1	2
226	мышления в	1	2
227	тогда когда	2	2
228	в науке	1	2
229	к этим	1	2
230	того чтобы	3	2
231	только не	2	2
232	не вполне	1	2
233	в сознании	2	2
234	в области	4	2
235	и заключается	2	2
236	отличается от	2	2
237	же самое	2	2
238	числе и	1	2
239	что оно	1	2
240	в самых	1	2
241	для того	4	2
242	на это	1	2
243	мысль о	2	2
244	и может	1	2
245	роль в	2	2
246	мы наблюдаем	1	2
247	если они	1	2
248	произведения не	1	2
249	он сам	1	2
250	и даже	1	2
251	во всяком	1	2
252	но к	2	2
253	на вопрос	4	2
254	сказанного выше	1	2
255	говорит об	1	2
256	лишь в	5	2
257	и просто	2	2
258	может не	1	2
259	из себя	1	2
260	во всей	1	2
261	крайней мере	1	2
