N	3gram	Bakhtin_Fr_5	slovoVRo
1	то же время	9	12
2	в то же	9	12
3	в той или	1	9
4	той или иной	1	9
5	с точки зрения	2	8
6	в большинстве случаев	2	6
7	и в то	1	5
8	зрения на мир	4	4
9	слова и формы	1	4
10	как мы сказали	1	4
11	но в то	5	4
12	точки зрения на	2	3
13	в данном случае	2	3
14	так и в	1	3
15	мы уже сказали	1	2
16	до сих пор	3	2
17	и во всех	3	2
18	до известной степени	4	2
19	в основе их	1	2
20	в другом случае	1	2
21	он в свою	1	2
22	в то время	2	2
23	на том же	1	2
24	в свою очередь	1	2
25	как мы уже	1	2
26	можно было бы	2	2
27	друг с другом	2	2
28	романе все эти	1	1
29	да и в	1	1
30	в стороне от	1	1
31	но как мы	1	1
32	со всеми его	2	1
33	одной и той	1	1
34	дело в том	2	1
35	и той же	1	1
36	они в той	1	1
37	но это не	1	1
38	но и более	1	1
39	же время и	1	1
40	в скрытой форме	1	1
41	же время он	1	1
42	на своем пути	1	1
43	и не в	2	1
44	в своей книге	1	1
45	в романе все	1	1
46	же время в	1	1
47	в отличие от	2	1
48	оставаясь в пределах	1	1
49	на самом же	1	1
50	в этом отношении	5	1
51	оно ничего не	1	1
52	на всю последующую	1	1
53	во всех областях	1	1
54	вовсе не были	1	1
55	может быть и	1	1
56	в процессе своего	1	1
57	и в частности	1	1
58	не могло быть	1	1
59	в значительной степени	1	1
60	они вообще не	1	1
61	в поэзии и	1	1
62	и с точки	2	1
63	то есть таких	1	1
64	как у рабле	1	1
65	а также и	4	1
66	свою связь с	1	1
67	во всех этих	1	1
68	романа рядом с	1	1
69	в особенности в	1	1
70	этих форм в	1	1
71	не может быть	2	1
72	здесь перед нами	2	1
73	тем не менее	1	1
74	о том что	1	1
75	а не его	1	1
76	и некоторые другие	1	1
77	особой точки зрения	1	1
78	то есть в	2	1
79	он еще не	1	1
80	и прежде всего	3	1
81	включает в себя	1	1
82	и не могут	2	1
83	можно сказать что	2	1
84	существенную роль в	2	1
85	и на самом	1	1
86	у нее нет	2	1
87	мы видим что	2	1
88	и слово в	1	1
89	между словом и	2	1
90	самом же деле	1	1
91	данном случае не	1	1
92	для того чтобы	6	1
93	в том что	6	1
94	как и в	1	1
95	произведение в целом	1	1
96	именно потому что	1	1
97	у первых двух	1	1
98	как мы видели	4	1
99	на мир и	1	1
