N	3gram	Voloshinov_1	slovoVRo
1	не может быть	3	15
2	с одной стороны	1	5
3	той или иной	1	5
4	в большинстве случаев	3	5
5	во всех областях	1	4
6	в том что	1	4
7	с точки зрения	6	3
8	в этом отношении	1	3
9	может быть очень	1	3
10	так и в	1	3
11	несколько слов о	1	2
12	в чем не	3	2
13	и связанные с	1	2
14	до сих пор	3	2
15	как мы сказали	1	2
16	не могут быть	2	2
17	во всяком случае	3	2
18	ни в чем	3	2
19	в связи с	1	2
20	для того чтобы	1	2
21	во всех его	2	2
22	лежит на границе	1	2
23	и может быть	2	1
24	всех его многообразных	1	1
25	как один из	1	1
26	в известной степени	1	1
27	и др но	1	1
28	всех его моментах	1	1
29	всех областях идеологического	1	1
30	на первый план	1	1
31	как это было	1	1
32	и ни в	1	1
33	его моментах в	1	1
34	рано или поздно	1	1
35	она может быть	1	1
36	со всех сторон	1	1
37	может быть только	1	1
38	вступают в борьбу	1	1
39	свой смысл и	1	1
40	все снова и	1	1
41	в применении к	1	1
42	областях идеологического творчества	1	1
43	и как мы	1	1
44	смысл и значение	1	1
45	всяком случае не	1	1
46	приемов могут быть	1	1
47	с ним и	1	1
48	в них и	1	1
49	все то что	2	1
50	может быть при	1	1
51	по ту сторону	4	1
52	о том что	2	1
53	в этих областях	1	1
54	вместе с ним	1	1
55	в нем нет	2	1
56	мы не можем	1	1
57	только одна из	1	1
58	только для сознания	1	1
59	и связанная с	1	1
60	мы можем сказать	2	1
61	с самого начала	4	1
62	мира и общества	1	1
63	все что не	1	1
64	и ту же	1	1
65	в его целом	2	1
66	снова и снова	1	1
67	одну и ту	1	1
68	мы увидим что	1	1
69	мы еще не	1	1
