N	2gram	Bakhtin_fo_1	Istorich
1	и в	50	24
2	не только	9	21
3	что он	1	21
4	и т	8	17
5	может быть	11	14
6	не может	6	14
7	что в	5	13
8	в этих	3	13
9	мы имеем	1	12
10	как в	6	12
11	в этом	25	12
12	в ином	1	12
13	и здесь	1	12
14	но и	8	11
15	это не	6	10
16	том что	4	10
17	у него	6	10
18	мы видим	3	10
19	а в	3	10
20	все же	6	9
21	с другой	2	9
22	не в	5	9
23	о том	1	9
24	потому что	4	9
25	и другие	5	9
26	то же	11	8
27	еще не	5	8
28	что и	3	8
29	так как	6	8
30	а не	3	8
31	все это	4	8
32	или в	3	8
33	во всех	6	7
34	то что	6	7
35	таким образом	11	7
36	одна из	2	7
37	с собой	1	7
38	один из	3	7
39	в том	9	7
40	вместе с	3	7
41	что это	1	6
42	но не	5	6
43	как он	2	6
44	в нем	24	6
45	он не	5	6
46	всех этих	5	6
47	об этом	2	6
48	как и	8	6
49	для нас	2	6
50	и все	6	6
51	того что	2	6
52	только в	4	6
53	тем что	2	6
54	так же	6	6
55	во время	1	6
56	мы увидим	1	6
57	в чем	2	5
58	с одной	3	5
59	этого мотива	1	5
60	отношение к	2	5
61	но в	10	5
62	имеем в	1	5
63	здесь мы	1	5
64	с ним	2	5
65	дело не	1	5
66	ничего не	9	5
67	так и	12	5
68	одной стороны	2	5
69	там где	2	5
70	в тех	1	5
71	героя и	7	5
72	же как	2	4
73	начинается с	1	4
74	он может	1	4
75	мы уже	11	4
76	мы не	3	4
77	тех случаях	1	4
78	как бы	2	4
79	при этом	3	4
80	мы можем	1	4
81	но все	5	4
82	от отца	1	4
83	на первый	1	4
84	точки зрения	5	4
85	в их	6	4
86	своего рода	1	4
87	по существу	12	4
88	не имеет	4	4
89	никогда не	2	4
90	в других	9	4
91	совершенно ясно	1	4
92	так в	1	4
93	в брак	1	4
94	то и	1	4
95	вовсе не	13	4
96	ее на	1	4
97	если не	1	4
98	в данном	2	4
99	и не	14	4
100	случаях когда	1	4
101	жениха и	1	4
102	мы должны	2	4
103	одной из	3	4
104	например в	6	3
105	к сыну	1	3
106	эта форма	2	3
107	не вполне	1	3
108	и он	1	3
109	в различных	2	3
