N	3gram	Losev_Prob_4	VerxiiNi
1	вместе с тем	3	8
2	с одной стороны	1	7
3	с точки зрения	11	6
4	во всяком случае	4	6
5	более или менее	2	5
6	в том числе	1	5
7	до сих пор	1	5
8	по крайней мере	6	5
9	для того чтобы	2	5
10	о том что	3	4
11	том числе и	1	4
12	и вместе с	1	4
13	но все же	1	4
14	к тому же	2	4
15	точно так же	3	3
16	в конце концов	1	3
17	так же как	1	3
18	всяком случае не	1	3
19	в связи с	3	3
20	тем не менее	10	3
21	в том что	8	3
22	в том виде	2	2
23	то ясно что	1	2
24	и потому что	1	2
25	то же самое	6	2
26	но все это	1	2
27	может быть даже	1	2
28	в значительной мере	2	2
29	с этой точки	1	2
30	не только для	2	2
31	то ни было	1	2
32	по сравнению с	1	2
33	бы то ни	1	2
34	ничего общего с	2	2
35	этой точки зрения	1	2
36	но и для	1	2
37	с самого начала	1	2
38	той или иной	11	2
39	на то что	1	2
40	в то же	2	2
41	в силу этого	1	1
42	сказать что в	1	1
43	сам он не	1	1
44	одном и том	1	1
45	иметь в виду	1	1
46	имеем в виду	3	1
47	одной из этих	1	1
48	в настоящее время	1	1
49	свидетельствует о том	1	1
50	крайней мере в	1	1
51	о том как	1	1
52	сказать и о	1	1
53	по своему значению	1	1
54	не отличаются от	1	1
55	а следовательно и	1	1
56	которых ни один	1	1
57	в таком случае	1	1
58	и в то	1	1
59	и выйти из	1	1
60	в одно нераздельное	5	1
61	сами по себе	2	1
62	в одном и	1	1
63	или к его	1	1
64	в первую очередь	1	1
65	а вместе с	1	1
66	совершенно ясно что	1	1
67	жизни то есть	1	1
68	с душой человека	1	1
69	и требует от	1	1
70	к мысли о	1	1
71	все эти черты	1	1
72	нашей повседневной жизни	1	1
73	в том или	2	1
74	в этой области	1	1
75	в данном случае	5	1
76	в нашем смысле	10	1
77	и том же	1	1
78	или по крайней	2	1
79	нашем смысле слова	10	1
80	не в том	1	1
81	которые как показывает	2	1
82	еще и потому	1	1
83	друг к другу	1	1
84	том что они	1	1
85	одно нераздельное целое	5	1
86	все это было	1	1
87	с другой стороны	6	1
88	явления природы не	1	1
89	сливаются в одно	1	1
90	а в том	1	1
91	только то что	1	1
92	а после его	1	1
93	в то время	2	1
94	так и в	1	1
95	в свою очередь	1	1
96	это и есть	1	1
97	в очень редких	1	1
98	не только не	4	1
99	только он один	1	1
100	и так и	1	1
101	добра и зла	1	1
102	несмотря на все	1	1
103	мы имеем в	1	1
104	в безбрежном море	1	1
105	все эти особенности	1	1
106	потому что даже	1	1
107	ни на какие	1	1
108	душой человека в	1	1
109	и только в	2	1
110	именно потому что	1	1
