N	3gram	Potebnia_M_2	Myshleni
1	в том что	7	19
2	по сравнению с	1	14
3	для того чтобы	2	8
4	с самого начала	2	7
5	от того что	4	6
6	в то время	4	6
7	то время как	3	5
8	и тем самым	1	5
9	тех и других	1	5
10	и того же	6	4
11	на то что	3	4
12	одного и того	6	4
13	и той же	1	3
14	том что оно	1	3
15	до сих пор	4	3
16	из того что	1	3
17	друг к другу	1	3
18	мы видели что	1	3
19	мы знаем что	1	3
20	одной и той	1	3
21	не в состоянии	4	2
22	состоит в том	1	2
23	в этом смысле	2	2
24	в этом случае	1	2
25	и не может	1	2
26	животных и человека	1	2
27	с тем что	1	2
28	одном и том	1	2
29	вместе с тем	1	2
30	мы говорим что	1	2
31	и том же	1	2
32	во втором случае	1	2
33	то что он	1	2
34	не могут быть	3	2
35	на первых порах	1	2
36	с другой стороны	2	2
37	оно не имеет	1	2
38	сделать оговорку что	1	2
39	том смысле что	1	2
40	то что мы	2	2
41	в связи с	1	2
42	в том смысле	4	2
43	не может быть	2	2
44	потому что его	2	1
45	отношение ко всем	1	1
46	один и тот	1	1
47	а потому что	1	1
48	того времени когда	1	1
49	было бы невозможно	5	1
50	если б мы	1	1
51	то что я	1	1
52	нам остается только	1	1
53	что если бы	2	1
54	в психологическом смысле	1	1
55	но и по	1	1
56	время как в	1	1
57	не только по	2	1
58	не имеет места	1	1
59	на этом основано	1	1
60	но так как	1	1
61	на самом деле	2	1
62	к другому в	1	1
63	выйти за пределы	1	1
64	о том как	1	1
65	друг от друга	1	1
66	в наших глазах	1	1
67	под влиянием того	1	1
68	могут быть выражены	1	1
69	только в том	1	1
70	и во всех	2	1
71	в чем заключается	1	1
72	сами по себе	7	1
73	в отличие от	1	1
74	а относится к	1	1
75	в образовании новых	2	1
76	по себе и	1	1
77	бы невозможно и	1	1
78	прежде чем перейти	1	1
79	то что в	2	1
80	как это часто	1	1
81	в собственном смысле	1	1
82	предмету не прямо	1	1
83	что если ребенок	1	1
84	на каждом шагу	1	1
85	вместе с этим	1	1
86	с этой точки	1	1
87	то и другое	4	1
88	главным образом в	1	1
89	не то что	1	1
90	их отношение к	1	1
91	свою силу то	1	1
92	чем перейти к	1	1
93	тем что мы	2	1
94	и тогда когда	2	1
95	что мы не	1	1
96	в одном случае	1	1
97	сам по себе	4	1
98	не потому что	1	1
99	один из них	1	1
100	с одной стороны	3	1
101	и тот же	1	1
102	образом мы можем	1	1
103	и в этом	1	1
104	ко всем другим	1	1
105	в его сознании	1	1
106	потому что в	1	1
107	мы примем что	1	1
108	вопрос о том	1	1
109	мы делаем это	1	1
110	тем самым не	1	1
111	таким образом можно	1	1
112	на вопрос что	1	1
113	исключающие друг друга	1	1
114	потому что и	1	1
115	в ряду других	1	1
116	потому что или	1	1
117	которое может быть	1	1
118	и как бы	1	1
119	но с другой	1	1
120	только тогда когда	2	1
121	мы не можем	3	1
122	как и в	1	1
123	в сознании не	1	1
124	в свою очередь	6	1
125	с потому что	1	1
126	у нас в	1	1
127	смысле этого слова	3	1
128	что в каждом	1	1
129	то время когда	1	1
130	которые могут быть	1	1
131	но не в	2	1
132	после того как	2	1
133	что оно не	1	1
134	не прямо а	1	1
135	тем не менее	5	1
136	в которой отдельные	1	1
137	что во всех	1	1
138	подобно тому как	4	1
139	ничего общего с	1	1
140	что и в	1	1
141	относятся друг к	1	1
142	движение в развитии	1	1
