N	3gram	Voloshinov_2	Psycholo
1	для того чтобы	6	19
2	в том что	6	12
3	о том что	3	10
4	в самом деле	5	7
5	то же самое	5	6
6	на то что	2	6
7	к тому что	3	5
8	на самом деле	4	5
9	с самого начала	5	5
10	с точки зрения	13	4
11	друг с другом	1	4
12	мы никогда не	2	3
13	том что он	2	3
14	сами по себе	1	3
15	одна из них	1	3
16	смысле этого слова	4	3
17	во всяком случае	2	3
18	до сих пор	3	3
19	с одной стороны	3	3
20	в какой мере	1	2
21	сам по себе	1	2
22	точном смысле этого	3	2
23	во всех этих	1	2
24	в таком порядке	1	2
25	же самое что	1	2
26	с другой стороны	1	2
27	таким образом в	1	2
28	в нем нет	2	2
29	этого слова и	1	2
30	мы уже знаем	2	2
31	к тому же	2	2
32	что иное как	1	1
33	мы уже говорили	1	1
34	в обращении с	1	1
35	прежде всего на	1	1
36	какой бы то	2	1
37	а не в	2	1
38	том что это	1	1
39	по отношению к	8	1
40	следует ли отсюда	1	1
41	вступить в противоречие	1	1
42	что именно эти	1	1
43	должно быть направлено	1	1
44	тому что в	1	1
45	в таком случае	3	1
46	не так если	1	1
47	по самой своей	1	1
48	речь идет об	1	1
49	него в этом	1	1
50	в той же	1	1
51	бы то ни	4	1
52	при этом мы	1	1
53	что все эти	1	1
54	это делают некоторые	1	1
55	не было бы	2	1
56	но он не	1	1
57	с тем что	1	1
58	как это делают	1	1
59	то же время	8	1
60	что вопрос о	1	1
61	и не может	3	1
62	у него нет	1	1
63	дела в самом	1	1
64	направлено не на	1	1
65	как мы узнаем	1	1
66	уже о том	1	1
67	того чтобы понять	2	1
68	в противоречие с	1	1
69	до конца и	1	1
70	то ни было	4	1
71	лежит в основе	2	1
72	исследования должно быть	1	1
73	ли отсюда что	1	1
74	в которой мы	1	1
75	а с другой	1	1
76	так если бы	1	1
77	в свою очередь	5	1
78	тем же самым	1	1
79	мы совершенно не	1	1
80	дело в том	1	1
81	прямо сказать что	1	1
82	в точном смысле	4	1
83	для правильного понимания	1	1
84	не выдерживают критики	1	1
85	а может быть	1	1
86	его так же	1	1
87	при этом как	1	1
88	что такое понимание	1	1
89	и в свою	1	1
90	не может быть	10	1
91	не что иное	1	1
92	лежащая в основе	3	1
93	он как и	1	1
94	бы это было	1	1
95	ни в какой	2	1
96	всего того что	1	1
97	ни одна из	1	1
98	не только в	1	1
99	в конечном счете	1	1
100	можно сказать что	1	1
101	это было так	1	1
102	так же и	1	1
103	в то же	8	1
104	как мы уже	3	1
105	в каком направлении	1	1
106	было так то	1	1
107	быть не может	1	1
108	но в этом	1	1
109	если бы это	1	1
110	и остается только	1	1
111	так или иначе	1	1
112	в жизни и	1	1
113	забывать что это	1	1
114	мы только что	1	1
115	таком случае это	2	1
116	что оно является	1	1
117	нам кажется что	1	1
