N	3gram	Medvedev_F_3	slovoVRo
1	и т п	5	23
2	то же время	7	12
3	в то же	7	12
4	той или иной	1	9
5	с точки зрения	14	8
6	в большинстве случаев	4	6
7	в отношении к	1	6
8	в каждый данный	1	5
9	и в то	2	5
10	во всяком случае	6	5
11	и т д	6	5
12	каждый данный момент	1	4
13	с одной стороны	1	4
14	с другой стороны	5	4
15	себя в нем	1	3
16	точки зрения на	1	3
17	в зависимости от	5	3
18	хотя бы и	1	3
19	в поэтическом произведении	1	3
20	но и здесь	1	3
21	в данном случае	4	3
22	так и в	2	3
23	не выходит за	1	3
24	выходит за пределы	1	3
25	бы ни были	1	2
26	а вовсе не	4	2
27	но оно не	1	2
28	свое выражение в	1	2
29	в этом случае	1	2
30	до сих пор	1	2
31	и не может	4	2
32	в лучшем случае	1	2
33	до известной степени	2	2
34	в основе их	1	2
35	может быть только	2	2
36	не только в	1	2
37	а не как	1	2
38	в роман и	1	2
39	того или иного	1	2
40	точки зрения самого	2	2
41	как бы ни	2	2
42	в пределах одной	2	2
43	не только на	1	2
44	к тому что	2	2
45	можно было бы	1	2
46	и в том	1	2
47	друг с другом	1	2
48	может войти в	3	1
49	а следовательно и	1	1
50	было бы невозможно	1	1
51	сознания могут быть	1	1
52	не могла быть	1	1
53	с таким же	2	1
54	и столь же	1	1
55	входя в литературу	2	1
56	одной и той	1	1
57	не значит конечно	1	1
58	значит конечно что	1	1
59	дело в том	2	1
60	бы ни был	1	1
61	и той же	1	1
62	имеем в виду	1	1
63	оно не может	1	1
64	жанра может быть	1	1
65	не может внести	1	1
66	слова так и	1	1
67	вследствие этого и	1	1
68	может внести в	2	1
69	в нем и	2	1
70	с установкой на	2	1
71	противоречить друг другу	1	1
72	то или иное	2	1
73	с ним связанные	1	1
74	в отличие от	2	1
75	в неразрывной связи	2	1
76	может иметь место	1	1
77	заложенные в них	2	1
78	смысловые и стилистические	1	1
79	бы то ни	4	1
80	лишь одним из	2	1
81	оставаясь в пределах	1	1
82	одна из существеннейших	1	1
83	на самом же	2	1
84	в этом отношении	3	1
85	в направлении к	4	1
86	во всех областях	2	1
87	другой стороны эти	1	1
88	этом случае в	1	1
89	то у нас	1	1
90	а иногда и	1	1
91	в противном случае	1	1
92	со всех сторон	1	1
93	с этой точки	1	1
94	высказывания а не	1	1
95	в процессе своего	1	1
96	мы все время	1	1
97	в значительной степени	1	1
98	вот что говорит	1	1
99	в истории романа	1	1
100	одной из них	1	1
101	они вообще не	1	1
102	то ни было	4	1
103	слово входит в	1	1
104	а не те	1	1
105	мы имеем в	1	1
106	наследник xviii века	2	1
107	обстоит дело с	3	1
108	в одной плоскости	3	1
109	и не было	1	1
110	каково бы оно	1	1
111	исторический момент в	1	1
112	неразрывной связи с	1	1
113	так или иначе	1	1
114	слово как его	1	1
115	для индивидуального сознания	1	1
116	одни и те	3	1
117	является лишь одним	1	1
118	это не значит	1	1
119	бы оно ни	1	1
120	определенных социальных групп	1	1
121	ощущаем в каждом	1	1
122	и ничем не	1	1
123	не из словаря	1	1
124	не может быть	14	1
125	предмет на который	1	1
126	форма и содержание	1	1
127	тем не менее	2	1
128	и во всяком	2	1
129	о том что	1	1
130	одной плоскости с	1	1
131	оно ни было	1	1
132	в данную эпоху	1	1
133	равно как и	2	1
134	никогда не может	1	1
135	мы и можем	1	1
136	в отвлечении от	2	1
137	этой точки зрения	1	1
138	с самого начала	1	1
139	обстоит дело и	1	1
140	не только не	2	1
141	и те же	3	1
142	высказывание в то	1	1
143	как его понимает	1	1
144	т п в	2	1
145	и не могут	3	1
146	между ними и	2	1
147	можно сказать что	1	1
148	у нас в	1	1
149	лежит в основе	1	1
150	в поэтическое произведение	1	1
151	к действительности и	1	1
152	в течение исторического	1	1
153	в самом слове	1	1
154	лишь там где	1	1
155	следовательно и в	2	1
156	тех или иных	1	1
157	данный исторический момент	1	1
158	самом же деле	2	1
159	могут противоречить друг	1	1
160	для того чтобы	4	1
161	в том что	3	1
162	нем и в	1	1
163	в последнем счете	2	1
164	оно как и	1	1
165	друг друга и	1	1
166	за его пределы	1	1
167	как и в	1	1
168	произведение в целом	1	1
169	именно потому что	2	1
170	как мы видели	2	1
171	в пределах одного	2	1
