N	3gram	Voloshinov_1	Stilisti
1	в то же	1	9
2	в зависимости от	2	7
3	то же время	1	7
4	для того чтобы	1	7
5	с точки зрения	5	5
6	того или иного	2	5
7	и т.д и	1	5
8	и то же	2	4
9	прежде всего в	1	4
10	то же самое	1	4
11	ту или иную	1	4
12	одно и то	3	4
13	с самого начала	2	4
14	на самом деле	1	3
15	социального общения и	2	3
16	то или иное	1	3
17	мы уже видели	1	3
18	и т.п и	3	3
19	само собой разумеется	1	2
20	в каждом слове	1	2
21	равно как и	1	2
22	слов и их	2	2
23	тех случаях когда	1	2
24	каждом слове в	1	2
25	не было бы	1	2
26	в этом отношении	1	2
27	и в области	1	2
28	только потому что	1	2
29	но в то	1	2
30	чуть ли не	1	2
31	не должно быть	1	2
32	то же слово	2	2
33	не может быть	4	2
34	что же такое	1	2
35	в тех случаях	1	2
36	в разных местах	1	2
37	есть не что	2	2
38	и как бы	1	2
39	не что иное	2	2
40	что иное как	2	2
41	в связи с	1	2
42	к тому что	1	2
43	тех или иных	1	2
44	все то что	1	2
45	т.д и т.д	1	1
46	в другом месте	1	1
47	и находит свое	1	1
48	материале внутренней речи	1	1
49	что ведь и	1	1
50	вполне понятно что	3	1
51	и является нашей	1	1
52	представим себе что	2	1
53	нет и не	1	1
54	и отстоявшихся в	1	1
55	должны перейти теперь	1	1
56	и к тому	1	1
57	в хх веке	1	1
58	является нашей задачей	1	1
59	по отношению к	3	1
60	более или менее	1	1
61	в самом деле	2	1
62	мы должны перейти	1	1
63	тот же самый	1	1
64	и тем что	1	1
65	и есть не	1	1
66	протекал и не	1	1
67	в человеческом обществе	1	1
68	и не мог	1	1
69	которая и дает	1	1
70	ведь в самом	1	1
71	существует лишь в	1	1
72	в собственном смысле	1	1
73	вне материального выражения	1	1
74	что же является	1	1
75	можно было бы	1	1
76	организующих сил которые	1	1
77	в жизненной речи	2	1
78	перейти теперь к	1	1
79	и его социальной	1	1
80	нужно отметить что	1	1
81	иметь не может	1	1
82	себе что мы	1	1
83	в этой структуре	1	1
84	материального выражения нет	1	1
85	данной социальной группы	1	1
86	теперь мы можем	1	1
87	выбор слова и	1	1
88	точки зрения и	1	1
89	том что язык	1	1
90	тем не менее	1	1
91	отношения не имеют	1	1
92	не протекал и	1	1
93	протекать ни один	1	1
94	иметь в виду	1	1
95	но и его	1	1
96	в виду что	1	1
97	этим путем можно	1	1
98	живых организующих сил	1	1
99	собственном смысле слова	1	1
100	эта социальная установка	1	1
101	никакого отношения не	1	1
102	же слово в	2	1
103	слове в каждом	1	1
104	подойти и к	1	1
105	мы должны различать	1	1
106	не только его	2	1
107	мы не можем	1	1
108	таким образом мы	1	1
109	тип речевого взаимодействия	1	1
110	слова и наконец	1	1
111	само по себе	1	1
112	и никогда не	1	1
113	хотя бы в	1	1
114	на этом мы	1	1
115	эту точку зрения	1	1
116	в конечном счете	1	1
117	и не может	1	1
118	не только на	1	1
119	для всех решительно	1	1
120	с другой стороны	2	1
121	не мог протекать	1	1
122	мы все же	1	1
123	та или иная	1	1
124	о языке и	1	1
125	создается прежде всего	1	1
126	мог протекать ни	1	1
127	в том что	2	1
128	в последнем счете	1	1
129	конечно мы не	1	1
130	как и в	1	1
131	художественного высказывания они	1	1
