N	3gram	Tiupa_Lite_3	Problema
1	тем не менее	1	18
2	то же самое	2	9
3	и тем не	1	8
4	для того чтобы	1	8
5	в данном случае	4	8
6	на то что	2	8
7	содержит в себе	1	7
8	ничего общего с	1	7
9	о том что	4	5
10	в том что	4	5
11	на самом деле	1	4
12	в связи с	1	4
13	а не просто	1	4
14	той или иной	2	4
15	в то же	7	4
16	сама по себе	1	4
17	более или менее	1	3
18	с точки зрения	3	3
19	именно то что	1	3
20	сказать и о	1	3
21	то что в	1	3
22	и тем самым	2	3
23	но отнюдь не	1	3
24	не только не	1	3
25	с другой стороны	2	3
26	по себе но	1	3
27	о том как	1	2
28	что иное как	1	2
29	хотя и не	1	2
30	не говоря уже	4	2
31	в самом деле	2	2
32	так или иначе	2	2
33	именно в этом	1	2
34	но уже в	1	2
35	и то что	1	2
36	а не только	1	2
37	не может быть	3	2
38	и в самом	2	2
39	не что иное	1	2
40	подобно тому как	2	2
41	но уже и	1	1
42	говоря уже об	1	1
43	вместе с тем	1	1
44	и к тому	1	1
45	говоря уже о	3	1
46	в первую очередь	1	1
47	в этом отношении	5	1
48	и т п	1	1
49	то что было	1	1
50	в процессе своего	1	1
51	как раз в	1	1
52	в жизни так	1	1
53	в самом начале	1	1
54	в нас а	1	1
55	не только в	2	1
56	тем что он	2	1
57	на первый взгляд	1	1
58	сознание при этом	1	1
59	как будто бы	1	1
60	сознания и тем	1	1
61	бы то ни	2	1
62	а именно то	1	1
63	и в том	1	1
64	память о нем	1	1
65	субъекта и объекта	1	1
66	однако не в	2	1
67	только на то	1	1
68	в какой-то мере	1	1
69	то что для	1	1
70	к такого рода	1	1
71	в том чтобы	2	1
72	одного из них	1	1
73	всегда так или	1	1
74	в этом втором	1	1
75	но еще и	1	1
76	не стал его	1	1
77	может и не	1	1
78	к тому что	1	1
79	в определенном месте	1	1
80	это не только	1	1
81	то что ей	1	1
82	к тому же	5	1
83	и только в	1	1
