N	3gram	Bakhtin_sl_2	Problemy
1	с точки зрения	3	13
2	то же время	4	9
3	в то же	4	9
4	по отношению к	4	8
5	в его целом	1	6
6	в том что	4	6
7	в зависимости от	4	5
8	но в то	3	5
9	в романах достоевского	1	5
10	зрения на мир	2	4
11	том что он	1	4
12	между тем как	1	4
13	не может быть	15	4
14	и т п	33	3
15	сами по себе	1	3
16	это не значит	1	3
17	все то что	1	3
18	в этом отношении	3	3
19	во всяком случае	2	3
20	с другой стороны	1	3
21	героя и его	1	3
22	ивана карамазова и	1	3
23	даже там где	1	2
24	но все же	4	2
25	и в сущности	2	2
26	значит конечно что	1	2
27	и до конца	1	2
28	здесь конечно не	1	2
29	до сих пор	2	2
30	и не может	1	2
31	в лучшем случае	1	2
32	и в то	1	2
33	хотя бы и	2	2
34	в той же	1	2
35	точка зрения на	1	2
36	лишь одним из	1	2
37	т п все	3	2
38	для него самого	1	2
39	не только в	2	2
40	не значит конечно	1	2
41	с авторским словом	2	2
42	с ним и	1	2
43	по себе еще	1	2
44	и в романе	2	2
45	в целом ряде	1	2
46	по ту сторону	1	2
47	к нему и	1	2
48	то перед нами	1	2
49	в большинстве случаев	5	2
50	не сливается с	1	2
51	такого героя и	1	1
52	одним из участников	1	1
53	а следовательно и	1	1
54	истории европейского романа	2	1
55	хотя и не	1	1
56	оно до конца	1	1
57	мы уже говорили	1	1
58	прямо сказать что	2	1
59	а вовсе не	2	1
60	в свою очередь	2	1
61	и наконец в	2	1
62	могут до конца	1	1
63	отношению к себе	1	1
64	большей или меньшей	1	1
65	в своем собственном	1	1
66	роман не только	1	1
67	и даже не	1	1
68	же время и	1	1
69	выйти за пределы	1	1
70	в этом случае	6	1
71	свой материал и	1	1
72	сознания но и	1	1
73	лишь одна из	1	1
74	слово самого героя	1	1
75	дело здесь конечно	1	1
76	мира с его	1	1
77	своим предметом и	1	1
78	как мы уже	2	1
79	у ивана карамазова	1	1
80	европейского романа в	2	1
81	в нем в	3	1
82	она может быть	1	1
83	в процессе этого	1	1
84	может быть только	1	1
85	но и само	2	1
86	всяком случае не	1	1
87	п все это	2	1
88	своего и чужого	2	1
89	так и в	3	1
90	может быть и	2	1
91	и могут быть	1	1
92	особая точка зрения	1	1
93	самого говорящего как	1	1
94	уже не было	1	1
95	сознание и его	1	1
96	как мы сказали	2	1
97	а не только	1	1
98	его влиянием в	1	1
99	к сожалению не	1	1
100	в истории европейского	1	1
101	не могут до	1	1
102	там где она	1	1
103	со всею ясностью	1	1
104	в один из	1	1
105	он знает что	1	1
106	тех или иных	1	1
107	точками зрения и	1	1
108	и не могут	1	1
109	как один из	1	1
110	и в пределах	1	1
111	и вне его	2	1
112	не могут быть	2	1
113	печорин у лермонтова	1	1
114	не только как	1	1
115	в его романах	2	1
116	его несмотря на	1	1
117	но именно в	1	1
118	не довлеет себе	1	1
119	тем или иным	1	1
120	можно прямо сказать	3	1
121	в себе все	1	1
122	и еще не	1	1
123	именно в том	1	1
124	наконец в плане	1	1
125	лежат в одной	1	1
126	о том что	1	1
127	того или иного	1	1
128	а в том	1	1
129	зависимости от характера	2	1
130	более или менее	2	1
131	друг к другу	1	1
132	таким образом в	1	1
133	по себе а	1	1
134	ним и с	1	1
135	в маленьком масштабе	1	1
136	она не может	1	1
137	не только действительность	1	1
138	между материалом и	2	1
139	одного и единого	1	1
140	с самого начала	1	1
141	не только не	1	1
142	нужно сказать что	1	1
143	в пределах самого	1	1
144	к своему предмету	5	1
145	разновидности романного жанра	2	1
146	у толстого в	1	1
147	все зависит от	1	1
148	как чужое слово	1	1
149	с чужим словом	10	1
150	предметом изображения в	1	1
151	во всех сферах	1	1
152	как мы ее	1	1
153	уже не только	1	1
154	конечно не в	1	1
155	еще резче и	1	1
156	может быть глубоко	1	1
157	до известной степени	1	1
158	сама по себе	3	1
159	и самое слово	1	1
160	и в нем	1	1
161	образ а не	1	1
162	чтобы добиться от	1	1
163	в отношении к	4	1
164	для того чтобы	2	1
165	большинстве случаев в	1	1
166	перед нами не	1	1
167	он не только	1	1
168	и его слово	14	1
169	и т д	2	1
170	как мы видели	1	1
