N	3gram	Bakhtin_Pr_1	OGranits
1	с точки зрения	13	5
2	не может быть	4	4
3	по отношению к	8	3
4	вполне понятно что	1	3
5	и наконец в	1	2
6	в самом деле	2	2
7	в зависимости от	5	2
8	в данном случае	2	2
9	не только его	1	2
10	с другой стороны	3	2
11	того или иного	1	2
12	с самого начала	1	2
13	в том что	6	2
14	в другом месте	1	1
15	тот же самый	1	1
16	во все уголки	1	1
17	его и не	1	1
18	не создает еще	1	1
19	только в категории	1	1
20	в каждом слове	1	1
21	этой точки зрения	1	1
22	как объективный факт	1	1
23	а вовсе не	1	1
24	более или менее	1	1
25	на самом деле	4	1
26	в целом произведения	1	1
27	совершенно справедливо отмечает	1	1
28	подобно тому как	3	1
29	выйти за пределы	1	1
30	мы должны перейти	1	1
31	то же самое	1	1
32	нам кажется что	1	1
33	художественного произведения и	1	1
34	и не может	2	1
35	между тем как	4	1
36	не было бы	1	1
37	только то что	2	1
38	в этом отношении	3	1
39	то что в	1	1
40	нужно сказать что	1	1
41	можно было бы	2	1
42	почти никогда не	1	1
43	может быть и	1	1
44	по себе а	1	1
45	себя как свой	1	1
46	ни один элемент	2	1
47	мы полагаем что	1	1
48	для того чтобы	1	1
49	так же как	1	1
50	там где она	1	1
51	не входит в	3	1
52	а не как	4	1
53	само по себе	3	1
54	в пределах того	1	1
55	лишь с точки	1	1
56	он и не	1	1
57	как в музыке	2	1
58	все то что	3	1
59	его можно лишь	1	1
60	то же время	9	1
61	может быть это	1	1
62	все же остается	1	1
63	играет громадную роль	1	1
64	та или иная	1	1
65	здесь мы должны	1	1
66	и никогда не	1	1
67	и превращается в	1	1
68	но в то	5	1
69	выходит за пределы	1	1
70	каждый элемент его	1	1
71	но что же	1	1
72	в то же	9	1
73	в каждом отдельном	1	1
74	и следовательно в	1	1
75	к тому что	1	1
76	в себя как	1	1
77	тех или иных	1	1
78	тому что он	1	1
79	входит в замысел	2	1
80	является таким образом	1	1
81	неизбежно превращается в	1	1
82	же самое слово	1	1
