N	3gram	Berdyaev_M_1	Myslijsy
1	по отношению к	2	8
2	заключает в себе	3	8
3	в том что	1	7
4	не может быть	17	5
5	о том что	1	5
6	до сих пор	2	4
7	и т п	1	4
8	с тем что	3	4
9	для того чтобы	2	4
10	в ряду других	1	3
11	может быть назван	1	3
12	вместе с тем	5	3
13	в том случае	1	3
14	во всяком случае	1	3
15	когда мы говорим	1	3
16	от того что	1	3
17	потому что в	3	3
18	непосредственно примыкает к	1	2
19	что иное как	1	2
20	хотя бы и	2	2
21	в том смысле	2	2
22	между тем как	1	2
23	и это есть	1	2
24	это потому что	1	2
25	есть то что	1	2
26	и по отношению	1	2
27	не могут быть	2	2
28	все более и	1	2
29	не в том	1	2
30	это не значит	2	2
31	и в том	1	2
32	что и в	1	2
33	потому что мы	1	2
34	более и более	1	2
35	не что иное	1	2
36	и есть то	1	1
37	том смысле что	1	1
38	в которой все	1	1
39	мы говорим что	1	1
40	он сам не	1	1
41	и все то	1	1
42	для человека в	1	1
43	а не в	4	1
44	на том основании	2	1
45	потому что не	1	1
46	бы он ни	1	1
47	и состоит чтобы	1	1
48	смысле в каком	2	1
49	том случае если	1	1
50	в том только	1	1
51	и быть может	1	1
52	но и в	4	1
53	и та же	1	1
54	не было бы	5	1
55	к тому чтобы	2	1
56	даже и в	1	1
57	и не может	2	1
58	что в то	1	1
59	он ни был	1	1
60	человеческого духа и	2	1
61	он лишен был	1	1
62	и потому не	3	1
63	может быть и	1	1
64	нет и не	1	1
65	может быть что	1	1
66	что в сложном	1	1
67	отношению к нему	1	1
68	иное как отрицание	1	1
69	человека и все	1	1
70	каждый раз когда	1	1
71	друг к другу	1	1
72	лишь в том	1	1
73	одна и та	1	1
74	том смысле в	1	1
75	в человека в	1	1
76	том основании что	2	1
77	что совершается в	1	1
78	в то время	2	1
79	нет ничего кроме	1	1
80	и вместе с	4	1
81	никогда не может	2	1
82	всего того что	1	1
83	и в самом	3	1
84	и ту же	1	1
85	для нас в	1	1
86	могут быть даны	1	1
87	в себе в	1	1
88	одну и ту	1	1
89	в них не	1	1
90	или лучше сказать	1	1
91	всех есть только	1	1
92	не имеет для	1	1
