N	3gram	Tiupa_Anal_2	StatiiOP
1	в том что	6	11
2	не может быть	1	5
3	в этом смысле	2	4
4	по крайней мере	3	4
5	с точки зрения	2	4
6	в этом отношении	3	4
7	с другой стороны	2	4
8	о том что	6	4
9	состоит в том	4	3
10	прежде всего в	1	3
11	в связи с	1	3
12	то же время	2	3
13	не только в	2	3
14	на то что	2	3
15	в то же	2	3
16	это слово в	1	2
17	но и в	1	2
18	это не так	1	2
19	с одной стороны	4	2
20	должна была бы	1	2
21	и в этом	4	2
22	во всех этих	1	2
23	нельзя сказать что	1	2
24	между тем как	1	2
25	заключается в том	1	2
26	к тому что	1	2
27	в том смысле	1	2
28	тем не менее	3	2
29	можно сказать что	1	1
30	обращены уже не	1	1
31	одних и тех	1	1
32	на себя внимание	3	1
33	между прочим и	1	1
34	более или менее	1	1
35	в самом деле	1	1
36	от которого он	1	1
37	то же самое	1	1
38	одной из своих	1	1
39	ко всему этому	1	1
40	и если бы	1	1
41	и тех же	1	1
42	можно было бы	2	1
43	с этой точки	1	1
44	него ничего не	1	1
45	характеризуется тем что	1	1
46	а как бы	1	1
47	в применении к	1	1
48	в самом начале	3	1
49	обращает на себя	3	1
50	ответ на вопрос	1	1
51	в поле зрения	2	1
52	в известном смысле	1	1
53	так или иначе	1	1
54	приводит к тому	1	1
55	в наибольшей степени	1	1
56	уже не к	1	1
57	в свое время	1	1
58	этой точки зрения	1	1
59	и тем что	1	1
60	каждом отдельном случае	1	1
61	а то что	1	1
62	в центре этой	1	1
63	свой ответ на	1	1
64	том смысле что	1	1
65	в свою очередь	1	1
66	второго и третьего	1	1
67	и в самом	2	1
68	не только не	2	1
69	той или иной	3	1
70	речь идет о	1	1
71	не менее в	1	1
72	тому как мы	1	1
73	в каждом отдельном	1	1
74	дело не в	1	1
